u,i1,i2,hl,nl
305,,,284,"[428.175, 36.63, 30.0, 25.0, 35.0, 39.0, 11.0]"
306,,,284,"[440.6, 38.0, 122.0, 8.0, 34.65, 38.61, 11.879999999999999]"
307,,,2274,"[970.0, 81.17999999999999, 138.6, 16.0, 97.0, 157.41, 13.86]"
308,,,2549,"[835.0649999999999, 43.56, 314.0, 152.0, 36.0, 41.0, 44.0]"
309,,,112,"[472.7, 37.0, 85.0, 25.0, 24.75, 72.27, 15.84]"
310,,,4177,"[459.0, 37.0, 52.47, 36.63, 34.65, 49.0, 14.85]"
311,,,3335,"[307.7, 28.0, 8.91, 4.95, 8.91, 48.51, 9.0]"
312,,,1715,"[785.367, 41.0, 42.0, 27.0, 77.22, 27.72, 36.63]"
313,,,4945,"[1094.94, 70.29, 53.46, 84.0, 99.99, 76.23, 38.0]"
314,,,125,"[2558.5, 201.0, 1086.0, 56.43, 118.0, 116.0, 101.97]"
315,,,740,"[923.967, 57.0, 259.38, 41.0, 37.62, 49.5, 44.55]"
316,,,586,"[485.7, 34.0, 45.54, 63.0, 91.0, 42.0, 6.93]"
317,,,1646,"[535.689, 26.73, 200.0, 9.9, 12.87, 43.0, 29.7]"
318,,,1516,"[530.3430000000001, 44.0, 104.94, 25.74, 16.0, 84.0, 19.0]"
319,,,2988,"[516.6, 26.73, 31.68, 19.0, 100.98, 18.0, 12.0]"
320,,,3859,"[1244.5, 103.0, 148.0, 82.17, 148.0, 119.0, 25.74]"
321,,,1,"[304.0, 22.0, 88.0, 7.0, 11.879999999999999, 29.7, 11.0]"
322,,,882,"[1017.6210000000001, 34.65, 60.39, 43.56, 53.0, 51.0, 57.0]"
323,,,3225,"[891.3960000000001, 86.0, 229.68, 16.83, 12.87, 174.0, 27.72]"
324,,,193,"[1022.0760000000001, 72.0, 84.0, 34.0, 121.0, 68.0, 29.0]"
325,,,4270,"[556.5, 59.0, 8.91, 44.55, 61.0, 112.86, 6.0]"
326,,,2,"[3173.445, 387.0, 138.0, 304.92, 203.0, 356.0, 46.53]"
327,,,3888,"[3105.2000000000003, 405.0, 155.43, 157.41, 266.31, 722.7, 19.0]"
328,,,1646,"[826.9, 28.0, 403.92, 22.0, 18.0, 42.57, 52.47]"
329,,,25,"[1477.4, 159.0, 8.91, 78.21, 153.0, 279.18, 20.0]"
330,,,238,"[502.5, 30.69, 35.0, 8.91, 45.0, 21.78, 19.0]"
331,,,1517,"[244.0, 14.0, 46.0, 53.46, 9.9, 6.0, 11.879999999999999]"
332,,,4880,"[699.534, 66.0, 22.0, 11.879999999999999, 116.0, 39.6, 8.0]"
333,,,112,"[630.6, 48.51, 283.0, 8.91, 10.89, 95.0, 27.0]"
334,,,4738,"[559.7, 27.0, 15.84, 60.39, 50.0, 40.0, 23.0]"
335,,,2848,"[703.2, 92.07, 17.0, 73.0, 57.42, 191.0, 4.0]"
336,,,647,"[3728.5, 502.92, 331.0, 28.71, 198.0, 172.0, 44.55]"
337,,,648,"[624.294, 54.45, 32.0, 33.66, 46.53, 60.0, 16.0]"
338,,,2756,"[430.3, 23.759999999999998, 133.0, 15.0, 11.0, 26.0, 20.79]"
339,,,2377,"[409.662, 38.0, 30.0, 23.759999999999998, 57.42, 50.0, 4.0]"
340,,,4493,"[2718.4410000000003, 352.0, 18.81, 40.589999999999996, 92.0, 155.43, 40.589999999999996]"
341,,,1601,"[4379.0, 538.0, 475.2, 52.0, 319.77, 223.0, 62.0]"
342,,,14,"[3375.999, 276.0, 241.0, 357.39, 254.43, 390.0, 106.0]"
343,,,14,"[381.44699999999995, 32.0, 37.62, 25.74, 52.0, 45.54, 7.0]"
344,,,361,"[1133.0, 78.0, 281.16, 192.0, 170.0, 62.37, 26.73]"
345,,,647,"[3595.5, 481.0, 371.0, 31.68, 145.53, 154.0, 56.43]"
346,,,1646,"[540.8, 32.0, 222.75, 11.0, 9.0, 55.44, 27.72]"
347,,,4693,"[593.9010000000001, 31.0, 22.77, 37.62, 72.0, 19.8, 21.0]"
348,,,740,"[793.3, 32.0, 228.0, 49.0, 45.54, 51.0, 42.0]"
349,,,4782,"[401.54400000000004, 26.0, 81.0, 25.74, 19.8, 42.57, 18.0]"
350,,,125,"[2386.989, 169.0, 1087.02, 56.0, 89.0, 117.81, 109.89]"
351,,,2949,"[1088.2079999999999, 22.77, 165.33, 7.92, 9.0, 40.0, 20.79]"
352,,,284,"[561.528, 56.43, 19.8, 23.0, 62.37, 49.0, 7.92]"
353,,,4091,"[708.9389999999999, 58.41, 33.0, 79.0, 107.0, 76.0, 10.89]"
355,,,4091,"[1702.503, 202.95, 75.0, 90.09, 140.0, 278.0, 18.0]"
356,,,647,"[3638.4, 489.06, 462.0, 26.0, 139.0, 181.17, 55.44]"
357,,,3102,"[1915.5, 207.0, 140.58, 158.0, 222.0, 243.0, 19.0]"
358,,,2549,"[728.3430000000001, 35.64, 311.0, 141.0, 20.79, 39.6, 41.58]"
359,,,647,"[3670.7, 502.0, 320.76, 72.0, 185.13, 185.0, 45.0]"
360,,,137,"[968.8, 115.0, 13.86, 64.35, 81.0, 141.0, 8.91]"
361,,,357,"[280.9, 29.7, 24.75, 17.0, 23.759999999999998, 38.0, 3.96]"
362,,,1681,"[1173.2, 37.0, 121.0, 118.8, 83.16, 61.0, 71.0]"
363,,,3335,"[878.13, 49.0, 54.45, 47.0, 58.41, 64.0, 39.6]"
365,,,4352,"[188.694, 14.85, 9.0, 6.0, 4.95, 6.93, 6.0]"
367,,,4642,"[1053.6, 113.0, 14.0, 40.0, 82.0, 190.07999999999998, 18.81]"
369,,,4783,"[494.0, 6.93, 72.27, 43.0, 40.589999999999996, 3.0, 29.7]"
370,,,3335,"[299.96999999999997, 45.54, 10.0, 9.9, 7.92, 95.03999999999999, 0.0]"
371,,,300,"[4279.275, 352.0, 1525.0, 51.0, 102.96, 237.0, 181.17]"
372,,,4270,"[894.2669999999999, 102.0, 10.0, 47.0, 115.0, 201.96, 3.0]"
373,,,740,"[1007.7, 49.0, 263.34, 37.62, 51.0, 39.6, 52.0]"
374,,,125,"[2186.118, 155.43, 1086.03, 32.67, 71.0, 99.0, 103.0]"
375,,,4738,"[446.787, 3.96, 11.879999999999999, 31.68, 24.75, 1.0, 29.7]"
376,,,4177,"[1274.6000000000001, 89.1, 48.51, 61.38, 118.0, 145.53, 43.0]"
377,,,2377,"[587.07, 29.0, 49.5, 15.84, 108.9, 31.68, 15.0]"
379,,,2274,"[665.6759999999999, 38.0, 180.18, 27.72, 40.589999999999996, 51.0, 21.78]"
380,,,4919,"[496.29999999999995, 29.7, 199.0, 22.77, 25.74, 44.0, 21.0]"
381,,,1252,"[382.23900000000003, 12.87, 116.0, 27.0, 31.68, 12.87, 20.0]"
382,,,4177,"[406.8, 23.0, 48.51, 30.0, 19.8, 29.7, 21.0]"
383,,,41,"[803.6999999999999, 68.0, 45.54, 77.0, 44.0, 54.0, 26.0]"
384,,,268,"[621.126, 47.519999999999996, 21.78, 24.0, 36.0, 98.0, 21.78]"
385,,,4106,"[375.9, 14.85, 53.46, 39.6, 24.75, 7.0, 20.0]"
386,,,3885,"[558.558, 30.0, 41.0, 112.86, 64.35, 47.0, 21.0]"
387,,,1443,"[575.5, 40.0, 75.24, 79.0, 50.49, 34.0, 18.81]"
388,,,1879,"[340.5, 23.0, 75.0, 5.9399999999999995, 8.91, 12.0, 14.0]"
389,,,1984,"[1058.211, 87.12, 145.53, 75.24, 43.0, 151.47, 37.0]"
390,,,2274,"[390.4, 10.89, 179.19, 0.99, 3.0, 22.0, 18.0]"
391,,,484,"[586.7, 44.55, 32.67, 23.759999999999998, 83.0, 41.0, 11.879999999999999]"
392,,,361,"[494.3, 61.0, 69.3, 15.0, 28.0, 54.0, 6.0]"
394,,,3715,"[466.29, 14.85, 117.0, 18.81, 119.78999999999999, 8.0, 9.0]"
395,,,4738,"[715.7, 27.0, 25.74, 44.55, 43.0, 40.589999999999996, 39.0]"
396,,,125,"[2477.772, 155.43, 1207.8, 31.68, 81.17999999999999, 93.06, 129.0]"
397,,,193,"[1073.655, 100.98, 28.71, 64.0, 196.0, 86.13, 5.0]"
398,,,4683,"[580.8330000000001, 33.0, 174.24, 8.91, 23.759999999999998, 59.4, 27.72]"
399,,,4954,"[227.6, 1.98, 104.94, 13.86, 19.8, 1.98, 15.84]"
400,,,4642,"[959.8, 78.21, 153.45, 32.0, 56.43, 152.46, 31.68]"
401,,,1774,"[392.337, 45.0, 22.77, 15.0, 43.56, 50.49, 3.0]"
402,,,238,"[529.2, 58.0, 12.87, 23.759999999999998, 49.0, 69.0, 5.9399999999999995]"
403,,,2155,"[440.35200000000003, 35.0, 70.0, 54.45, 58.0, 26.0, 9.0]"
404,,,4270,"[722.8, 95.03999999999999, 28.0, 63.0, 60.0, 191.0, 2.9699999999999998]"
405,,,648,"[427.2, 44.55, 4.95, 18.81, 42.0, 55.44, 4.95]"
406,,,4245,"[833.4000000000001, 63.36, 194.0, 5.0, 30.69, 124.74, 32.67]"
407,,,416,"[451.7, 46.0, 25.74, 33.0, 26.0, 73.26, 10.89]"
408,,,986,"[774.279, 56.43, 128.7, 44.0, 44.0, 91.0, 29.0]"
409,,,617,"[1169.5, 106.92, 164.0, 82.17, 139.59, 125.0, 19.8]"
410,,,648,"[705.1, 60.39, 137.0, 25.74, 47.519999999999996, 85.14, 20.0]"
412,,,1646,"[468.27, 25.74, 228.0, 5.9399999999999995, 5.9399999999999995, 40.0, 25.0]"
413,,,3650,"[1172.16, 87.0, 35.0, 46.0, 103.95, 153.0, 36.0]"
414,,,18,"[1545.192, 114.0, 373.23, 55.0, 126.72, 197.01, 51.48]"
415,,,2848,"[751.905, 87.12, 61.0, 74.0, 59.4, 176.0, 10.89]"
416,,,2773,"[1120.0, 94.0, 13.0, 23.759999999999998, 158.4, 168.3, 16.83]"
417,,,1601,"[1332.54, 72.27, 190.07999999999998, 34.0, 207.9, 86.13, 39.0]"
418,,,3078,"[1431.3, 71.28, 205.92, 11.879999999999999, 14.0, 39.6, 26.0]"
419,,,193,"[2781.999, 225.0, 1077.12, 65.0, 167.0, 157.41, 101.97]"
420,,,4177,"[324.3, 21.0, 59.0, 28.0, 12.87, 34.65, 16.0]"
421,,,4683,"[490.0, 40.589999999999996, 35.64, 13.86, 20.0, 56.43, 16.83]"
422,,,2377,"[558.954, 39.0, 111.0, 20.79, 64.0, 72.0, 16.83]"
423,,,4256,"[951.885, 87.12, 173.25, 43.0, 54.0, 149.0, 27.72]"
424,,,983,"[786.5999999999999, 83.0, 179.0, 27.0, 34.0, 55.44, 19.8]"
425,,,357,"[386.59499999999997, 29.0, 77.0, 17.0, 36.0, 28.0, 12.0]"
426,,,4177,"[669.8, 53.0, 44.0, 43.0, 74.25, 69.3, 17.82]"
427,,,882,"[339.17400000000004, 33.0, 71.28, 19.0, 9.0, 47.519999999999996, 10.89]"
428,,,361,"[1982.1, 65.34, 301.0, 211.85999999999999, 114.0, 87.0, 116.0]"
429,,,2949,"[538.0999999999999, 47.519999999999996, 104.0, 54.45, 22.0, 54.0, 20.0]"
430,,,2949,"[625.7789999999999, 69.3, 158.0, 21.78, 14.85, 57.0, 16.0]"
431,,,4642,"[1173.0, 105.0, 20.0, 48.51, 80.19, 189.09, 33.0]"
432,,,4642,"[1420.6, 141.0, 198.0, 36.63, 79.2, 279.0, 38.0]"
433,,,2988,"[374.0, 16.83, 39.6, 8.0, 97.0, 14.85, 5.0]"
434,,,4194,"[1680.03, 41.58, 112.0, 94.0, 111.87, 68.0, 42.57]"
435,,,3232,"[949.113, 29.7, 79.2, 55.0, 78.21, 19.0, 53.0]"
437,,,1646,"[612.4, 37.0, 194.0, 45.54, 40.589999999999996, 48.0, 27.0]"
438,,,4642,"[926.8380000000001, 79.0, 149.0, 32.0, 55.44, 154.0, 31.0]"
439,,,3510,"[543.6, 38.0, 16.83, 20.0, 34.65, 53.0, 18.81]"
440,,,713,"[661.1, 55.44, 150.48, 38.0, 63.36, 56.43, 15.84]"
441,,,708,"[220.37400000000002, 7.92, 63.0, 6.0, 7.92, 5.9399999999999995, 12.87]"
442,,,3102,"[927.9000000000001, 109.0, 23.759999999999998, 95.0, 93.0, 130.0, 5.0]"
443,,,2342,"[368.676, 25.74, 73.0, 18.81, 11.879999999999999, 50.49, 16.0]"
444,,,3335,"[378.18, 43.56, 79.2, 11.0, 8.0, 87.0, 8.0]"
445,,,2086,"[844.569, 59.4, 39.6, 75.24, 48.0, 80.0, 33.66]"
446,,,284,"[679.3380000000001, 57.0, 33.66, 48.0, 52.47, 82.0, 19.0]"
447,,,425,"[319.9, 3.96, 40.589999999999996, 9.9, 11.879999999999999, 3.0, 10.0]"
448,,,2274,"[3021.7999999999997, 338.58, 270.27, 287.1, 159.39, 301.0, 53.46]"
449,,,2179,"[692.8019999999999, 42.0, 21.0, 48.0, 65.0, 53.0, 24.75]"
450,,,150,"[3593.502, 491.0, 354.42, 50.0, 150.0, 160.38, 55.0]"
451,,,112,"[559.1519999999999, 40.589999999999996, 97.0, 39.0, 85.14, 61.0, 10.89]"
452,,,648,"[1189.287, 124.0, 8.0, 50.0, 97.02, 206.91, 22.77]"
453,,,193,"[793.683, 77.0, 5.9399999999999995, 71.0, 137.0, 76.0, 4.0]"
454,,,866,"[1137.708, 67.32, 91.08, 104.94, 115.0, 51.48, 39.6]"
455,,,740,"[670.0319999999999, 32.67, 227.0, 35.0, 35.64, 32.0, 34.0]"
456,,,935,"[3358.179, 245.52, 676.17, 381.15, 246.51, 305.0, 127.0]"
457,,,4971,"[259.776, 24.75, 48.51, 15.84, 8.0, 47.0, 7.0]"
458,,,4270,"[528.363, 50.49, 13.0, 33.66, 78.0, 67.32, 2.0]"
459,,,1287,"[653.004, 21.78, 223.74, 32.67, 28.71, 13.0, 40.0]"
460,,,4814,"[611.7, 61.0, 40.589999999999996, 35.64, 42.57, 68.31, 14.0]"
461,,,1550,"[1429.1, 120.78, 53.0, 23.0, 142.56, 166.0, 33.66]"
462,,,882,"[531.6, 63.0, 26.0, 20.0, 25.74, 124.74, 4.0]"
463,,,4177,"[679.536, 32.67, 326.7, 159.0, 22.77, 28.0, 41.0]"
464,,,3100,"[380.35800000000006, 16.83, 93.0, 31.0, 40.0, 29.0, 16.0]"
465,,,125,"[5499.945, 624.6899999999999, 1388.97, 55.44, 201.96, 241.0, 146.0]"
466,,,908,"[151.6, 4.0, 0.0, 12.0, 11.879999999999999, 8.0, 5.9399999999999995]"
467,,,4642,"[1330.164, 116.0, 234.0, 40.589999999999996, 64.0, 225.72, 46.0]"
468,,,9,"[238.491, 3.96, 71.28, 9.0, 15.0, 1.98, 16.0]"
470,,,4798,"[1023.165, 68.0, 371.0, 25.74, 43.56, 132.66, 46.0]"
471,,,258,"[1332.0, 130.0, 117.0, 81.17999999999999, 124.0, 213.84, 30.0]"
472,,,2274,"[695.0790000000001, 26.0, 158.0, 29.7, 27.0, 35.0, 34.0]"
473,,,732,"[860.1, 55.0, 164.0, 66.33, 149.49, 49.5, 17.0]"
474,,,4406,"[939.7, 67.32, 87.0, 24.0, 53.0, 52.47, 34.65]"
476,,,648,"[648.351, 44.55, 141.57, 17.82, 41.58, 55.0, 16.83]"
477,,,839,"[738.4, 93.06, 126.0, 31.68, 17.82, 33.66, 14.0]"
479,,,4091,"[575.5, 33.66, 39.0, 89.1, 121.77, 30.69, 8.91]"
480,,,3335,"[304.7, 22.77, 21.78, 5.0, 3.96, 47.519999999999996, 0.99]"
481,,,505,"[1892.781, 40.589999999999996, 295.0, 223.0, 107.91, 67.0, 121.77]"
482,,,708,"[284.7, 18.0, 65.34, 6.0, 11.0, 20.0, 13.0]"
483,,,4783,"[1094.6, 56.0, 63.0, 86.0, 89.1, 46.53, 44.55]"
484,,,3892,"[184.1, 8.0, 0.0, 9.9, 60.39, 6.0, 0.0]"
485,,,4128,"[1182.8519999999999, 163.35, 31.0, 7.0, 65.34, 240.57, 5.9399999999999995]"
486,,,1601,"[1479.357, 96.03, 242.0, 40.589999999999996, 199.0, 137.0, 40.0]"
487,,,3551,"[420.65099999999995, 19.0, 160.0, 31.68, 26.0, 28.0, 21.0]"
488,,,4683,"[715.1759999999999, 57.0, 82.0, 12.87, 23.0, 110.88, 27.72]"
489,,,1646,"[596.475, 26.0, 344.0, 6.0, 15.0, 47.0, 34.65]"
491,,,2274,"[697.7, 41.0, 154.44, 30.0, 30.69, 69.3, 26.0]"
492,,,3459,"[586.8, 35.64, 142.0, 20.0, 34.65, 70.0, 16.83]"
493,,,1443,"[726.66, 35.64, 39.6, 84.0, 162.35999999999999, 24.75, 13.0]"
494,,,866,"[275.4, 13.86, 60.0, 39.0, 38.0, 5.9399999999999995, 8.91]"
495,,,3424,"[882.783, 31.0, 54.0, 42.0, 59.4, 16.83, 49.0]"
496,,,786,"[1247.8000000000002, 108.0, 410.0, 94.0, 86.0, 130.0, 36.0]"
497,,,4493,"[2564.6, 361.0, 70.0, 19.0, 73.26, 170.0, 26.0]"
498,,,2468,"[422.1, 21.0, 155.0, 0.0, 6.0, 9.0, 23.0]"
499,,,255,"[768.5369999999999, 54.0, 129.0, 19.0, 93.0, 68.31, 21.0]"
500,,,989,"[312.741, 26.0, 64.35, 5.9399999999999995, 12.0, 44.0, 9.9]"
501,,,708,"[2314.4, 178.0, 1169.19, 28.71, 27.72, 346.0, 110.88]"
502,,,2342,"[954.1, 65.0, 73.0, 42.57, 104.0, 87.12, 29.0]"
503,,,416,"[764.3789999999999, 78.0, 10.89, 50.0, 93.06, 130.0, 9.0]"
504,,,740,"[610.5, 9.0, 239.0, 36.63, 22.0, 6.0, 41.58]"
505,,,2251,"[786.852, 58.0, 61.38, 40.589999999999996, 130.68, 57.42, 13.86]"
506,,,1906,"[510.741, 15.0, 81.17999999999999, 3.0, 25.74, 25.0, 30.0]"
507,,,4270,"[425.403, 30.69, 15.84, 65.0, 31.68, 49.5, 14.0]"
508,,,740,"[709.1, 27.72, 240.0, 34.0, 61.38, 27.72, 34.65]"
509,,,4880,"[814.1, 59.4, 61.38, 41.58, 126.72, 53.46, 16.83]"
510,,,2548,"[386.9, 39.0, 94.05, 22.0, 3.96, 45.54, 9.0]"
511,,,1252,"[435.2, 23.759999999999998, 79.2, 43.0, 46.0, 32.67, 16.0]"
512,,,1690,"[697.257, 50.49, 101.0, 80.0, 68.0, 60.0, 21.78]"
513,,,4005,"[719.0, 43.56, 38.61, 66.33, 107.91, 53.46, 18.81]"
514,,,4177,"[1218.4, 75.24, 190.07999999999998, 51.48, 197.0, 98.01, 29.7]"
515,,,125,"[2167.11, 155.43, 1083.0, 34.0, 70.0, 98.01, 100.98]"
516,,,3459,"[928.2239999999999, 99.0, 68.31, 84.15, 85.14, 198.0, 16.0]"
517,,,4778,"[1139.6, 76.23, 435.0, 58.41, 65.34, 134.64, 50.49]"
518,,,4433,"[467.59999999999997, 20.79, 251.46, 120.78, 28.71, 10.0, 28.0]"
519,,,2549,"[1013.76, 40.0, 327.69, 157.0, 35.0, 14.0, 63.0]"
520,,,4918,"[772.4, 78.0, 0.0, 33.66, 140.58, 134.64, 0.0]"
521,,,3510,"[538.8, 16.83, 166.32, 8.91, 25.0, 9.0, 31.0]"
522,,,4698,"[828.531, 54.0, 96.03, 55.0, 108.0, 53.46, 22.77]"
523,,,1806,"[739.7280000000001, 58.0, 22.0, 33.0, 121.77, 82.0, 12.0]"
524,,,3238,"[3643.794, 491.0, 351.45, 39.6, 203.94, 157.41, 48.51]"
525,,,2274,"[3668.4, 319.77, 1352.0, 90.0, 82.17, 624.6899999999999, 136.0]"
526,,,2454,"[772.5960000000001, 57.0, 139.59, 41.58, 22.77, 94.05, 33.66]"
527,,,2549,"[844.7669999999999, 40.589999999999996, 426.0, 139.59, 35.0, 30.0, 46.53]"
528,,,648,"[1696.167, 160.0, 15.0, 36.0, 178.2, 219.0, 31.68]"
529,,,1902,"[945.4000000000001, 8.91, 317.0, 23.0, 53.0, 3.0, 65.0]"
530,,,3198,"[432.333, 13.86, 25.74, 27.0, 52.47, 19.8, 19.8]"
531,,,4894,"[617.0, 37.62, 201.96, 19.0, 34.0, 67.32, 27.0]"
532,,,137,"[1002.0, 87.12, 308.0, 180.18, 50.0, 89.1, 33.0]"
533,,,740,"[676.962, 31.0, 243.54, 31.0, 36.0, 30.69, 35.0]"
534,,,3089,"[876.8000000000001, 87.0, 201.96, 32.67, 45.0, 146.0, 23.0]"
535,,,1715,"[687.9000000000001, 26.0, 49.0, 59.0, 81.17999999999999, 30.0, 34.0]"
536,,,617,"[1532.8, 115.83, 440.0, 198.99, 145.53, 117.0, 47.0]"
537,,,4918,"[506.1, 47.0, 11.879999999999999, 46.0, 78.21, 70.29, 4.0]"
538,,,4760,"[285.81300000000005, 17.82, 111.0, 14.0, 5.9399999999999995, 27.0, 13.0]"
539,,,125,"[4108.7970000000005, 298.98, 1421.0, 69.3, 109.0, 212.85, 191.0]"
540,,,1337,"[1004.256, 106.92, 29.0, 63.0, 72.27, 76.0, 17.0]"
541,,,4446,"[389.40000000000003, 14.85, 39.6, 47.0, 43.0, 25.74, 16.0]"
542,,,125,"[2913.57, 233.0, 1076.1299999999999, 64.0, 122.0, 244.53, 118.8]"
543,,,4698,"[534.1, 29.7, 100.98, 24.75, 43.0, 19.8, 21.0]"
544,,,960,"[422.0, 24.0, 24.0, 17.0, 46.0, 19.0, 14.0]"
545,,,1479,"[641.8169999999999, 25.74, 113.0, 48.51, 34.0, 21.0, 33.66]"
546,,,647,"[3690.1, 500.0, 326.7, 38.61, 173.25, 157.41, 50.49]"
547,,,3018,"[489.40000000000003, 14.0, 183.15, 144.0, 82.0, 13.86, 18.81]"
548,,,2155,"[314.82, 17.82, 28.71, 58.41, 58.41, 27.0, 5.9399999999999995]"
549,,,647,"[3495.6, 490.0, 326.0, 23.759999999999998, 138.6, 154.0, 45.54]"
550,,,2820,"[250.27200000000002, 0.0, 115.0, 18.81, 8.91, 0.0, 17.82]"
551,,,3238,"[397.90000000000003, 23.759999999999998, 83.16, 15.84, 70.29, 25.0, 9.0]"
552,,,240,"[789.822, 33.66, 40.589999999999996, 54.0, 67.32, 28.0, 37.0]"
554,,,4738,"[919.71, 63.36, 36.63, 71.0, 45.0, 77.0, 37.62]"
555,,,3335,"[578.457, 50.49, 144.0, 6.0, 9.0, 61.0, 21.78]"
556,,,284,"[681.0, 62.37, 28.0, 20.79, 75.0, 82.17, 12.0]"
557,,,2021,"[728.2439999999999, 36.63, 194.0, 42.0, 57.42, 66.0, 31.68]"
558,,,4880,"[1994.9489999999998, 59.0, 291.0, 202.95, 144.0, 61.0, 118.0]"
559,,,2820,"[717.849, 33.0, 225.0, 60.0, 46.0, 35.0, 35.64]"
560,,,3820,"[526.1, 43.0, 27.0, 62.37, 90.0, 72.0, 5.9399999999999995]"
561,,,4091,"[749.5, 64.35, 26.0, 63.36, 126.0, 68.31, 6.93]"
562,,,4270,"[1209.6000000000001, 95.0, 25.74, 68.31, 124.0, 166.32, 31.68]"
563,,,4177,"[883.0, 85.14, 36.63, 57.0, 113.0, 90.0, 12.87]"
564,,,740,"[670.0319999999999, 33.0, 224.73, 35.0, 36.0, 32.0, 34.0]"
565,,,1711,"[515.196, 35.0, 75.0, 31.68, 73.26, 40.0, 11.879999999999999]"
566,,,2,"[3030.3999999999996, 360.0, 145.0, 328.68, 195.03, 308.88, 48.0]"
567,,,2274,"[483.417, 28.71, 150.48, 11.879999999999999, 19.8, 41.58, 14.85]"
568,,,3424,"[1155.231, 47.519999999999996, 206.0, 61.38, 65.34, 38.0, 63.0]"
569,,,1252,"[354.42, 17.0, 82.0, 24.75, 30.69, 12.87, 15.84]"
570,,,4954,"[546.3, 52.0, 66.33, 35.64, 45.54, 50.49, 11.0]"
571,,,2645,"[809.127, 40.589999999999996, 45.54, 62.37, 163.35, 64.35, 18.0]"
572,,,908,"[442.8, 33.0, 99.99, 16.0, 14.85, 16.0, 17.0]"
573,,,674,"[631.0, 46.53, 83.16, 61.38, 86.13, 38.61, 9.9]"
574,,,297,"[1217.6, 94.0, 30.0, 71.28, 77.22, 86.0, 43.56]"
575,,,648,"[691.2180000000001, 45.54, 16.83, 43.56, 80.0, 54.45, 21.0]"
576,,,647,"[3431.0, 472.23, 336.0, 24.0, 139.59, 146.52, 45.54]"
577,,,708,"[431.44199999999995, 35.64, 23.0, 21.0, 16.0, 56.0, 16.0]"
578,,,2549,"[1185.4260000000002, 67.0, 318.78, 180.0, 74.0, 67.0, 55.44]"
579,,,2949,"[638.9, 60.39, 107.91, 22.0, 24.75, 113.85, 19.0]"
580,,,4658,"[496.7, 20.79, 197.01, 14.85, 58.41, 43.56, 20.0]"
581,,,3732,"[1349.964, 159.0, 1.98, 25.74, 195.03, 158.4, 0.0]"
582,,,3685,"[1470.0, 133.0, 30.69, 54.45, 133.0, 198.0, 34.0]"
583,,,1357,"[947.5999999999999, 97.0, 235.62, 12.0, 42.57, 46.53, 27.0]"
584,,,4270,"[609.6, 69.3, 89.1, 38.0, 24.75, 135.63, 11.879999999999999]"
585,,,4836,"[478.2, 33.0, 51.0, 56.0, 18.81, 39.0, 20.0]"
586,,,2516,"[704.5830000000001, 80.0, 38.61, 53.46, 69.0, 99.0, 9.0]"
587,,,866,"[354.32099999999997, 34.65, 48.0, 44.0, 38.0, 53.0, 5.0]"
588,,,125,"[2718.6389999999997, 194.04, 1144.0, 94.05, 133.0, 168.0, 117.81]"
589,,,2549,"[767.2, 40.589999999999996, 412.0, 146.52, 16.83, 15.84, 41.58]"
590,,,3974,"[677.3, 75.0, 27.0, 57.0, 74.0, 71.28, 5.0]"
591,,,361,"[494.3, 60.39, 70.0, 14.85, 27.72, 53.46, 5.9399999999999995]"
592,,,2083,"[420.4, 40.0, 32.0, 13.86, 27.72, 81.17999999999999, 11.879999999999999]"
593,,,3335,"[450.54900000000004, 36.63, 26.0, 31.68, 50.0, 67.32, 10.0]"
594,,,4642,"[1274.3, 106.0, 94.05, 37.62, 130.0, 166.0, 28.0]"
595,,,1984,"[4630.428, 40.589999999999996, 2545.0, 70.0, 48.0, 61.0, 239.0]"
596,,,125,"[2509.254, 190.07999999999998, 1078.11, 43.56, 87.12, 115.0, 108.9]"
597,,,4814,"[710.2, 48.0, 176.0, 22.77, 25.0, 43.56, 25.0]"
598,,,4790,"[3666.5, 435.6, 143.55, 305.91, 199.0, 491.0, 60.39]"
599,,,203,"[246.20000000000002, 7.0, 164.0, 2.0, 9.9, 10.0, 14.0]"
600,,,4665,"[735.1739999999999, 61.0, 62.37, 36.63, 66.0, 90.09, 18.81]"
601,,,203,"[321.3, 8.91, 189.0, 3.96, 12.87, 10.89, 17.82]"
603,,,3201,"[632.808, 27.72, 34.65, 25.74, 164.34, 24.75, 9.0]"
604,,,983,"[796.5, 93.06, 28.71, 67.0, 59.4, 56.43, 11.879999999999999]"
605,,,617,"[1400.6, 139.0, 161.37, 80.19, 164.0, 157.41, 19.8]"
606,,,483,"[1035.441, 45.0, 58.0, 42.0, 72.27, 24.0, 52.47]"
607,,,4642,"[1065.042, 104.0, 6.93, 74.0, 93.06, 202.0, 22.77]"
608,,,3813,"[419.562, 22.77, 39.6, 9.0, 24.75, 21.0, 19.0]"
609,,,983,"[894.465, 112.0, 21.0, 44.55, 59.0, 114.84, 10.89]"
610,,,4752,"[966.834, 73.0, 14.85, 82.0, 60.39, 68.31, 33.66]"
611,,,3571,"[833.6, 30.0, 235.0, 45.54, 18.81, 52.0, 37.0]"
612,,,4966,"[604.8, 42.57, 184.0, 27.72, 25.0, 58.41, 24.0]"
613,,,4493,"[2601.027, 362.0, 30.69, 24.0, 73.26, 186.12, 30.69]"
614,,,2274,"[659.3, 28.71, 186.0, 15.84, 18.81, 51.48, 28.71]"
