u,i1,i2,hl,nl
306,,,361,"[1129.887, 111.0, 21.78, 47.519999999999996, 82.0, 185.0, 26.0]"
307,,,3335,"[260.172, 26.0, 93.06, 4.95, 4.0, 54.45, 7.0]"
308,,,740,"[818.9, 50.0, 229.0, 27.0, 35.64, 87.0, 32.67]"
309,,,2468,"[232.8, 4.0, 155.0, 20.79, 7.92, 2.0, 14.0]"
310,,,4446,"[490.90000000000003, 0.0, 443.52, 7.92, 3.96, 0.0, 40.589999999999996]"
311,,,1854,"[789.624, 49.5, 102.0, 83.0, 90.09, 43.0, 25.0]"
312,,,2210,"[3632.4, 310.86, 249.48, 362.34, 213.0, 385.0, 114.0]"
313,,,4177,"[612.117, 31.68, 62.37, 2381.94, 47.0, 33.66, 37.62]"
314,,,4091,"[355.608, 20.79, 24.0, 49.5, 92.0, 14.0, 2.0]"
315,,,3823,"[1241.0639999999999, 145.0, 6.0, 57.0, 173.25, 129.0, 0.99]"
316,,,505,"[483.79999999999995, 33.0, 83.16, 28.71, 35.0, 45.0, 17.82]"
317,,,1406,"[284.328, 3.96, 28.71, 3.0, 23.0, 2.9699999999999998, 15.84]"
318,,,2342,"[435.9, 20.79, 158.4, 11.879999999999999, 14.85, 27.72, 23.0]"
319,,,4446,"[347.1, 1.0, 293.0, 11.879999999999999, 4.95, 0.0, 28.0]"
320,,,1736,"[441.54, 37.62, 49.0, 73.0, 50.49, 29.0, 9.0]"
321,,,4783,"[250.371, 12.87, 19.8, 19.0, 11.0, 6.0, 11.879999999999999]"
322,,,184,"[564.5, 44.55, 31.68, 55.0, 44.0, 57.42, 15.84]"
323,,,3432,"[659.0999999999999, 52.47, 16.83, 40.589999999999996, 52.47, 79.0, 18.0]"
324,,,2342,"[581.3280000000001, 43.0, 51.0, 24.75, 79.2, 73.26, 13.0]"
325,,,2274,"[847.9, 22.77, 408.87, 86.13, 67.0, 10.89, 41.0]"
326,,,4446,"[163.0, 10.89, 39.0, 11.879999999999999, 11.0, 21.0, 5.9399999999999995]"
327,,,708,"[479.95199999999994, 9.0, 279.0, 63.36, 16.0, 6.0, 34.0]"
328,,,740,"[686.664, 29.0, 240.0, 39.6, 42.57, 33.0, 35.64]"
329,,,647,"[3527.766, 492.03, 325.71, 54.45, 154.44, 191.07, 45.0]"
330,,,4782,"[2944.7999999999997, 313.0, 208.89, 105.92999999999999, 343.0, 343.0, 32.67]"
331,,,145,"[560.9, 52.0, 23.0, 18.0, 52.47, 93.0, 11.0]"
332,,,740,"[1240.7, 87.12, 229.0, 50.0, 69.0, 158.4, 50.0]"
333,,,112,"[638.649, 43.56, 99.0, 46.0, 31.0, 82.17, 25.74]"
334,,,2355,"[1247.796, 102.0, 28.0, 38.61, 108.0, 133.65, 34.65]"
335,,,4814,"[684.5, 61.0, 130.68, 29.0, 40.589999999999996, 70.0, 21.0]"
336,,,4177,"[537.5, 29.0, 53.0, 50.49, 58.0, 44.0, 22.0]"
337,,,647,"[3547.368, 488.07, 325.71, 35.0, 171.27, 171.27, 45.0]"
338,,,3300,"[863.0, 56.43, 58.0, 67.32, 75.24, 79.0, 28.0]"
339,,,297,"[776.16, 60.39, 17.82, 65.34, 59.0, 59.4, 26.0]"
340,,,4096,"[261.59999999999997, 31.0, 20.0, 0.99, 4.95, 13.86, 5.0]"
341,,,125,"[2712.7, 221.76, 1084.05, 99.0, 118.8, 236.0, 104.94]"
342,,,112,"[535.9, 49.0, 95.0, 14.0, 47.519999999999996, 62.37, 12.87]"
343,,,4783,"[3256.8030000000003, 251.46, 245.0, 356.4, 213.84, 348.0, 113.0]"
344,,,361,"[605.1869999999999, 53.46, 198.0, 17.0, 30.69, 68.0, 19.8]"
345,,,740,"[841.5, 33.66, 245.52, 45.0, 50.49, 28.0, 44.55]"
346,,,647,"[3591.9179999999997, 490.05, 389.0, 28.71, 150.0, 167.0, 53.0]"
347,,,2499,"[731.0160000000001, 58.41, 57.0, 71.28, 85.0, 66.33, 19.8]"
348,,,4783,"[598.257, 18.0, 308.88, 152.46, 19.8, 4.0, 38.61]"
349,,,4783,"[240.5, 11.0, 18.0, 26.73, 14.85, 9.0, 9.9]"
350,,,4929,"[584.8919999999999, 49.5, 218.0, 29.7, 26.73, 89.0, 20.0]"
351,,,647,"[4371.9, 591.03, 318.78, 33.0, 264.0, 240.0, 43.56]"
352,,,2848,"[673.7, 78.0, 17.82, 75.0, 59.4, 149.0, 8.91]"
353,,,1306,"[649.242, 43.0, 196.0, 51.0, 46.0, 65.0, 23.759999999999998]"
355,,,4446,"[457.776, 24.0, 170.0, 18.0, 11.879999999999999, 26.0, 23.759999999999998]"
356,,,740,"[701.712, 23.759999999999998, 237.6, 41.58, 36.0, 32.0, 40.589999999999996]"
357,,,4701,"[661.716, 27.0, 174.24, 18.81, 13.86, 53.0, 24.75]"
358,,,740,"[691.1, 12.0, 224.73, 20.79, 35.64, 8.0, 45.54]"
359,,,4091,"[394.2, 22.77, 26.0, 55.0, 89.1, 15.84, 5.0]"
360,,,112,"[306.3, 23.0, 75.0, 12.0, 10.0, 43.0, 11.0]"
361,,,4177,"[874.17, 85.14, 37.0, 57.0, 113.0, 90.0, 12.87]"
362,,,4091,"[526.3, 34.65, 101.97, 47.519999999999996, 86.13, 25.74, 10.0]"
363,,,2800,"[1014.4530000000001, 112.0, 10.0, 53.46, 155.43, 169.29, 2.9699999999999998]"
365,,,647,"[3550.3, 487.08, 325.71, 38.0, 155.0, 172.26, 46.0]"
367,,,648,"[770.5, 81.0, 7.0, 38.0, 76.23, 125.0, 10.0]"
369,,,4446,"[442.03499999999997, 18.81, 218.79, 10.0, 8.91, 36.63, 26.73]"
370,,,648,"[701.6, 68.31, 10.89, 36.0, 76.23, 91.08, 10.0]"
371,,,193,"[657.8000000000001, 71.28, 4.95, 33.0, 101.0, 66.33, 1.0]"
372,,,1252,"[359.27099999999996, 8.91, 213.84, 19.0, 23.759999999999998, 7.0, 20.79]"
373,,,4446,"[496.98, 29.0, 84.15, 22.0, 22.77, 52.0, 23.0]"
374,,,1646,"[736.4, 38.0, 362.34, 8.0, 9.9, 74.0, 41.58]"
375,,,740,"[878.0, 53.46, 226.71, 35.64, 54.45, 61.0, 36.63]"
376,,,4091,"[595.7819999999999, 53.46, 32.0, 53.46, 108.9, 52.0, 2.9699999999999998]"
377,,,4783,"[3289.7000000000003, 251.46, 245.0, 360.0, 216.0, 344.52, 111.87]"
379,,,908,"[258.4, 23.0, 0.0, 17.0, 17.0, 47.519999999999996, 4.95]"
380,,,588,"[617.265, 22.77, 78.0, 17.82, 40.0, 17.0, 33.66]"
381,,,786,"[501.03900000000004, 4.0, 431.0, 7.92, 3.96, 3.0, 39.0]"
382,,,1252,"[366.498, 17.82, 128.7, 38.0, 45.54, 13.86, 13.86]"
383,,,3510,"[855.5, 76.23, 38.0, 34.0, 30.0, 45.54, 28.0]"
384,,,4642,"[1007.424, 78.21, 143.0, 31.68, 56.0, 152.46, 29.7]"
385,,,2949,"[529.9, 32.0, 103.0, 12.0, 61.0, 52.47, 16.0]"
386,,,4177,"[853.479, 53.0, 97.02, 92.07, 48.0, 84.15, 38.0]"
387,,,647,"[3638.052, 480.0, 327.69, 30.0, 150.48, 147.51, 63.36]"
388,,,708,"[647.5, 55.44, 54.0, 28.71, 33.0, 49.5, 21.78]"
389,,,4091,"[427.4, 24.0, 46.53, 63.0, 88.11, 15.0, 6.93]"
390,,,2342,"[229.1, 7.0, 53.46, 7.92, 9.9, 6.93, 12.87]"
391,,,1984,"[839.0, 53.0, 131.67, 78.0, 40.0, 92.0, 35.0]"
392,,,3459,"[990.2969999999999, 105.92999999999999, 8.0, 53.0, 136.0, 134.64, 5.9399999999999995]"
394,,,2274,"[1701.8999999999999, 109.89, 453.42, 46.0, 180.18, 176.22, 49.0]"
395,,,80,"[1289.97, 52.0, 4.95, 60.39, 90.09, 58.0, 65.0]"
396,,,4096,"[434.5, 21.78, 35.0, 2.9699999999999998, 41.0, 10.0, 18.81]"
397,,,4446,"[720.126, 70.29, 43.0, 39.0, 105.0, 65.34, 7.0]"
398,,,647,"[3846.645, 496.98, 343.0, 54.0, 187.0, 181.17, 63.0]"
399,,,4783,"[353.33099999999996, 11.879999999999999, 72.27, 48.0, 41.0, 12.0, 15.0]"
400,,,413,"[706.8, 62.37, 52.0, 38.0, 55.0, 100.98, 18.81]"
401,,,908,"[786.7529999999999, 78.0, 2.0, 45.54, 123.0, 147.51, 5.0]"
402,,,647,"[3479.256, 485.0, 332.0, 52.47, 144.54, 149.49, 48.0]"
403,,,647,"[4003.1639999999998, 548.0, 325.0, 56.43, 236.60999999999999, 214.0, 45.0]"
404,,,740,"[1499.4, 83.16, 242.0, 56.0, 117.81, 127.71, 63.0]"
405,,,882,"[845.064, 78.0, 227.0, 40.589999999999996, 16.0, 99.0, 29.7]"
406,,,648,"[648.351, 44.55, 143.0, 18.0, 42.0, 55.0, 17.0]"
407,,,4783,"[353.33099999999996, 12.0, 72.27, 48.0, 41.0, 12.0, 14.85]"
408,,,4918,"[890.9010000000001, 84.15, 15.84, 67.0, 130.0, 99.99, 9.0]"
409,,,1984,"[797.9399999999999, 38.0, 214.82999999999998, 68.31, 36.63, 60.39, 40.0]"
410,,,4026,"[579.0509999999999, 66.0, 47.519999999999996, 29.0, 7.0, 48.0, 15.0]"
412,,,1984,"[1065.0, 76.0, 109.0, 97.0, 77.0, 112.0, 36.0]"
413,,,617,"[1268.4869999999999, 101.97, 191.07, 73.26, 145.0, 117.81, 30.69]"
414,,,4382,"[530.9369999999999, 53.46, 25.74, 42.0, 65.34, 64.35, 5.9399999999999995]"
415,,,2848,"[762.1020000000001, 93.06, 13.86, 84.15, 76.23, 167.31, 6.0]"
416,,,174,"[246.3, 18.0, 72.0, 6.93, 6.93, 28.71, 9.9]"
417,,,647,"[3614.886, 495.0, 333.0, 76.0, 176.22, 168.3, 46.53]"
418,,,4642,"[1065.2, 96.03, 17.0, 38.0, 65.34, 188.1, 30.69]"
419,,,2848,"[814.6, 92.07, 105.92999999999999, 74.0, 60.0, 183.0, 12.87]"
420,,,1118,"[960.696, 45.0, 123.75, 92.07, 67.32, 63.36, 46.0]"
421,,,4932,"[272.05199999999996, 33.66, 24.0, 6.0, 11.0, 48.51, 4.95]"
422,,,1288,"[1506.483, 96.03, 77.0, 135.63, 212.85, 172.26, 43.56]"
423,,,2681,"[434.6, 25.74, 38.0, 6.0, 16.0, 53.46, 20.0]"
424,,,4814,"[622.512, 48.0, 180.18, 22.77, 24.75, 44.0, 25.74]"
425,,,4446,"[310.76099999999997, 0.0, 175.23, 5.9399999999999995, 4.0, 0.0, 18.0]"
426,,,4446,"[687.0999999999999, 46.53, 53.0, 42.0, 42.57, 42.57, 28.0]"
427,,,4096,"[726.1, 52.0, 27.72, 36.63, 88.0, 79.2, 20.0]"
428,,,284,"[665.676, 57.0, 136.62, 14.0, 49.5, 63.36, 19.0]"
429,,,357,"[510.20000000000005, 41.0, 64.0, 36.63, 75.0, 42.0, 8.91]"
430,,,2342,"[472.824, 32.67, 61.0, 40.0, 35.0, 57.42, 16.83]"
431,,,908,"[396.1, 41.58, 20.79, 21.0, 33.66, 49.5, 5.0]"
432,,,4783,"[800.9000000000001, 70.29, 19.0, 52.0, 110.0, 66.0, 11.0]"
433,,,4814,"[591.9209999999999, 52.47, 53.0, 24.75, 29.0, 46.0, 19.8]"
434,,,1984,"[748.1, 46.0, 77.22, 98.0, 43.56, 64.0, 29.7]"
435,,,3078,"[1056.1319999999998, 21.0, 147.0, 8.0, 6.93, 38.61, 19.8]"
437,,,740,"[623.799, 30.69, 247.0, 28.71, 16.0, 51.0, 34.65]"
438,,,4091,"[790.0999999999999, 60.39, 132.66, 62.0, 129.0, 79.0, 12.0]"
439,,,4783,"[247.20000000000002, 5.9399999999999995, 31.0, 27.0, 14.85, 2.0, 14.0]"
440,,,586,"[541.4, 53.0, 35.0, 50.0, 30.0, 90.0, 14.0]"
441,,,647,"[3698.1, 486.09, 341.0, 51.0, 184.0, 168.0, 54.0]"
442,,,3732,"[1387.6, 118.8, 339.0, 8.91, 131.67, 91.08, 35.64]"
443,,,708,"[326.0, 18.0, 67.0, 8.91, 12.87, 18.0, 16.0]"
444,,,4814,"[628.65, 59.0, 124.0, 25.74, 26.73, 65.0, 19.8]"
445,,,647,"[3470.3, 479.0, 316.8, 29.7, 144.0, 152.0, 46.53]"
446,,,1984,"[1264.5270000000003, 107.91, 70.29, 102.0, 137.0, 125.73, 26.73]"
447,,,812,"[1006.731, 99.0, 19.0, 53.46, 86.0, 181.0, 22.0]"
448,,,297,"[805.761, 59.0, 74.0, 65.0, 70.29, 55.0, 26.73]"
449,,,4573,"[2396.394, 185.13, 1261.0, 26.0, 27.0, 374.0, 112.0]"
450,,,2970,"[769.923, 36.63, 197.01, 2370.06, 45.0, 48.51, 46.53]"
451,,,4642,"[848.8, 79.0, 61.38, 41.58, 56.43, 152.46, 24.0]"
452,,,357,"[453.7, 23.759999999999998, 141.0, 17.0, 22.77, 26.0, 14.0]"
453,,,357,"[404.613, 41.58, 68.0, 21.0, 27.72, 61.0, 8.0]"
454,,,1118,"[380.25899999999996, 11.0, 68.0, 23.759999999999998, 35.0, 5.0, 20.79]"
455,,,1118,"[548.6, 19.0, 100.98, 62.37, 65.34, 8.0, 25.0]"
456,,,708,"[199.881, 9.0, 19.0, 10.0, 16.0, 5.9399999999999995, 9.0]"
457,,,3685,"[2080.3, 145.0, 384.0, 63.0, 135.0, 258.39, 78.21]"
458,,,2848,"[693.297, 84.0, 49.5, 72.27, 63.0, 153.45, 8.0]"
459,,,4642,"[1378.5, 104.94, 29.7, 56.43, 160.38, 167.0, 36.63]"
460,,,1653,"[1130.9, 98.01, 90.09, 38.0, 171.27, 73.0, 10.0]"
461,,,2920,"[637.2, 53.0, 28.71, 41.58, 28.71, 87.0, 21.0]"
462,,,647,"[3486.087, 474.21, 415.8, 24.0, 141.0, 148.5, 51.48]"
463,,,740,"[659.6, 21.0, 303.0, 19.8, 18.0, 28.71, 42.0]"
464,,,193,"[842.1, 92.07, 5.9399999999999995, 49.5, 125.73, 99.99, 1.0]"
465,,,4561,"[621.225, 43.0, 29.0, 48.0, 101.0, 69.3, 12.0]"
466,,,866,"[639.54, 48.0, 85.14, 56.0, 50.49, 19.8, 20.79]"
467,,,647,"[3695.967, 510.84, 341.0, 47.0, 178.0, 203.94, 45.54]"
468,,,708,"[340.857, 29.7, 38.61, 16.83, 11.0, 50.49, 11.879999999999999]"
470,,,3660,"[412.9, 44.0, 61.38, 36.0, 39.0, 18.0, 5.9399999999999995]"
471,,,297,"[965.4, 76.23, 120.78, 39.6, 52.0, 103.0, 33.66]"
472,,,740,"[629.6, 22.77, 238.0, 27.72, 18.81, 33.0, 38.0]"
473,,,4961,"[544.4, 45.0, 147.0, 21.0, 54.45, 77.22, 13.0]"
474,,,617,"[1757.8439999999998, 139.0, 207.9, 117.81, 291.06, 150.48, 27.72]"
476,,,4091,"[467.29999999999995, 33.0, 26.0, 58.41, 100.98, 38.61, 3.0]"
477,,,1128,"[644.4000000000001, 39.6, 145.0, 22.77, 24.75, 16.0, 30.0]"
479,,,4783,"[555.5880000000001, 29.0, 31.68, 32.0, 57.42, 45.0, 20.79]"
480,,,3018,"[302.247, 15.0, 85.14, 94.0, 21.0, 26.73, 14.0]"
481,,,484,"[757.746, 68.31, 33.0, 31.0, 92.07, 74.25, 14.0]"
482,,,125,"[2369.4, 177.21, 1094.94, 47.0, 70.29, 137.60999999999999, 107.0]"
483,,,1118,"[960.696, 45.0, 125.0, 93.0, 67.32, 64.0, 45.54]"
484,,,4091,"[402.79999999999995, 19.8, 91.08, 46.0, 84.0, 14.0, 8.0]"
485,,,617,"[1489.6999999999998, 128.0, 160.0, 78.21, 183.15, 156.42, 28.71]"
486,,,740,"[771.21, 49.0, 243.54, 32.67, 41.0, 51.48, 34.0]"
487,,,4446,"[276.507, 4.0, 89.0, 13.86, 13.0, 6.0, 19.0]"
488,,,617,"[1265.913, 118.8, 158.4, 69.3, 142.56, 142.56, 23.0]"
489,,,160,"[694.9, 72.0, 29.0, 73.26, 19.8, 59.0, 18.81]"
491,,,647,"[3492.324, 472.23, 325.0, 24.0, 145.0, 146.52, 53.46]"
492,,,4270,"[2814.9, 200.97, 852.39, 88.11, 88.11, 132.66, 127.0]"
493,,,3175,"[876.4000000000001, 78.21, 255.0, 14.85, 28.71, 158.4, 29.7]"
494,,,1646,"[555.9, 28.0, 186.0, 9.0, 64.0, 44.55, 20.79]"
495,,,812,"[556.1, 40.0, 193.0, 26.73, 36.0, 65.34, 18.81]"
496,,,740,"[1076.0310000000002, 46.53, 288.09, 86.13, 49.0, 66.33, 57.42]"
497,,,740,"[1086.327, 71.0, 414.81, 22.77, 36.63, 129.69, 51.48]"
498,,,1984,"[958.2210000000001, 54.45, 240.57, 77.22, 46.53, 100.98, 44.0]"
499,,,1611,"[780.9119999999999, 81.0, 24.0, 52.0, 86.13, 107.91, 9.0]"
500,,,2210,"[3787.0, 321.75, 233.64, 374.0, 304.92, 414.0, 102.96]"
501,,,1057,"[786.06, 76.23, 12.0, 20.79, 110.88, 66.33, 8.0]"
502,,,4783,"[422.73, 25.0, 23.0, 68.0, 24.75, 14.0, 20.79]"
503,,,740,"[692.4, 27.0, 294.0, 22.77, 24.75, 24.75, 40.589999999999996]"
504,,,4783,"[397.70000000000005, 36.0, 27.0, 25.74, 17.82, 72.27, 12.0]"
505,,,284,"[505.3, 52.0, 79.0, 13.0, 37.62, 56.43, 9.9]"
506,,,1118,"[684.4, 13.86, 116.82, 48.0, 64.0, 5.9399999999999995, 39.6]"
507,,,648,"[682.2, 67.32, 99.0, 24.0, 47.519999999999996, 94.05, 14.0]"
508,,,4446,"[408.5, 20.0, 60.0, 51.48, 88.0, 13.86, 7.92]"
509,,,125,"[3168.594, 221.76, 1435.5, 57.0, 94.05, 231.0, 148.5]"
510,,,708,"[902.5, 93.0, 16.83, 42.57, 110.88, 116.82, 9.0]"
511,,,2342,"[313.6, 3.96, 142.0, 7.92, 10.89, 5.9399999999999995, 21.78]"
512,,,4177,"[257.499, 15.0, 43.0, 26.73, 14.0, 24.0, 13.0]"
513,,,4091,"[846.0, 89.1, 42.57, 141.0, 119.0, 116.82, 4.95]"
514,,,740,"[878.0, 54.0, 226.71, 36.0, 54.45, 60.39, 37.0]"
515,,,4446,"[247.2, 20.0, 47.0, 37.0, 22.0, 44.55, 6.93]"
516,,,647,"[3823.8, 535.0, 334.0, 40.589999999999996, 163.35, 220.77, 46.53]"
517,,,284,"[1312.6999999999998, 58.0, 11.879999999999999, 55.44, 79.2, 49.0, 64.35]"
518,,,647,"[3586.5, 478.17, 320.0, 37.62, 185.0, 153.0, 48.0]"
519,,,4446,"[172.1, 5.0, 84.15, 11.879999999999999, 5.0, 2.0, 11.0]"
520,,,1601,"[1857.042, 141.57, 168.3, 62.0, 251.46, 222.75, 38.61]"
521,,,648,"[640.6, 76.23, 8.0, 40.0, 52.47, 76.0, 6.0]"
522,,,2280,"[319.869, 19.8, 152.46, 31.0, 18.0, 44.55, 14.0]"
523,,,908,"[280.9, 14.0, 58.41, 34.65, 38.0, 16.0, 7.92]"
524,,,3198,"[976.635, 58.0, 48.51, 124.0, 146.52, 65.34, 27.72]"
525,,,4814,"[645.8760000000001, 47.519999999999996, 186.12, 22.77, 26.0, 43.56, 27.0]"
526,,,740,"[536.976, 17.0, 234.63, 20.0, 15.0, 19.0, 33.66]"
527,,,908,"[478.071, 26.73, 109.0, 19.0, 24.0, 45.54, 22.0]"
528,,,2458,"[4195.224, 352.0, 1386.0, 58.0, 95.03999999999999, 241.0, 175.0]"
529,,,1984,"[1242.351, 105.0, 165.33, 72.27, 51.48, 251.0, 45.54]"
530,,,2274,"[722.799, 59.4, 158.4, 25.0, 5.9399999999999995, 36.63, 23.0]"
531,,,983,"[969.705, 94.0, 131.0, 29.0, 35.0, 83.0, 33.66]"
532,,,2342,"[973.17, 82.17, 55.0, 40.0, 64.35, 160.0, 31.0]"
533,,,4783,"[621.0, 8.91, 17.0, 37.0, 168.0, 6.93, 15.84]"
534,,,2274,"[598.257, 9.0, 158.4, 3.96, 41.0, 4.95, 30.69]"
535,,,2280,"[504.207, 27.72, 177.0, 68.0, 25.0, 51.48, 23.759999999999998]"
536,,,3685,"[2060.5860000000002, 150.0, 34.0, 75.24, 209.88, 243.54, 61.38]"
537,,,532,"[647.5, 45.54, 3.96, 47.0, 105.0, 58.0, 9.9]"
538,,,357,"[492.03, 25.0, 14.85, 42.57, 61.0, 25.74, 18.0]"
539,,,437,"[758.1419999999999, 73.0, 81.0, 32.67, 45.54, 120.78, 19.8]"
540,,,647,"[3695.4, 491.04, 335.61, 48.0, 178.0, 173.0, 51.48]"
541,,,740,"[557.5, 14.85, 230.0, 26.0, 18.0, 18.0, 36.0]"
542,,,4446,"[531.63, 8.91, 260.37, 23.759999999999998, 17.0, 6.0, 37.62]"
543,,,2773,"[1054.1, 94.0, 5.9399999999999995, 18.81, 154.44, 163.35, 11.879999999999999]"
544,,,2549,"[757.944, 43.0, 318.0, 151.0, 27.0, 37.62, 39.6]"
545,,,648,"[772.992, 56.43, 36.0, 24.0, 66.33, 66.33, 25.74]"
546,,,3823,"[1241.0639999999999, 143.55, 5.9399999999999995, 56.43, 173.25, 127.71, 1.0]"
547,,,647,"[3644.6, 487.08, 331.65, 47.519999999999996, 161.0, 172.26, 52.47]"
548,,,983,"[776.1999999999999, 84.0, 35.64, 34.65, 34.65, 60.39, 18.0]"
549,,,740,"[848.3, 39.6, 233.0, 18.0, 21.78, 19.8, 47.519999999999996]"
550,,,4894,"[935.9459999999999, 38.61, 145.0, 47.519999999999996, 70.29, 41.58, 48.0]"
551,,,4814,"[1462.7, 168.3, 108.0, 116.0, 88.11, 154.44, 26.73]"
552,,,740,"[690.129, 23.759999999999998, 347.0, 19.0, 18.0, 24.0, 45.0]"
554,,,740,"[1293.9, 115.83, 222.75, 110.0, 99.0, 136.0, 32.67]"
555,,,2848,"[650.8000000000001, 79.0, 30.69, 70.0, 54.45, 161.0, 7.0]"
556,,,647,"[3558.8520000000003, 485.0, 350.0, 55.44, 166.0, 158.0, 51.48]"
557,,,908,"[334.2, 16.0, 12.0, 33.0, 48.51, 20.79, 9.9]"
558,,,647,"[3908.2, 523.0, 332.64, 74.0, 195.03, 181.0, 53.0]"
559,,,1633,"[875.0, 90.09, 67.0, 113.85, 93.0, 130.68, 11.879999999999999]"
560,,,2970,"[761.112, 33.66, 62.0, 4764.0, 70.0, 19.8, 52.0]"
561,,,1118,"[580.9, 19.0, 79.2, 62.37, 67.32, 18.0, 27.0]"
562,,,1287,"[745.6679999999999, 88.11, 19.0, 39.6, 40.0, 52.47, 14.0]"
563,,,2274,"[400.65299999999996, 6.93, 139.59, 15.0, 47.0, 12.0, 13.86]"
564,,,1118,"[721.116, 45.54, 59.0, 41.0, 103.0, 71.0, 20.0]"
565,,,4783,"[1005.7410000000001, 86.13, 43.56, 37.0, 48.51, 150.48, 32.67]"
566,,,4091,"[653.7959999999999, 39.6, 43.56, 91.08, 168.0, 28.0, 3.96]"
567,,,1464,"[920.7, 112.86, 16.0, 98.01, 89.1, 142.0, 5.0]"
568,,,986,"[624.6, 31.0, 120.0, 35.0, 93.0, 48.51, 19.0]"
569,,,647,"[3629.0, 490.0, 317.79, 52.47, 155.0, 168.3, 51.48]"
570,,,397,"[583.11, 27.0, 56.43, 71.0, 34.0, 42.57, 29.0]"
571,,,125,"[2697.0, 194.0, 1085.04, 50.0, 153.45, 128.0, 110.88]"
572,,,4783,"[3546.3, 472.23, 330.66, 43.0, 147.0, 148.0, 53.46]"
573,,,3660,"[2335.0, 173.25, 1132.0, 32.0, 66.0, 101.0, 104.94]"
574,,,647,"[3893.472, 532.62, 346.5, 36.0, 191.0, 190.0, 50.0]"
575,,,2756,"[2545.1, 176.22, 1215.0, 44.0, 74.0, 119.0, 118.8]"
576,,,4783,"[496.28700000000003, 27.72, 20.79, 34.0, 36.0, 58.41, 20.0]"
577,,,357,"[552.4, 44.0, 23.759999999999998, 49.5, 103.95, 48.0, 4.95]"
578,,,786,"[491.73300000000006, 0.0, 452.0, 1.98, 0.0, 0.0, 39.0]"
579,,,648,"[633.501, 70.29, 49.5, 19.8, 48.51, 102.96, 9.0]"
580,,,740,"[704.1, 23.759999999999998, 276.21, 24.0, 21.78, 35.64, 42.57]"
581,,,4177,"[469.5, 15.0, 171.0, 23.759999999999998, 12.0, 23.759999999999998, 24.0]"
582,,,1984,"[832.392, 57.0, 96.03, 106.0, 49.5, 85.14, 31.68]"
583,,,125,"[2561.8, 172.0, 1244.43, 43.56, 74.25, 126.72, 123.75]"
584,,,3491,"[614.2, 29.0, 153.45, 21.0, 25.0, 53.0, 31.68]"
585,,,193,"[836.8, 80.0, 7.92, 37.62, 160.0, 73.26, 1.0]"
586,,,2912,"[461.043, 20.0, 20.0, 58.41, 56.0, 9.0, 17.0]"
587,,,740,"[868.0999999999999, 38.0, 240.57, 30.69, 61.38, 51.0, 43.0]"
588,,,647,"[3452.328, 478.0, 344.0, 27.0, 143.55, 148.0, 47.519999999999996]"
589,,,708,"[998.019, 114.84, 17.0, 98.0, 93.06, 134.64, 10.0]"
590,,,708,"[1240.6680000000001, 107.0, 159.0, 71.28, 142.56, 119.0, 27.0]"
591,,,1646,"[1128.798, 107.91, 198.0, 47.519999999999996, 43.56, 215.82, 34.65]"
592,,,357,"[385.11, 38.0, 14.85, 26.73, 28.71, 52.47, 8.0]"
593,,,708,"[535.689, 26.73, 200.0, 10.0, 13.0, 43.0, 30.0]"
594,,,2474,"[864.9, 56.43, 59.0, 40.0, 91.0, 61.0, 27.72]"
595,,,3314,"[198.4, 11.0, 72.27, 48.51, 3.96, 22.0, 9.0]"
596,,,648,"[624.4, 57.0, 63.0, 46.53, 73.26, 67.0, 10.0]"
597,,,740,"[1029.6989999999998, 45.54, 274.0, 60.0, 71.0, 71.28, 50.49]"
598,,,2031,"[2505.393, 91.08, 1013.76, 79.2, 104.0, 45.0, 153.0]"
599,,,205,"[545.985, 40.0, 142.0, 17.0, 21.0, 51.48, 23.759999999999998]"
600,,,1646,"[596.0790000000001, 33.66, 212.85, 27.72, 17.0, 60.39, 33.0]"
601,,,4734,"[356.29999999999995, 28.71, 81.17999999999999, 38.61, 16.83, 45.54, 11.879999999999999]"
603,,,4945,"[3053.4570000000003, 226.0, 1200.87, 90.0, 99.99, 387.0, 136.62]"
604,,,708,"[296.2, 13.0, 33.0, 7.92, 12.0, 8.0, 16.0]"
605,,,740,"[607.365, 20.0, 267.0, 18.81, 15.84, 28.0, 37.62]"
606,,,4955,"[607.464, 40.0, 37.0, 74.25, 68.31, 24.75, 18.81]"
607,,,125,"[2366.1, 166.0, 1142.0, 61.0, 97.02, 105.0, 107.0]"
608,,,647,"[3902.0, 487.0, 351.45, 50.49, 176.0, 152.46, 75.0]"
609,,,1646,"[620.5, 49.5, 191.0, 28.71, 31.68, 97.0, 22.0]"
610,,,532,"[2474.3070000000002, 189.09, 43.56, 217.8, 187.0, 205.92, 82.0]"
611,,,4091,"[589.347, 35.64, 129.0, 56.43, 90.0, 40.0, 15.0]"
612,,,361,"[688.2, 65.0, 127.0, 21.78, 37.0, 95.0, 19.0]"
613,,,3732,"[1184.238, 139.59, 86.13, 39.0, 125.73, 99.0, 7.0]"
614,,,4642,"[1053.6, 111.87, 14.0, 39.6, 81.17999999999999, 190.07999999999998, 19.0]"
615,,,505,"[565.9830000000001, 25.74, 200.0, 32.67, 28.71, 47.0, 28.71]"
617,,,1074,"[530.3, 23.0, 310.86, 134.64, 19.0, 6.0, 31.68]"
