u,i1,i2,nl
332,,,"[244.3, 21.0, 4.0, 0.0, 5.0, 9.0, 9.0]"
333,,,"[767.3, 34.0, 12.0, 23.0, 86.0, 53.0, 31.0]"
334,,,"[16.5, 0.0, 7.0, 8.0, 0.0, 0.0, 1.0]"
335,,,"[92.2, 8.0, 18.0, 23.0, 6.0, 11.0, 2.0]"
336,,,"[112.9, 13.0, 15.0, 12.0, 0.0, 6.0, 3.0]"
337,,,"[81.6, 7.0, 1.0, 8.0, 7.0, 14.0, 1.0]"
338,,,"[248.3, 28.0, 4.0, 14.0, 10.0, 44.0, 5.0]"
339,,,"[255.5, 17.0, 106.0, 5.0, 8.0, 16.0, 12.0]"
340,,,"[21.7, 3.0, 1.0, 1.0, 0.0, 5.0, 0.0]"
341,,,"[542.7, 83.0, 38.0, 49.0, 1.0, 37.0, 4.0]"
342,,,"[90.4, 6.0, 27.0, 4.0, 1.0, 11.0, 4.0]"
343,,,"[174.0, 18.0, 39.0, 44.0, 4.0, 37.0, 5.0]"
344,,,"[851.6, 47.0, 371.0, 142.0, 53.0, 15.0, 44.0]"
345,,,"[36.8, 0.0, 13.0, 16.0, 2.0, 0.0, 2.0]"
346,,,"[249.9, 22.0, 22.0, 11.0, 11.0, 23.0, 9.0]"
347,,,"[1.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
348,,,"[135.7, 11.0, 0.0, 6.0, 8.0, 22.0, 4.0]"
349,,,"[27.9, 0.0, 23.0, 0.0, 0.0, 0.0, 2.0]"
350,,,"[21.0, 0.0, 9.0, 8.0, 1.0, 0.0, 1.0]"
351,,,"[122.0, 7.0, 23.0, 27.0, 5.0, 3.0, 6.0]"
352,,,"[53.8, 4.0, 1.0, 7.0, 5.0, 8.0, 1.0]"
353,,,"[11.9, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0]"
354,,,"[952.3, 99.0, 188.0, 62.0, 86.0, 69.0, 17.0]"
355,,,"[181.9, 4.0, 33.0, 29.0, 52.0, 3.0, 3.0]"
356,,,"[42.2, 3.0, 14.0, 0.0, 1.0, 1.0, 1.0]"
357,,,"[63.4, 2.0, 13.0, 1.0, 5.0, 1.0, 4.0]"
358,,,"[150.3, 8.0, 19.0, 26.0, 30.0, 6.0, 3.0]"
359,,,"[56.6, 3.0, 15.0, 0.0, 2.0, 1.0, 2.0]"
360,,,"[83.8, 8.0, 11.0, 4.0, 2.0, 5.0, 2.0]"
361,,,"[34.8, 1.0, 1.0, 3.0, 3.0, 2.0, 1.0]"
362,,,"[1118.9, 32.0, 237.0, 87.0, 174.0, 26.0, 47.0]"
363,,,"[28.8, 4.0, 1.0, 2.0, 1.0, 7.0, 0.0]"
364,,,"[65.2, 0.0, 28.0, 0.0, 1.0, 0.0, 5.0]"
365,,,"[1118.9, 32.0, 237.0, 87.0, 174.0, 26.0, 47.0]"
366,,,"[222.1, 14.0, 92.0, 6.0, 6.0, 18.0, 10.0]"
367,,,"[1118.9, 32.0, 237.0, 87.0, 174.0, 26.0, 47.0]"
368,,,"[273.4, 19.0, 3.0, 24.0, 50.0, 24.0, 3.0]"
369,,,"[34.3, 0.0, 18.0, 19.0, 1.0, 0.0, 2.0]"
370,,,"[195.9, 2.0, 3.0, 1.0, 13.0, 1.0, 14.0]"
371,,,"[168.9, 20.0, 9.0, 31.0, 18.0, 45.0, 1.0]"
372,,,"[235.3, 14.0, 38.0, 26.0, 12.0, 14.0, 11.0]"
373,,,"[21.8, 0.0, 6.0, 0.0, 4.0, 0.0, 1.0]"
374,,,"[235.3, 14.0, 38.0, 26.0, 12.0, 14.0, 11.0]"
375,,,"[181.8, 14.0, 12.0, 6.0, 5.0, 14.0, 7.0]"
376,,,"[112.5, 9.0, 37.0, 5.0, 2.0, 18.0, 4.0]"
377,,,"[19.7, 0.0, 10.0, 2.0, 3.0, 0.0, 0.0]"
378,,,"[278.6, 23.0, 40.0, 74.0, 16.0, 12.0, 9.0]"
379,,,"[238.3, 15.0, 19.0, 47.0, 23.0, 27.0, 8.0]"
380,,,"[77.8, 5.0, 16.0, 1.0, 8.0, 2.0, 3.0]"
381,,,"[238.3, 15.0, 19.0, 47.0, 23.0, 27.0, 8.0]"
382,,,"[174.0, 21.0, 49.0, 0.0, 0.0, 8.0, 4.0]"
383,,,"[238.3, 15.0, 19.0, 47.0, 23.0, 27.0, 8.0]"
384,,,"[70.8, 2.0, 30.0, 12.0, 7.0, 4.0, 4.0]"
385,,,"[238.3, 15.0, 19.0, 47.0, 23.0, 27.0, 8.0]"
386,,,"[86.3, 8.0, 12.0, 4.0, 4.0, 4.0, 2.0]"
387,,,"[238.3, 15.0, 19.0, 47.0, 23.0, 27.0, 8.0]"
388,,,"[171.4, 22.0, 22.0, 11.0, 3.0, 45.0, 3.0]"
389,,,"[115.6, 10.0, 11.0, 3.0, 7.0, 20.0, 3.0]"
390,,,"[238.3, 15.0, 19.0, 47.0, 23.0, 27.0, 8.0]"
391,,,"[238.3, 15.0, 19.0, 47.0, 23.0, 27.0, 8.0]"
392,,,"[114.3, 2.0, 87.0, 0.0, 4.0, 1.0, 8.0]"
393,,,"[266.4, 32.0, 0.0, 9.0, 35.0, 61.0, 0.0]"
394,,,"[279.4, 20.0, 10.0, 7.0, 24.0, 22.0, 9.0]"
395,,,"[51.3, 4.0, 15.0, 0.0, 1.0, 2.0, 1.0]"
396,,,"[22.8, 0.0, 13.0, 13.0, 0.0, 0.0, 2.0]"
397,,,"[137.2, 10.0, 74.0, 0.0, 4.0, 20.0, 6.0]"
398,,,"[137.2, 10.0, 74.0, 0.0, 4.0, 20.0, 6.0]"
399,,,"[78.3, 0.0, 38.0, 6.0, 4.0, 0.0, 6.0]"
400,,,"[137.2, 10.0, 74.0, 0.0, 4.0, 20.0, 6.0]"
401,,,"[137.2, 10.0, 74.0, 0.0, 4.0, 20.0, 6.0]"
402,,,"[137.2, 10.0, 74.0, 0.0, 4.0, 20.0, 6.0]"
403,,,"[137.2, 10.0, 74.0, 0.0, 4.0, 20.0, 6.0]"
404,,,"[66.6, 1.0, 32.0, 2.0, 6.0, 0.0, 4.0]"
405,,,"[137.2, 10.0, 74.0, 0.0, 4.0, 20.0, 6.0]"
406,,,"[137.2, 10.0, 74.0, 0.0, 4.0, 20.0, 6.0]"
407,,,"[137.2, 10.0, 74.0, 0.0, 4.0, 20.0, 6.0]"
408,,,"[137.2, 10.0, 74.0, 0.0, 4.0, 20.0, 6.0]"
409,,,"[137.2, 10.0, 74.0, 0.0, 4.0, 20.0, 6.0]"
410,,,"[118.8, 3.0, 74.0, 0.0, 2.0, 1.0, 8.0]"
411,,,"[148.0, 1.0, 118.0, 9.0, 3.0, 0.0, 11.0]"
412,,,"[137.2, 10.0, 74.0, 0.0, 4.0, 20.0, 6.0]"
413,,,"[68.3, 0.0, 5.0, 12.0, 5.0, 0.0, 4.0]"
414,,,"[90.4, 6.0, 27.0, 4.0, 1.0, 11.0, 4.0]"
415,,,"[137.2, 10.0, 74.0, 0.0, 4.0, 20.0, 6.0]"
416,,,"[211.9, 2.0, 139.0, 159.0, 10.0, 1.0, 15.0]"
417,,,"[137.2, 10.0, 74.0, 0.0, 4.0, 20.0, 6.0]"
418,,,"[330.2, 20.0, 22.0, 46.0, 84.0, 14.0, 2.0]"
419,,,"[137.2, 10.0, 74.0, 0.0, 4.0, 20.0, 6.0]"
420,,,"[137.2, 10.0, 74.0, 0.0, 4.0, 20.0, 6.0]"
421,,,"[137.2, 10.0, 74.0, 0.0, 4.0, 20.0, 6.0]"
422,,,"[137.2, 10.0, 74.0, 0.0, 4.0, 20.0, 6.0]"
423,,,"[83.4, 8.0, 14.0, 5.0, 5.0, 4.0, 2.0]"
424,,,"[36.5, 0.0, 16.0, 0.0, 3.0, 0.0, 2.0]"
425,,,"[137.2, 10.0, 74.0, 0.0, 4.0, 20.0, 6.0]"
426,,,"[43.6, 0.0, 31.0, 48.0, 1.0, 0.0, 3.0]"
427,,,"[68.0, 5.0, 5.0, 26.0, 3.0, 2.0, 2.0]"
428,,,"[137.2, 10.0, 74.0, 0.0, 4.0, 20.0, 6.0]"
429,,,"[137.2, 10.0, 74.0, 0.0, 4.0, 20.0, 6.0]"
430,,,"[137.2, 10.0, 74.0, 0.0, 4.0, 20.0, 6.0]"
431,,,"[137.2, 10.0, 74.0, 0.0, 4.0, 20.0, 6.0]"
432,,,"[137.2, 10.0, 74.0, 0.0, 4.0, 20.0, 6.0]"
433,,,"[109.4, 2.0, 8.0, 16.0, 8.0, 2.0, 6.0]"
434,,,"[137.2, 10.0, 74.0, 0.0, 4.0, 20.0, 6.0]"
435,,,"[218.0, 23.0, 40.0, 71.0, 10.0, 10.0, 7.0]"
436,,,"[369.6, 19.0, 54.0, 25.0, 45.0, 8.0, 15.0]"
437,,,"[137.2, 10.0, 74.0, 0.0, 4.0, 20.0, 6.0]"
438,,,"[384.5, 40.0, 3.0, 25.0, 54.0, 33.0, 2.0]"
439,,,"[61.0, 4.0, 1.0, 8.0, 4.0, 2.0, 2.0]"
440,,,"[137.2, 10.0, 74.0, 0.0, 4.0, 20.0, 6.0]"
441,,,"[137.2, 10.0, 74.0, 0.0, 4.0, 20.0, 6.0]"
442,,,"[137.2, 10.0, 74.0, 0.0, 4.0, 20.0, 6.0]"
443,,,"[137.2, 10.0, 74.0, 0.0, 4.0, 20.0, 6.0]"
444,,,"[267.0, 9.0, 8.0, 6.0, 55.0, 13.0, 7.0]"
445,,,"[262.9, 23.0, 95.0, 6.0, 6.0, 40.0, 9.0]"
446,,,"[137.2, 10.0, 74.0, 0.0, 4.0, 20.0, 6.0]"
447,,,"[137.2, 10.0, 74.0, 0.0, 4.0, 20.0, 6.0]"
448,,,"[137.2, 10.0, 74.0, 0.0, 4.0, 20.0, 6.0]"
449,,,"[137.2, 10.0, 74.0, 0.0, 4.0, 20.0, 6.0]"
450,,,"[133.7, 9.0, 3.0, 10.0, 10.0, 16.0, 5.0]"
451,,,"[457.4, 50.0, 5.0, 61.0, 43.0, 70.0, 6.0]"
452,,,"[55.0, 4.0, 4.0, 21.0, 7.0, 2.0, 0.0]"
453,,,"[58.5, 2.0, 26.0, 16.0, 6.0, 1.0, 2.0]"
454,,,"[78.3, 5.0, 36.0, 0.0, 2.0, 6.0, 3.0]"
455,,,"[27.8, 2.0, 2.0, 2.0, 4.0, 3.0, 0.0]"
456,,,"[86.3, 8.0, 12.0, 4.0, 4.0, 4.0, 2.0]"
457,,,"[112.6, 4.0, 1.0, 1.0, 10.0, 4.0, 5.0]"
458,,,"[430.0, 37.0, 14.0, 18.0, 23.0, 19.0, 15.0]"
459,,,"[551.7, 70.0, 12.0, 68.0, 54.0, 143.0, 4.0]"
460,,,"[338.8, 39.0, 21.0, 23.0, 40.0, 58.0, 2.0]"
461,,,"[16.5, 0.0, 6.0, 0.0, 1.0, 0.0, 1.0]"
462,,,"[93.3, 6.0, 38.0, 9.0, 2.0, 3.0, 4.0]"
463,,,"[61.6, 2.0, 30.0, 1.0, 6.0, 2.0, 3.0]"
464,,,"[262.7, 24.0, 2.0, 7.0, 52.0, 11.0, 1.0]"
465,,,"[0.4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
466,,,"[81.9, 1.0, 24.0, 27.0, 7.0, 1.0, 5.0]"
467,,,"[105.3, 2.0, 55.0, 1.0, 2.0, 5.0, 6.0]"
468,,,"[105.3, 2.0, 55.0, 1.0, 2.0, 5.0, 6.0]"
469,,,"[529.2, 44.0, 6.0, 27.0, 36.0, 78.0, 16.0]"
470,,,"[11.9, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0]"
471,,,"[30.9, 3.0, 0.0, 0.0, 1.0, 1.0, 0.0]"
472,,,"[270.3, 12.0, 21.0, 19.0, 13.0, 20.0, 14.0]"
473,,,"[92.2, 8.0, 18.0, 23.0, 6.0, 11.0, 2.0]"
474,,,"[356.4, 25.0, 19.0, 28.0, 20.0, 47.0, 14.0]"
475,,,"[624.1, 35.0, 6.0, 27.0, 139.0, 43.0, 9.0]"
476,,,"[63.0, 0.0, 49.0, 12.0, 1.0, 0.0, 4.0]"
477,,,"[58.1, 2.0, 19.0, 9.0, 8.0, 4.0, 2.0]"
478,,,"[370.4, 44.0, 18.0, 16.0, 33.0, 52.0, 4.0]"
479,,,"[34.8, 1.0, 1.0, 3.0, 3.0, 2.0, 1.0]"
480,,,"[34.8, 1.0, 1.0, 3.0, 3.0, 2.0, 1.0]"
481,,,"[68.0, 5.0, 5.0, 26.0, 3.0, 2.0, 2.0]"
482,,,"[780.5, 49.0, 317.0, 26.0, 18.0, 56.0, 39.0]"
483,,,"[77.8, 0.0, 10.0, 0.0, 0.0, 0.0, 1.0]"
484,,,"[77.8, 0.0, 10.0, 0.0, 0.0, 0.0, 1.0]"
485,,,"[44.9, 0.0, 5.0, 47.0, 3.0, 0.0, 3.0]"
486,,,"[173.7, 0.0, 137.0, 0.0, 2.0, 0.0, 14.0]"
487,,,"[81.9, 1.0, 24.0, 27.0, 7.0, 1.0, 5.0]"
488,,,"[221.3, 32.0, 4.0, 22.0, 11.0, 21.0, 1.0]"
489,,,"[144.4, 12.0, 36.0, 4.0, 4.0, 19.0, 5.0]"
490,,,"[106.2, 10.0, 18.0, 1.0, 4.0, 13.0, 3.0]"
491,,,"[144.4, 12.0, 36.0, 4.0, 4.0, 19.0, 5.0]"
492,,,"[144.4, 12.0, 36.0, 4.0, 4.0, 19.0, 5.0]"
493,,,"[144.4, 12.0, 36.0, 4.0, 4.0, 19.0, 5.0]"
494,,,"[144.4, 12.0, 36.0, 4.0, 4.0, 19.0, 5.0]"
495,,,"[144.4, 12.0, 36.0, 4.0, 4.0, 19.0, 5.0]"
496,,,"[29.4, 0.0, 23.0, 4.0, 0.0, 0.0, 2.0]"
497,,,"[112.8, 8.0, 16.0, 3.0, 17.0, 8.0, 2.0]"
498,,,"[48.3, 0.0, 35.0, 5.0, 2.0, 0.0, 3.0]"
499,,,"[19.9, 0.0, 7.0, 32.0, 1.0, 0.0, 1.0]"
500,,,"[170.9, 14.0, 13.0, 10.0, 6.0, 27.0, 6.0]"
501,,,"[217.1, 13.0, 81.0, 8.0, 4.0, 18.0, 11.0]"
502,,,"[196.1, 15.0, 81.0, 2.0, 3.0, 12.0, 8.0]"
503,,,"[88.9, 6.0, 8.0, 30.0, 11.0, 2.0, 2.0]"
504,,,"[2.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
505,,,"[192.6, 14.0, 13.0, 10.0, 29.0, 17.0, 4.0]"
506,,,"[77.8, 5.0, 16.0, 1.0, 8.0, 2.0, 3.0]"
507,,,"[205.7, 8.0, 20.0, 21.0, 17.0, 15.0, 10.0]"
508,,,"[29.4, 0.0, 23.0, 4.0, 0.0, 0.0, 2.0]"
509,,,"[338.8, 39.0, 21.0, 23.0, 40.0, 58.0, 2.0]"
510,,,"[617.4, 43.0, 157.0, 39.0, 6.0, 19.0, 18.0]"
511,,,"[37.6, 5.0, 1.0, 1.0, 2.0, 8.0, 0.0]"
512,,,"[28.3, 0.0, 26.0, 0.0, 0.0, 0.0, 2.0]"
513,,,"[649.1, 71.0, 5.0, 33.0, 101.0, 66.0, 1.0]"
514,,,"[98.6, 7.0, 21.0, 2.0, 2.0, 5.0, 4.0]"
515,,,"[16.1, 1.0, 7.0, 0.0, 0.0, 2.0, 0.0]"
516,,,"[68.0, 5.0, 3.0, 12.0, 2.0, 2.0, 2.0]"
517,,,"[432.3, 51.0, 3.0, 22.0, 19.0, 100.0, 8.0]"
518,,,"[233.9, 15.0, 32.0, 24.0, 12.0, 24.0, 12.0]"
519,,,"[61.8, 0.0, 42.0, 7.0, 0.0, 0.0, 5.0]"
520,,,"[351.2, 36.0, 3.0, 20.0, 35.0, 70.0, 5.0]"
521,,,"[172.9, 8.0, 17.0, 6.0, 8.0, 6.0, 9.0]"
522,,,"[649.1, 71.0, 5.0, 33.0, 101.0, 66.0, 1.0]"
523,,,"[112.4, 7.0, 45.0, 17.0, 1.0, 1.0, 5.0]"
524,,,"[649.1, 71.0, 5.0, 33.0, 101.0, 66.0, 1.0]"
525,,,"[98.9, 12.0, 14.0, 4.0, 1.0, 24.0, 2.0]"
526,,,"[307.0, 23.0, 3.0, 34.0, 80.0, 42.0, 1.0]"
527,,,"[649.1, 71.0, 5.0, 33.0, 101.0, 66.0, 1.0]"
528,,,"[250.1, 15.0, 15.0, 24.0, 23.0, 26.0, 9.0]"
529,,,"[70.7, 5.0, 1.0, 10.0, 7.0, 11.0, 1.0]"
530,,,"[84.0, 10.0, 16.0, 3.0, 1.0, 4.0, 1.0]"
531,,,"[299.3, 15.0, 127.0, 9.0, 6.0, 12.0, 16.0]"
532,,,"[57.0, 0.0, 53.0, 4.0, 0.0, 0.0, 4.0]"
533,,,"[17.8, 0.0, 8.0, 2.0, 2.0, 0.0, 1.0]"
534,,,"[649.1, 71.0, 5.0, 33.0, 101.0, 66.0, 1.0]"
535,,,"[281.3, 16.0, 56.0, 42.0, 31.0, 31.0, 10.0]"
536,,,"[649.1, 71.0, 5.0, 33.0, 101.0, 66.0, 1.0]"
537,,,"[649.1, 71.0, 5.0, 33.0, 101.0, 66.0, 1.0]"
538,,,"[649.1, 71.0, 5.0, 33.0, 101.0, 66.0, 1.0]"
539,,,"[628.2, 38.0, 66.0, 69.0, 36.0, 61.0, 26.0]"
540,,,"[649.1, 71.0, 5.0, 33.0, 101.0, 66.0, 1.0]"
541,,,"[74.3, 6.0, 20.0, 1.0, 1.0, 10.0, 3.0]"
542,,,"[207.7, 18.0, 10.0, 32.0, 9.0, 33.0, 7.0]"
543,,,"[11.9, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0]"
544,,,"[320.3, 40.0, 21.0, 15.0, 28.0, 46.0, 2.0]"
545,,,"[649.1, 71.0, 5.0, 33.0, 101.0, 66.0, 1.0]"
546,,,"[93.7, 0.0, 78.0, 0.0, 1.0, 0.0, 8.0]"
547,,,"[649.1, 71.0, 5.0, 33.0, 101.0, 66.0, 1.0]"
548,,,"[205.1, 12.0, 59.0, 29.0, 32.0, 12.0, 5.0]"
549,,,"[217.9, 24.0, 13.0, 23.0, 12.0, 27.0, 4.0]"
550,,,"[649.1, 71.0, 5.0, 33.0, 101.0, 66.0, 1.0]"
551,,,"[35.9, 0.0, 13.0, 1.0, 5.0, 0.0, 2.0]"
552,,,"[11.9, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0]"
553,,,"[74.3, 6.0, 20.0, 1.0, 1.0, 10.0, 3.0]"
554,,,"[214.5, 21.0, 2.0, 8.0, 37.0, 23.0, 0.0]"
555,,,"[214.5, 21.0, 2.0, 8.0, 37.0, 23.0, 0.0]"
556,,,"[214.5, 21.0, 2.0, 8.0, 37.0, 23.0, 0.0]"
557,,,"[49.8, 3.0, 16.0, 13.0, 5.0, 6.0, 1.0]"
558,,,"[214.5, 21.0, 2.0, 8.0, 37.0, 23.0, 0.0]"
559,,,"[389.6, 17.0, 7.0, 9.0, 128.0, 10.0, 1.0]"
560,,,"[9.2, 0.0, 2.0, 1.0, 2.0, 0.0, 0.0]"
561,,,"[148.0, 6.0, 71.0, 3.0, 3.0, 4.0, 8.0]"
562,,,"[226.3, 7.0, 25.0, 15.0, 24.0, 10.0, 11.0]"
563,,,"[116.8, 14.0, 8.0, 9.0, 7.0, 6.0, 2.0]"
564,,,"[35.9, 1.0, 5.0, 6.0, 5.0, 3.0, 1.0]"
565,,,"[252.1, 37.0, 1.0, 24.0, 12.0, 72.0, 1.0]"
566,,,"[94.0, 1.0, 36.0, 8.0, 4.0, 1.0, 6.0]"
567,,,"[414.7, 44.0, 6.0, 29.0, 49.0, 64.0, 4.0]"
568,,,"[87.7, 8.0, 25.0, 2.0, 4.0, 14.0, 2.0]"
569,,,"[98.4, 8.0, 5.0, 10.0, 6.0, 10.0, 2.0]"
570,,,"[134.9, 8.0, 59.0, 7.0, 10.0, 22.0, 5.0]"
571,,,"[299.4, 17.0, 70.0, 3.0, 19.0, 6.0, 14.0]"
572,,,"[299.4, 17.0, 70.0, 3.0, 19.0, 6.0, 14.0]"
573,,,"[177.1, 3.0, 9.0, 5.0, 10.0, 2.0, 11.0]"
574,,,"[223.9, 8.0, 18.0, 10.0, 11.0, 15.0, 12.0]"
575,,,"[299.4, 17.0, 70.0, 3.0, 19.0, 6.0, 14.0]"
576,,,"[299.4, 17.0, 70.0, 3.0, 19.0, 6.0, 14.0]"
577,,,"[299.4, 17.0, 70.0, 3.0, 19.0, 6.0, 14.0]"
578,,,"[183.1, 5.0, 59.0, 15.0, 9.0, 3.0, 10.0]"
579,,,"[299.4, 17.0, 70.0, 3.0, 19.0, 6.0, 14.0]"
580,,,"[299.4, 17.0, 70.0, 3.0, 19.0, 6.0, 14.0]"
581,,,"[299.4, 17.0, 70.0, 3.0, 19.0, 6.0, 14.0]"
582,,,"[299.4, 17.0, 70.0, 3.0, 19.0, 6.0, 14.0]"
583,,,"[143.4, 5.0, 1.0, 12.0, 15.0, 2.0, 7.0]"
584,,,"[73.8, 6.0, 23.0, 0.0, 3.0, 7.0, 2.0]"
585,,,"[288.1, 39.0, 10.0, 17.0, 18.0, 35.0, 2.0]"
586,,,"[299.4, 17.0, 70.0, 3.0, 19.0, 6.0, 14.0]"
587,,,"[139.8, 8.0, 63.0, 3.0, 4.0, 19.0, 5.0]"
588,,,"[234.3, 7.0, 161.0, 2.0, 10.0, 10.0, 14.0]"
589,,,"[234.3, 7.0, 161.0, 2.0, 10.0, 10.0, 14.0]"
590,,,"[234.3, 7.0, 161.0, 2.0, 10.0, 10.0, 14.0]"
591,,,"[234.3, 7.0, 161.0, 2.0, 10.0, 10.0, 14.0]"
592,,,"[234.3, 7.0, 161.0, 2.0, 10.0, 10.0, 14.0]"
593,,,"[29.7, 1.0, 6.0, 12.0, 7.0, 0.0, 0.0]"
594,,,"[83.1, 9.0, 1.0, 8.0, 10.0, 19.0, 0.0]"
595,,,"[240.9, 13.0, 41.0, 51.0, 48.0, 3.0, 5.0]"
596,,,"[543.2, 44.0, 188.0, 11.0, 11.0, 63.0, 22.0]"
597,,,"[154.2, 0.0, 145.0, 0.0, 0.0, 0.0, 13.0]"
598,,,"[532.1, 55.0, 12.0, 28.0, 34.0, 103.0, 11.0]"
599,,,"[83.7, 8.0, 12.0, 2.0, 2.0, 13.0, 2.0]"
600,,,"[75.8, 2.0, 0.0, 6.0, 6.0, 4.0, 3.0]"
601,,,"[352.6, 37.0, 1.0, 28.0, 33.0, 50.0, 5.0]"
602,,,"[264.8, 18.0, 100.0, 14.0, 5.0, 37.0, 12.0]"
603,,,"[147.9, 13.0, 1.0, 26.0, 31.0, 23.0, 0.0]"
604,,,"[105.5, 6.0, 33.0, 1.0, 2.0, 12.0, 5.0]"
605,,,"[147.9, 13.0, 1.0, 26.0, 31.0, 23.0, 0.0]"
606,,,"[147.9, 13.0, 1.0, 26.0, 31.0, 23.0, 0.0]"
607,,,"[147.9, 13.0, 1.0, 26.0, 31.0, 23.0, 0.0]"
608,,,"[147.9, 13.0, 1.0, 26.0, 31.0, 23.0, 0.0]"
609,,,"[36.6, 3.0, 6.0, 20.0, 2.0, 1.0, 1.0]"
610,,,"[139.8, 8.0, 63.0, 3.0, 4.0, 19.0, 5.0]"
611,,,"[147.9, 13.0, 1.0, 26.0, 31.0, 23.0, 0.0]"
612,,,"[147.9, 13.0, 1.0, 26.0, 31.0, 23.0, 0.0]"
613,,,"[273.8, 13.0, 22.0, 24.0, 14.0, 11.0, 14.0]"
614,,,"[54.6, 7.0, 0.0, 10.0, 2.0, 14.0, 0.0]"
615,,,"[587.3, 31.0, 59.0, 60.0, 78.0, 40.0, 20.0]"
616,,,"[164.6, 9.0, 42.0, 9.0, 13.0, 17.0, 7.0]"
617,,,"[350.0, 36.0, 80.0, 8.0, 14.0, 70.0, 9.0]"
618,,,"[478.8, 44.0, 27.0, 42.0, 42.0, 75.0, 11.0]"
619,,,"[48.3, 0.0, 35.0, 5.0, 2.0, 0.0, 3.0]"
620,,,"[478.8, 44.0, 27.0, 42.0, 42.0, 75.0, 11.0]"
621,,,"[151.9, 6.0, 4.0, 60.0, 27.0, 2.0, 3.0]"
622,,,"[478.8, 44.0, 27.0, 42.0, 42.0, 75.0, 11.0]"
623,,,"[61.8, 0.0, 42.0, 7.0, 0.0, 0.0, 5.0]"
624,,,"[201.0, 4.0, 51.0, 8.0, 9.0, 6.0, 13.0]"
625,,,"[315.0, 11.0, 10.0, 13.0, 55.0, 11.0, 10.0]"
626,,,"[315.0, 11.0, 10.0, 13.0, 55.0, 11.0, 10.0]"
627,,,"[69.4, 6.0, 2.0, 5.0, 8.0, 4.0, 1.0]"
628,,,"[315.0, 11.0, 10.0, 13.0, 55.0, 11.0, 10.0]"
629,,,"[21.7, 0.0, 6.0, 0.0, 2.0, 0.0, 1.0]"
630,,,"[19.7, 0.0, 10.0, 2.0, 3.0, 0.0, 0.0]"
631,,,"[111.8, 10.0, 49.0, 0.0, 3.0, 14.0, 4.0]"
632,,,"[33.5, 0.0, 23.0, 21.0, 2.0, 0.0, 2.0]"
633,,,"[61.8, 0.0, 42.0, 7.0, 0.0, 0.0, 5.0]"
634,,,"[164.1, 7.0, 20.0, 26.0, 46.0, 8.0, 2.0]"
635,,,"[1386.6, 214.0, 2.0, 27.0, 21.0, 70.0, 9.0]"
636,,,"[29.0, 1.0, 2.0, 4.0, 8.0, 0.0, 0.0]"
637,,,"[166.7, 4.0, 24.0, 10.0, 12.0, 3.0, 9.0]"
638,,,"[151.8, 0.0, 14.0, 19.0, 9.0, 0.0, 10.0]"
639,,,"[904.6, 50.0, 21.0, 40.0, 51.0, 49.0, 37.0]"
640,,,"[251.3, 9.0, 35.0, 39.0, 32.0, 5.0, 11.0]"
641,,,"[207.7, 18.0, 10.0, 32.0, 9.0, 33.0, 7.0]"
642,,,"[530.4, 38.0, 22.0, 40.0, 68.0, 54.0, 14.0]"
643,,,"[232.8, 24.0, 7.0, 37.0, 32.0, 39.0, 1.0]"
644,,,"[19.7, 0.0, 10.0, 2.0, 3.0, 0.0, 0.0]"
645,,,"[216.5, 6.0, 1.0, 18.0, 11.0, 10.0, 12.0]"
646,,,"[105.5, 6.0, 33.0, 1.0, 2.0, 12.0, 5.0]"
647,,,"[216.5, 6.0, 1.0, 18.0, 11.0, 10.0, 12.0]"
648,,,"[187.0, 8.0, 96.0, 21.0, 15.0, 8.0, 8.0]"
649,,,"[216.2, 19.0, 65.0, 0.0, 6.0, 15.0, 8.0]"
650,,,"[310.7, 34.0, 8.0, 21.0, 42.0, 29.0, 1.0]"
651,,,"[57.3, 7.0, 7.0, 7.0, 0.0, 3.0, 1.0]"
652,,,"[95.8, 10.0, 6.0, 3.0, 3.0, 3.0, 2.0]"
653,,,"[54.6, 7.0, 0.0, 10.0, 2.0, 14.0, 0.0]"
654,,,"[343.8, 44.0, 7.0, 27.0, 36.0, 80.0, 0.0]"
655,,,"[352.3, 21.0, 125.0, 10.0, 10.0, 39.0, 17.0]"
656,,,"[188.4, 2.0, 6.0, 40.0, 45.0, 1.0, 6.0]"
657,,,"[219.8, 14.0, 47.0, 3.0, 9.0, 13.0, 9.0]"
658,,,"[219.8, 14.0, 47.0, 3.0, 9.0, 13.0, 9.0]"
659,,,"[105.5, 6.0, 33.0, 1.0, 2.0, 12.0, 5.0]"
660,,,"[471.9, 57.0, 3.0, 30.0, 46.0, 111.0, 3.0]"
661,,,"[717.2, 66.0, 31.0, 119.0, 90.0, 72.0, 11.0]"
662,,,"[149.1, 6.0, 57.0, 1.0, 6.0, 2.0, 8.0]"
663,,,"[33.2, 4.0, 1.0, 3.0, 2.0, 4.0, 0.0]"
