u,i1,i2,nl
332,,,"[244.3, 21.0, 4.0, 0.0, 5.0, 9.0, 9.0]"
333,,,"[767.3, 34.0, 12.0, 23.0, 86.0, 53.0, 31.0]"
334,,,"[75.8, 2.0, 0.0, 6.0, 6.0, 4.0, 3.0]"
335,,,"[112.9, 13.0, 15.0, 12.0, 0.0, 6.0, 3.0]"
336,,,"[332.9, 1.0, 16.0, 13.0, 17.0, 0.0, 24.0]"
337,,,"[466.6, 24.0, 25.0, 44.0, 60.0, 30.0, 16.0]"
338,,,"[850.3, 84.0, 59.0, 41.0, 25.0, 170.0, 26.0]"
339,,,"[255.5, 17.0, 106.0, 5.0, 8.0, 16.0, 12.0]"
340,,,"[358.8, 38.0, 21.0, 21.0, 10.0, 75.0, 10.0]"
341,,,"[542.7, 83.0, 38.0, 49.0, 1.0, 37.0, 4.0]"
342,,,"[283.4, 3.0, 16.0, 13.0, 86.0, 1.0, 7.0]"
343,,,"[320.3, 40.0, 21.0, 15.0, 28.0, 46.0, 2.0]"
344,,,"[851.6, 47.0, 371.0, 142.0, 53.0, 15.0, 44.0]"
345,,,"[328.0, 23.0, 18.0, 38.0, 75.0, 12.0, 3.0]"
346,,,"[478.7, 49.0, 12.0, 73.0, 26.0, 92.0, 11.0]"
347,,,"[257.7, 4.0, 31.0, 34.0, 13.0, 4.0, 17.0]"
348,,,"[297.1, 33.0, 11.0, 16.0, 27.0, 68.0, 4.0]"
349,,,"[348.6, 27.0, 9.0, 31.0, 12.0, 40.0, 13.0]"
350,,,"[385.8, 9.0, 200.0, 20.0, 7.0, 9.0, 26.0]"
351,,,"[325.0, 21.0, 119.0, 1.0, 7.0, 42.0, 16.0]"
352,,,"[326.2, 15.0, 8.0, 40.0, 25.0, 7.0, 16.0]"
353,,,"[159.9, 0.0, 139.0, 0.0, 2.0, 0.0, 13.0]"
354,,,"[338.6, 32.0, 9.0, 43.0, 51.0, 21.0, 3.0]"
355,,,"[434.7, 39.0, 72.0, 6.0, 22.0, 55.0, 14.0]"
356,,,"[210.2, 20.0, 16.0, 7.0, 14.0, 41.0, 6.0]"
357,,,"[268.1, 18.0, 51.0, 28.0, 47.0, 9.0, 5.0]"
358,,,"[352.9, 19.0, 194.0, 5.0, 13.0, 38.0, 18.0]"
359,,,"[249.0, 16.0, 15.0, 20.0, 17.0, 34.0, 10.0]"
360,,,"[368.7, 9.0, 21.0, 4.0, 41.0, 5.0, 19.0]"
361,,,"[178.7, 15.0, 6.0, 6.0, 5.0, 7.0, 6.0]"
362,,,"[1118.9, 32.0, 237.0, 87.0, 174.0, 26.0, 47.0]"
363,,,"[258.4, 9.0, 36.0, 27.0, 73.0, 10.0, 4.0]"
364,,,"[389.8, 40.0, 112.0, 10.0, 10.0, 73.0, 11.0]"
365,,,"[1118.9, 32.0, 237.0, 87.0, 174.0, 26.0, 47.0]"
366,,,"[389.6, 17.0, 7.0, 9.0, 128.0, 10.0, 1.0]"
367,,,"[1118.9, 32.0, 237.0, 87.0, 174.0, 26.0, 47.0]"
368,,,"[243.8, 15.0, 22.0, 25.0, 55.0, 17.0, 3.0]"
369,,,"[223.9, 8.0, 18.0, 10.0, 11.0, 15.0, 12.0]"
370,,,"[195.9, 2.0, 3.0, 1.0, 13.0, 1.0, 14.0]"
371,,,"[804.7, 56.0, 32.0, 59.0, 77.0, 76.0, 26.0]"
372,,,"[498.0, 39.0, 100.0, 12.0, 9.0, 50.0, 21.0]"
373,,,"[318.1, 42.0, 1.0, 11.0, 30.0, 72.0, 0.0]"
374,,,"[276.8, 25.0, 68.0, 9.0, 7.0, 10.0, 10.0]"
375,,,"[317.6, 33.0, 4.0, 14.0, 56.0, 51.0, 0.0]"
376,,,"[376.6, 28.0, 6.0, 30.0, 38.0, 41.0, 11.0]"
377,,,"[271.6, 34.0, 10.0, 8.0, 26.0, 38.0, 1.0]"
378,,,"[375.9, 23.0, 102.0, 10.0, 29.0, 47.0, 16.0]"
379,,,"[238.3, 15.0, 19.0, 47.0, 23.0, 27.0, 8.0]"
380,,,"[326.9, 13.0, 138.0, 6.0, 11.0, 32.0, 19.0]"
381,,,"[580.6, 51.0, 40.0, 88.0, 105.0, 46.0, 5.0]"
382,,,"[351.2, 36.0, 3.0, 20.0, 35.0, 70.0, 5.0]"
383,,,"[238.3, 15.0, 19.0, 47.0, 23.0, 27.0, 8.0]"
384,,,"[271.6, 34.0, 10.0, 8.0, 26.0, 38.0, 1.0]"
385,,,"[1389.5, 185.0, 53.0, 45.0, 56.0, 264.0, 16.0]"
386,,,"[238.5, 23.0, 4.0, 10.0, 8.0, 12.0, 7.0]"
387,,,"[238.3, 15.0, 19.0, 47.0, 23.0, 27.0, 8.0]"
388,,,"[326.2, 15.0, 8.0, 40.0, 25.0, 7.0, 16.0]"
389,,,"[207.2, 13.0, 1.0, 8.0, 57.0, 25.0, 0.0]"
390,,,"[238.3, 15.0, 19.0, 47.0, 23.0, 27.0, 8.0]"
391,,,"[238.3, 15.0, 19.0, 47.0, 23.0, 27.0, 8.0]"
392,,,"[114.3, 2.0, 87.0, 0.0, 4.0, 1.0, 8.0]"
393,,,"[235.7, 9.0, 178.0, 6.0, 0.0, 8.0, 15.0]"
394,,,"[279.4, 20.0, 10.0, 7.0, 24.0, 22.0, 9.0]"
395,,,"[337.3, 16.0, 7.0, 33.0, 103.0, 17.0, 1.0]"
396,,,"[338.7, 23.0, 134.0, 22.0, 6.0, 43.0, 15.0]"
397,,,"[137.2, 10.0, 74.0, 0.0, 4.0, 20.0, 6.0]"
398,,,"[137.2, 10.0, 74.0, 0.0, 4.0, 20.0, 6.0]"
399,,,"[137.2, 10.0, 74.0, 0.0, 4.0, 20.0, 6.0]"
400,,,"[174.8, 14.0, 45.0, 3.0, 3.0, 28.0, 7.0]"
401,,,"[234.0, 18.0, 0.0, 5.0, 16.0, 8.0, 8.0]"
402,,,"[317.6, 33.0, 4.0, 14.0, 56.0, 51.0, 0.0]"
403,,,"[137.2, 10.0, 74.0, 0.0, 4.0, 20.0, 6.0]"
404,,,"[282.8, 27.0, 8.0, 9.0, 8.0, 19.0, 9.0]"
405,,,"[137.2, 10.0, 74.0, 0.0, 4.0, 20.0, 6.0]"
406,,,"[137.2, 10.0, 74.0, 0.0, 4.0, 20.0, 6.0]"
407,,,"[137.2, 10.0, 74.0, 0.0, 4.0, 20.0, 6.0]"
408,,,"[137.2, 10.0, 74.0, 0.0, 4.0, 20.0, 6.0]"
409,,,"[137.2, 10.0, 74.0, 0.0, 4.0, 20.0, 6.0]"
410,,,"[137.2, 10.0, 74.0, 0.0, 4.0, 20.0, 6.0]"
411,,,"[57.5, 3.0, 0.0, 3.0, 6.0, 6.0, 2.0]"
412,,,"[144.7, 11.0, 32.0, 30.0, 3.0, 20.0, 6.0]"
413,,,"[339.7, 17.0, 177.0, 9.0, 11.0, 41.0, 18.0]"
414,,,"[90.4, 6.0, 27.0, 4.0, 1.0, 11.0, 4.0]"
415,,,"[137.2, 10.0, 74.0, 0.0, 4.0, 20.0, 6.0]"
416,,,"[377.3, 45.0, 29.0, 25.0, 12.0, 21.0, 10.0]"
417,,,"[345.2, 21.0, 12.0, 29.0, 25.0, 32.0, 13.0]"
418,,,"[330.2, 20.0, 22.0, 46.0, 84.0, 14.0, 2.0]"
419,,,"[137.2, 10.0, 74.0, 0.0, 4.0, 20.0, 6.0]"
420,,,"[438.5, 29.0, 84.0, 8.0, 20.0, 25.0, 20.0]"
421,,,"[137.2, 10.0, 74.0, 0.0, 4.0, 20.0, 6.0]"
422,,,"[137.2, 10.0, 74.0, 0.0, 4.0, 20.0, 6.0]"
423,,,"[412.6, 0.0, 410.0, 2.0, 0.0, 0.0, 35.0]"
424,,,"[243.1, 9.0, 7.0, 37.0, 26.0, 3.0, 11.0]"
425,,,"[137.2, 10.0, 74.0, 0.0, 4.0, 20.0, 6.0]"
426,,,"[326.0, 24.0, 27.0, 25.0, 68.0, 21.0, 3.0]"
427,,,"[420.8, 27.0, 154.0, 7.0, 9.0, 54.0, 20.0]"
428,,,"[154.2, 0.0, 145.0, 0.0, 0.0, 0.0, 13.0]"
429,,,"[137.2, 10.0, 74.0, 0.0, 4.0, 20.0, 6.0]"
430,,,"[137.2, 10.0, 74.0, 0.0, 4.0, 20.0, 6.0]"
431,,,"[137.2, 10.0, 74.0, 0.0, 4.0, 20.0, 6.0]"
432,,,"[2141.5, 170.0, 1164.0, 23.0, 20.0, 340.0, 103.0]"
433,,,"[137.2, 10.0, 74.0, 0.0, 4.0, 20.0, 6.0]"
434,,,"[436.4, 21.0, 29.0, 18.0, 63.0, 30.0, 14.0]"
435,,,"[317.6, 33.0, 4.0, 14.0, 56.0, 51.0, 0.0]"
436,,,"[191.9, 0.0, 15.0, 0.0, 22.0, 0.0, 12.0]"
437,,,"[137.2, 10.0, 74.0, 0.0, 4.0, 20.0, 6.0]"
438,,,"[860.7, 42.0, 40.0, 92.0, 110.0, 68.0, 31.0]"
439,,,"[137.2, 10.0, 74.0, 0.0, 4.0, 20.0, 6.0]"
440,,,"[137.2, 10.0, 74.0, 0.0, 4.0, 20.0, 6.0]"
441,,,"[154.2, 0.0, 145.0, 0.0, 0.0, 0.0, 13.0]"
442,,,"[1032.5, 64.0, 30.0, 41.0, 101.0, 105.0, 36.0]"
443,,,"[137.2, 10.0, 74.0, 0.0, 4.0, 20.0, 6.0]"
444,,,"[267.0, 9.0, 8.0, 6.0, 55.0, 13.0, 7.0]"
445,,,"[262.9, 23.0, 95.0, 6.0, 6.0, 40.0, 9.0]"
446,,,"[137.2, 10.0, 74.0, 0.0, 4.0, 20.0, 6.0]"
447,,,"[345.2, 21.0, 12.0, 29.0, 25.0, 32.0, 13.0]"
448,,,"[137.2, 10.0, 74.0, 0.0, 4.0, 20.0, 6.0]"
449,,,"[262.9, 23.0, 95.0, 6.0, 6.0, 40.0, 9.0]"
450,,,"[832.2, 85.0, 38.0, 9.0, 83.0, 110.0, 12.0]"
451,,,"[510.5, 49.0, 7.0, 12.0, 61.0, 99.0, 2.0]"
452,,,"[223.6, 3.0, 97.0, 32.0, 16.0, 3.0, 15.0]"
453,,,"[349.5, 28.0, 7.0, 15.0, 27.0, 59.0, 10.0]"
454,,,"[430.0, 37.0, 14.0, 18.0, 23.0, 19.0, 15.0]"
455,,,"[331.8, 13.0, 14.0, 32.0, 46.0, 17.0, 12.0]"
456,,,"[396.8, 60.0, 25.0, 18.0, 9.0, 30.0, 2.0]"
457,,,"[430.0, 37.0, 14.0, 18.0, 23.0, 19.0, 15.0]"
458,,,"[642.4, 51.0, 180.0, 21.0, 17.0, 92.0, 26.0]"
459,,,"[551.7, 70.0, 12.0, 68.0, 54.0, 143.0, 4.0]"
460,,,"[430.0, 37.0, 14.0, 18.0, 23.0, 19.0, 15.0]"
461,,,"[382.8, 25.0, 23.0, 27.0, 38.0, 22.0, 13.0]"
462,,,"[255.6, 24.0, 9.0, 23.0, 34.0, 30.0, 3.0]"
463,,,"[256.9, 23.0, 13.0, 52.0, 40.0, 22.0, 3.0]"
464,,,"[628.2, 38.0, 66.0, 69.0, 36.0, 61.0, 26.0]"
465,,,"[353.8, 23.0, 32.0, 23.0, 40.0, 16.0, 11.0]"
466,,,"[368.7, 9.0, 21.0, 4.0, 41.0, 5.0, 19.0]"
467,,,"[413.6, 25.0, 146.0, 5.0, 11.0, 49.0, 21.0]"
468,,,"[105.3, 2.0, 55.0, 1.0, 2.0, 5.0, 6.0]"
469,,,"[210.5, 7.0, 101.0, 4.0, 5.0, 15.0, 14.0]"
470,,,"[361.4, 29.0, 2.0, 28.0, 13.0, 16.0, 13.0]"
471,,,"[81.9, 9.0, 2.0, 12.0, 10.0, 5.0, 0.0]"
472,,,"[649.1, 71.0, 5.0, 33.0, 101.0, 66.0, 1.0]"
473,,,"[460.8, 27.0, 51.0, 36.0, 70.0, 34.0, 13.0]"
474,,,"[668.1, 56.0, 7.0, 17.0, 101.0, 62.0, 10.0]"
475,,,"[221.2, 2.0, 11.0, 20.0, 13.0, 1.0, 15.0]"
476,,,"[272.6, 9.0, 159.0, 0.0, 10.0, 5.0, 17.0]"
477,,,"[418.3, 0.0, 424.0, 0.0, 1.0, 0.0, 35.0]"
478,,,"[2463.2, 421.0, 3.0, 133.0, 7.0, 238.0, 2.0]"
479,,,"[641.7, 73.0, 11.0, 27.0, 70.0, 111.0, 5.0]"
480,,,"[246.5, 24.0, 11.0, 61.0, 40.0, 26.0, 1.0]"
481,,,"[340.4, 34.0, 24.0, 24.0, 25.0, 37.0, 8.0]"
482,,,"[780.5, 49.0, 317.0, 26.0, 18.0, 56.0, 39.0]"
483,,,"[231.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
484,,,"[236.3, 18.0, 8.0, 18.0, 48.0, 23.0, 2.0]"
485,,,"[253.1, 16.0, 6.0, 18.0, 20.0, 7.0, 10.0]"
486,,,"[302.3, 25.0, 20.0, 26.0, 19.0, 16.0, 11.0]"
487,,,"[278.6, 23.0, 40.0, 74.0, 16.0, 12.0, 9.0]"
488,,,"[221.3, 32.0, 4.0, 22.0, 11.0, 21.0, 1.0]"
489,,,"[351.2, 36.0, 3.0, 20.0, 35.0, 70.0, 5.0]"
490,,,"[281.1, 16.0, 13.0, 14.0, 32.0, 11.0, 10.0]"
491,,,"[2934.2, 349.0, 1.0, 48.0, 417.0, 400.0, 0.0]"
492,,,"[144.4, 12.0, 36.0, 4.0, 4.0, 19.0, 5.0]"
493,,,"[144.4, 12.0, 36.0, 4.0, 4.0, 19.0, 5.0]"
494,,,"[207.8, 12.0, 50.0, 7.0, 5.0, 25.0, 10.0]"
495,,,"[144.4, 12.0, 36.0, 4.0, 4.0, 19.0, 5.0]"
496,,,"[312.6, 16.0, 9.0, 14.0, 17.0, 28.0, 15.0]"
497,,,"[419.3, 45.0, 4.0, 18.0, 42.0, 55.0, 5.0]"
498,,,"[378.2, 46.0, 0.0, 32.0, 32.0, 65.0, 3.0]"
499,,,"[437.7, 43.0, 16.0, 26.0, 42.0, 75.0, 8.0]"
500,,,"[330.2, 20.0, 22.0, 46.0, 84.0, 14.0, 2.0]"
501,,,"[594.1, 66.0, 8.0, 68.0, 75.0, 114.0, 4.0]"
502,,,"[217.1, 13.0, 81.0, 8.0, 4.0, 18.0, 11.0]"
503,,,"[262.9, 23.0, 95.0, 6.0, 6.0, 40.0, 9.0]"
504,,,"[253.1, 16.0, 6.0, 18.0, 20.0, 7.0, 10.0]"
505,,,"[317.6, 33.0, 4.0, 14.0, 56.0, 51.0, 0.0]"
506,,,"[359.1, 29.0, 5.0, 41.0, 51.0, 36.0, 6.0]"
507,,,"[205.7, 8.0, 20.0, 21.0, 17.0, 15.0, 10.0]"
508,,,"[222.2, 15.0, 121.0, 5.0, 6.0, 42.0, 10.0]"
509,,,"[617.4, 43.0, 157.0, 39.0, 6.0, 19.0, 18.0]"
510,,,"[617.4, 43.0, 157.0, 39.0, 6.0, 19.0, 18.0]"
511,,,"[258.6, 7.0, 38.0, 12.0, 40.0, 8.0, 11.0]"
512,,,"[319.7, 12.0, 5.0, 3.0, 59.0, 6.0, 10.0]"
513,,,"[649.1, 71.0, 5.0, 33.0, 101.0, 66.0, 1.0]"
514,,,"[191.9, 7.0, 15.0, 10.0, 9.0, 15.0, 11.0]"
515,,,"[412.8, 40.0, 3.0, 16.0, 41.0, 78.0, 7.0]"
516,,,"[347.7, 16.0, 19.0, 54.0, 24.0, 7.0, 17.0]"
517,,,"[649.1, 71.0, 5.0, 33.0, 101.0, 66.0, 1.0]"
518,,,"[551.7, 70.0, 12.0, 68.0, 54.0, 143.0, 4.0]"
519,,,"[345.2, 21.0, 12.0, 29.0, 25.0, 32.0, 13.0]"
520,,,"[649.1, 71.0, 5.0, 33.0, 101.0, 66.0, 1.0]"
521,,,"[649.1, 71.0, 5.0, 33.0, 101.0, 66.0, 1.0]"
522,,,"[649.1, 71.0, 5.0, 33.0, 101.0, 66.0, 1.0]"
523,,,"[317.6, 33.0, 4.0, 14.0, 56.0, 51.0, 0.0]"
524,,,"[649.1, 71.0, 5.0, 33.0, 101.0, 66.0, 1.0]"
525,,,"[139.8, 0.0, 79.0, 0.0, 0.0, 0.0, 7.0]"
526,,,"[649.1, 71.0, 5.0, 33.0, 101.0, 66.0, 1.0]"
527,,,"[649.1, 71.0, 5.0, 33.0, 101.0, 66.0, 1.0]"
528,,,"[479.8, 27.0, 10.0, 27.0, 37.0, 39.0, 21.0]"
529,,,"[307.0, 23.0, 3.0, 34.0, 80.0, 42.0, 1.0]"
530,,,"[427.3, 29.0, 16.0, 40.0, 44.0, 39.0, 13.0]"
531,,,"[649.1, 71.0, 5.0, 33.0, 101.0, 66.0, 1.0]"
532,,,"[424.8, 39.0, 4.0, 15.0, 17.0, 76.0, 13.0]"
533,,,"[361.4, 29.0, 2.0, 28.0, 13.0, 16.0, 13.0]"
534,,,"[649.1, 71.0, 5.0, 33.0, 101.0, 66.0, 1.0]"
535,,,"[418.9, 32.0, 21.0, 22.0, 83.0, 45.0, 4.0]"
536,,,"[649.1, 71.0, 5.0, 33.0, 101.0, 66.0, 1.0]"
537,,,"[649.1, 71.0, 5.0, 33.0, 101.0, 66.0, 1.0]"
538,,,"[649.1, 71.0, 5.0, 33.0, 101.0, 66.0, 1.0]"
539,,,"[649.1, 71.0, 5.0, 33.0, 101.0, 66.0, 1.0]"
540,,,"[649.1, 71.0, 5.0, 33.0, 101.0, 66.0, 1.0]"
541,,,"[280.8, 39.0, 4.0, 22.0, 4.0, 46.0, 1.0]"
542,,,"[594.1, 66.0, 8.0, 68.0, 75.0, 114.0, 4.0]"
543,,,"[424.8, 39.0, 4.0, 15.0, 17.0, 76.0, 13.0]"
544,,,"[435.4, 31.0, 24.0, 31.0, 95.0, 21.0, 4.0]"
545,,,"[649.1, 71.0, 5.0, 33.0, 101.0, 66.0, 1.0]"
546,,,"[414.6, 23.0, 24.0, 40.0, 27.0, 44.0, 18.0]"
547,,,"[649.1, 71.0, 5.0, 33.0, 101.0, 66.0, 1.0]"
548,,,"[375.4, 37.0, 4.0, 25.0, 30.0, 77.0, 8.0]"
549,,,"[473.8, 30.0, 26.0, 74.0, 64.0, 21.0, 14.0]"
550,,,"[649.1, 71.0, 5.0, 33.0, 101.0, 66.0, 1.0]"
551,,,"[337.3, 16.0, 7.0, 33.0, 103.0, 17.0, 1.0]"
552,,,"[262.7, 24.0, 2.0, 7.0, 52.0, 11.0, 1.0]"
553,,,"[315.5, 23.0, 108.0, 6.0, 6.0, 46.0, 14.0]"
554,,,"[214.5, 21.0, 2.0, 8.0, 37.0, 23.0, 0.0]"
555,,,"[326.9, 3.0, 9.0, 24.0, 18.0, 1.0, 22.0]"
556,,,"[214.5, 21.0, 2.0, 8.0, 37.0, 23.0, 0.0]"
557,,,"[214.5, 21.0, 2.0, 8.0, 37.0, 23.0, 0.0]"
558,,,"[302.1, 31.0, 19.0, 26.0, 35.0, 18.0, 4.0]"
559,,,"[349.6, 20.0, 47.0, 49.0, 55.0, 25.0, 9.0]"
560,,,"[320.3, 40.0, 21.0, 15.0, 28.0, 46.0, 2.0]"
561,,,"[356.4, 25.0, 19.0, 28.0, 20.0, 47.0, 14.0]"
562,,,"[240.1, 32.0, 8.0, 9.0, 13.0, 15.0, 2.0]"
563,,,"[247.4, 21.0, 0.0, 17.0, 57.0, 37.0, 0.0]"
564,,,"[295.2, 11.0, 30.0, 33.0, 22.0, 6.0, 15.0]"
565,,,"[343.1, 7.0, 245.0, 14.0, 6.0, 3.0, 24.0]"
566,,,"[252.1, 37.0, 1.0, 24.0, 12.0, 72.0, 1.0]"
567,,,"[707.8, 47.0, 7.0, 51.0, 43.0, 13.0, 28.0]"
568,,,"[87.7, 8.0, 25.0, 2.0, 4.0, 14.0, 2.0]"
569,,,"[299.4, 17.0, 70.0, 3.0, 19.0, 6.0, 14.0]"
570,,,"[315.3, 23.0, 16.0, 3.0, 42.0, 28.0, 7.0]"
571,,,"[330.2, 20.0, 22.0, 46.0, 84.0, 14.0, 2.0]"
572,,,"[413.6, 25.0, 146.0, 5.0, 11.0, 49.0, 21.0]"
573,,,"[307.0, 23.0, 3.0, 34.0, 80.0, 42.0, 1.0]"
574,,,"[299.4, 17.0, 70.0, 3.0, 19.0, 6.0, 14.0]"
575,,,"[299.4, 17.0, 70.0, 3.0, 19.0, 6.0, 14.0]"
576,,,"[457.2, 22.0, 38.0, 34.0, 46.0, 38.0, 18.0]"
577,,,"[299.4, 17.0, 70.0, 3.0, 19.0, 6.0, 14.0]"
578,,,"[344.2, 22.0, 27.0, 26.0, 23.0, 18.0, 14.0]"
579,,,"[299.4, 17.0, 70.0, 3.0, 19.0, 6.0, 14.0]"
580,,,"[299.4, 17.0, 70.0, 3.0, 19.0, 6.0, 14.0]"
581,,,"[628.2, 38.0, 66.0, 69.0, 36.0, 61.0, 26.0]"
582,,,"[299.4, 17.0, 70.0, 3.0, 19.0, 6.0, 14.0]"
583,,,"[299.4, 17.0, 70.0, 3.0, 19.0, 6.0, 14.0]"
584,,,"[247.0, 9.0, 21.0, 20.0, 13.0, 12.0, 14.0]"
585,,,"[299.4, 17.0, 70.0, 3.0, 19.0, 6.0, 14.0]"
586,,,"[299.4, 17.0, 70.0, 3.0, 19.0, 6.0, 14.0]"
587,,,"[331.8, 13.0, 14.0, 32.0, 46.0, 17.0, 12.0]"
588,,,"[234.3, 7.0, 161.0, 2.0, 10.0, 10.0, 14.0]"
589,,,"[307.0, 23.0, 3.0, 34.0, 80.0, 42.0, 1.0]"
590,,,"[628.2, 38.0, 66.0, 69.0, 36.0, 61.0, 26.0]"
591,,,"[1040.7, 75.0, 17.0, 38.0, 106.0, 123.0, 31.0]"
592,,,"[234.3, 7.0, 161.0, 2.0, 10.0, 10.0, 14.0]"
593,,,"[307.0, 23.0, 3.0, 34.0, 80.0, 42.0, 1.0]"
594,,,"[370.6, 45.0, 4.0, 16.0, 49.0, 81.0, 1.0]"
595,,,"[240.9, 13.0, 41.0, 51.0, 48.0, 3.0, 5.0]"
596,,,"[543.2, 44.0, 188.0, 11.0, 11.0, 63.0, 22.0]"
597,,,"[445.5, 45.0, 27.0, 45.0, 34.0, 80.0, 9.0]"
598,,,"[744.9, 49.0, 24.0, 45.0, 63.0, 63.0, 27.0]"
599,,,"[339.7, 17.0, 177.0, 9.0, 11.0, 41.0, 18.0]"
600,,,"[146.6, 15.0, 27.0, 8.0, 3.0, 28.0, 4.0]"
601,,,"[352.6, 37.0, 1.0, 28.0, 33.0, 50.0, 5.0]"
602,,,"[353.1, 19.0, 200.0, 26.0, 8.0, 39.0, 18.0]"
603,,,"[218.1, 18.0, 0.0, 8.0, 50.0, 30.0, 0.0]"
604,,,"[302.5, 20.0, 6.0, 22.0, 18.0, 18.0, 12.0]"
605,,,"[147.9, 13.0, 1.0, 26.0, 31.0, 23.0, 0.0]"
606,,,"[312.1, 22.0, 78.0, 52.0, 50.0, 24.0, 6.0]"
607,,,"[258.4, 14.0, 12.0, 27.0, 43.0, 17.0, 7.0]"
608,,,"[594.1, 66.0, 8.0, 68.0, 75.0, 114.0, 4.0]"
609,,,"[147.9, 13.0, 1.0, 26.0, 31.0, 23.0, 0.0]"
610,,,"[366.1, 35.0, 2.0, 15.0, 34.0, 48.0, 7.0]"
611,,,"[147.9, 13.0, 1.0, 26.0, 31.0, 23.0, 0.0]"
612,,,"[151.7, 7.0, 6.0, 4.0, 47.0, 7.0, 0.0]"
613,,,"[551.7, 70.0, 12.0, 68.0, 54.0, 143.0, 4.0]"
614,,,"[273.8, 13.0, 22.0, 24.0, 14.0, 11.0, 14.0]"
615,,,"[591.7, 30.0, 28.0, 49.0, 69.0, 32.0, 22.0]"
616,,,"[115.9, 7.0, 4.0, 18.0, 14.0, 12.0, 3.0]"
617,,,"[350.0, 36.0, 80.0, 8.0, 14.0, 70.0, 9.0]"
618,,,"[478.8, 44.0, 27.0, 42.0, 42.0, 75.0, 11.0]"
619,,,"[356.4, 25.0, 19.0, 28.0, 20.0, 47.0, 14.0]"
620,,,"[478.8, 44.0, 27.0, 42.0, 42.0, 75.0, 11.0]"
621,,,"[478.8, 44.0, 27.0, 42.0, 42.0, 75.0, 11.0]"
622,,,"[478.8, 44.0, 27.0, 42.0, 42.0, 75.0, 11.0]"
623,,,"[424.8, 39.0, 4.0, 15.0, 17.0, 76.0, 13.0]"
624,,,"[478.8, 44.0, 27.0, 42.0, 42.0, 75.0, 11.0]"
625,,,"[334.3, 20.0, 22.0, 33.0, 82.0, 22.0, 3.0]"
626,,,"[723.4, 62.0, 47.0, 84.0, 85.0, 98.0, 15.0]"
627,,,"[241.5, 2.0, 26.0, 14.0, 26.0, 2.0, 15.0]"
628,,,"[315.0, 11.0, 10.0, 13.0, 55.0, 11.0, 10.0]"
629,,,"[240.9, 2.0, 50.0, 56.0, 58.0, 2.0, 8.0]"
630,,,"[258.9, 9.0, 11.0, 18.0, 47.0, 8.0, 9.0]"
631,,,"[117.7, 0.0, 89.0, 0.0, 0.0, 0.0, 10.0]"
632,,,"[301.5, 24.0, 9.0, 24.0, 23.0, 25.0, 8.0]"
633,,,"[360.7, 1.0, 270.0, 71.0, 4.0, 0.0, 27.0]"
634,,,"[232.8, 26.0, 12.0, 64.0, 18.0, 12.0, 3.0]"
635,,,"[1386.6, 214.0, 2.0, 27.0, 21.0, 70.0, 9.0]"
636,,,"[503.5, 55.0, 14.0, 35.0, 37.0, 108.0, 9.0]"
637,,,"[255.8, 8.0, 51.0, 9.0, 70.0, 6.0, 5.0]"
638,,,"[151.8, 0.0, 14.0, 19.0, 9.0, 0.0, 10.0]"
639,,,"[904.6, 50.0, 21.0, 40.0, 51.0, 49.0, 37.0]"
640,,,"[429.6, 30.0, 73.0, 6.0, 6.0, 26.0, 18.0]"
641,,,"[615.7, 66.0, 18.0, 97.0, 39.0, 108.0, 13.0]"
642,,,"[563.5, 47.0, 51.0, 46.0, 66.0, 57.0, 12.0]"
643,,,"[232.8, 24.0, 7.0, 37.0, 32.0, 39.0, 1.0]"
644,,,"[260.8, 11.0, 7.0, 34.0, 14.0, 5.0, 13.0]"
645,,,"[734.0, 29.0, 56.0, 16.0, 30.0, 21.0, 42.0]"
646,,,"[216.5, 6.0, 1.0, 18.0, 11.0, 10.0, 12.0]"
647,,,"[216.5, 6.0, 1.0, 18.0, 11.0, 10.0, 12.0]"
648,,,"[566.2, 25.0, 26.0, 54.0, 106.0, 34.0, 16.0]"
649,,,"[216.2, 19.0, 65.0, 0.0, 6.0, 15.0, 8.0]"
650,,,"[310.7, 34.0, 8.0, 21.0, 42.0, 29.0, 1.0]"
651,,,"[361.0, 17.0, 17.0, 9.0, 24.0, 9.0, 17.0]"
652,,,"[141.4, 7.0, 54.0, 7.0, 9.0, 5.0, 9.0]"
653,,,"[516.1, 40.0, 109.0, 8.0, 28.0, 73.0, 19.0]"
654,,,"[343.8, 44.0, 7.0, 27.0, 36.0, 80.0, 0.0]"
655,,,"[352.3, 21.0, 125.0, 10.0, 10.0, 39.0, 17.0]"
656,,,"[234.5, 24.0, 31.0, 2.0, 22.0, 13.0, 5.0]"
657,,,"[219.8, 14.0, 47.0, 3.0, 9.0, 13.0, 9.0]"
658,,,"[219.8, 14.0, 47.0, 3.0, 9.0, 13.0, 9.0]"
659,,,"[754.0, 48.0, 270.0, 32.0, 20.0, 80.0, 38.0]"
660,,,"[503.9, 16.0, 313.0, 6.0, 24.0, 33.0, 31.0]"
661,,,"[754.0, 48.0, 270.0, 32.0, 20.0, 80.0, 38.0]"
662,,,"[754.0, 48.0, 270.0, 32.0, 20.0, 80.0, 38.0]"
663,,,"[352.4, 31.0, 12.0, 18.0, 15.0, 53.0, 11.0]"
