user,exclude,item list
305,6335.0,"[1755, 2454, 1984, 3645, 4642, 3795, 1752, 4084, 3243, 3753]"
306,5006.0,"[2523, 2991, 2549, 2459, 3152, 1217, 2354, 532, 2280, 14]"
307,5006.0,"[112, 416, 3519, 3636, 740, 1221, 4826, 4940, 4894, 145]"
308,5010.0,"[4446, 740, 908, 1089, 786, 193, 708, 125, 3685, 345]"
309,2499.0,"[2280, 1646, 1951, 647, 4783, 1087, 2139, 740, 15, 42]"
310,63.0,"[740, 647, 1653, 1646, 773, 1477, 866, 297, 4945, 437]"
311,5010.0,"[4918, 1074, 1209, 3193, 4926, 2833, 4556, 648, 1278, 2820]"
312,5006.0,"[4086, 973, 663, 3459, 4064, 109, 4642, 989, 4245, 3085]"
313,5006.0,"[238, 2949, 2280, 2342, 3888, 1854, 772, 276, 4599, 1873]"
314,2499.0,"[4783, 647, 983, 4945, 1602, 2949, 3102, 3510, 4270, 3335]"
315,4717.0,"[4783, 740, 1252, 1984, 983, 1646, 1089, 648, 4782, 2549]"
316,2499.0,"[2251, 359, 2820, 444, 361, 2576, 2105, 3802, 2949, 4783]"
317,3203.0,"[647, 2218, 2848, 125, 4971, 2280, 1740, 2912, 4793, 4124]"
318,5006.0,"[1253, 3432, 4446, 2478, 2499, 1455, 3483, 740, 3198, 4876]"
319,6654.0,"[1605, 2280, 3189, 1736, 3510, 532, 2210, 416, 4106, 239]"
320,800.0,"[2280, 2224, 647, 1752, 2274, 519, 648, 3335, 708, 4400]"
321,6276.0,"[4446, 4783, 740, 4091, 647, 903, 983, 1646, 1633, 4026]"
322,3203.0,"[3571, 648, 989, 416, 2773, 4642, 1253, 4677, 2949, 4106]"
323,3203.0,"[2454, 2058, 4512, 138, 3740, 4961, 284, 145, 708, 2549]"
324,4717.0,"[679, 193, 2210, 98, 3591, 361, 4106, 2548, 1103, 2139]"
325,800.0,"[2274, 3510, 3282, 2872, 2210, 240, 62, 2970, 2721, 532]"
326,3184.0,"[740, 647, 1646, 767, 786, 1690, 437, 2549, 679, 1357]"
327,3203.0,"[1930, 2756, 3424, 3791, 4091, 3127, 116, 4005, 4573, 284]"
328,5180.0,"[740, 647, 1646, 297, 648, 2848, 1601, 193, 2949, 1519]"
329,5010.0,"[1357, 708, 4642, 1684, 989, 4501, 740, 3241, 1828, 459]"
330,1168.0,"[740, 125, 4270, 532, 4434, 4642, 945, 2940, 462, 3483]"
331,2499.0,"[2274, 112, 3059, 131, 1581, 3715, 182, 4708, 2511, 302]"
332,2499.0,"[4918, 3102, 2274, 2912, 1611, 2468, 989, 2612, 3282, 2872]"
333,2499.0,"[125, 3510, 361, 4683, 2531, 2280, 80, 3509, 3497, 855]"
334,6906.0,"[4126, 1517, 361, 1178, 3915, 2470, 1254, 4290, 989, 4167]"
335,3203.0,"[4446, 740, 908, 125, 2949, 15, 2274, 2988, 1304, 37]"
336,3203.0,"[4091, 983, 4493, 2949, 4675, 403, 4793, 4445, 4642, 630]"
337,2683.0,"[4091, 679, 1605, 708, 125, 4634, 605, 2949, 14, 2280]"
338,2683.0,"[740, 4091, 647, 1984, 1601, 193, 2949, 1711, 2246, 4836]"
339,5010.0,"[1646, 708, 125, 4270, 3224, 361, 4099, 3770, 4239, 459]"
340,800.0,"[2280, 3335, 989, 4869, 4098, 2681, 495, 4177, 2215, 135]"
341,5010.0,"[1984, 1646, 648, 4782, 193, 4493, 2949, 1854, 960, 3078]"
342,590.0,"[112, 4836, 2536, 397, 145, 621, 1522, 2334, 3510, 4738]"
343,3203.0,"[4177, 193, 708, 125, 2280, 2274, 416, 979, 630, 4599]"
344,2499.0,"[416, 361, 125, 2274, 740, 1491, 1240, 3480, 505, 4989]"
345,335.0,"[4446, 647, 908, 297, 786, 1690, 193, 2820, 2949, 4760]"
346,5006.0,"[2756, 3341, 3335, 2773, 3497, 553, 186, 2544, 1178, 1695]"
347,3184.0,"[989, 4961, 648, 3484, 2610, 1684, 4349, 361, 1263, 2689]"
348,335.0,"[4446, 3823, 4783, 740, 4091, 647, 2756, 908, 983, 3813]"
349,4987.0,"[647, 1984, 2756, 983, 786, 4782, 1601, 4894, 4372, 484]"
350,7557.0,"[989, 4720, 920, 2949, 193, 2799, 75, 4950, 4899, 4683]"
351,3203.0,"[647, 2773, 1074, 3885, 348, 4573, 4716, 3450, 1252, 3314]"
352,4717.0,"[2274, 240, 4290, 284, 3732, 2342, 98, 894, 361, 56]"
353,800.0,"[4573, 4910, 361, 145, 1822, 2949, 2899, 3732, 2694, 648]"
354,2499.0,[]
355,332.0,"[4783, 4177, 647, 983, 3037, 297, 648, 1690, 4945, 1357]"
356,800.0,"[4783, 1984, 1197, 1601, 324, 3732, 1128, 125, 1205, 1602]"
357,1511.0,"[4106, 4392, 112, 2135, 928, 4501, 3814, 3329, 1697, 2970]"
358,3203.0,"[4091, 9, 125, 361, 4635, 3092, 4771, 193, 1736, 4177]"
359,7449.0,"[4091, 4177, 647, 903, 983, 297, 3939, 3732, 3676, 2949]"
360,3203.0,"[2420, 2105, 4446, 1103, 4695, 4651, 4929, 1116, 3743, 361]"
361,2683.0,"[4446, 3823, 4783, 740, 4091, 4177, 2, 3813, 976, 4814]"
362,5006.0,"[740, 1646, 1690, 125, 2280, 2342, 532, 4683, 58, 2848]"
363,7655.0,"[2949, 4954, 4005, 2663, 4760, 3258, 361, 1400, 647, 193]"
364,2499.0,[]
365,5006.0,"[740, 1984, 1646, 2549, 4954, 1253, 284, 4352, 66, 58]"
366,2499.0,[]
367,5006.0,"[740, 1646, 2280, 3510, 145, 512, 4791, 1221, 3335, 925]"
368,2499.0,[]
369,1093.0,"[1, 4783, 740, 4177, 2, 647, 2756, 908, 983, 1646]"
370,2499.0,"[1357, 2105, 3258, 3510, 2454, 3068, 1667, 1698, 2143, 240]"
371,6906.0,"[583, 2912, 2632, 2639, 1084, 4005, 4918, 1306, 1412, 112]"
372,3203.0,"[647, 3510, 3715, 4888, 3216, 145, 4767, 2063, 112, 989]"
373,335.0,"[4446, 740, 4091, 4177, 2, 1252, 2756, 1646, 648, 2848]"
374,7655.0,"[647, 2549, 193, 2820, 4760, 2912, 3198, 109, 98, 4199]"
375,5006.0,"[357, 1728, 2377, 2911, 66, 1918, 3431, 2197, 2970, 882]"
376,2683.0,"[4783, 740, 4177, 1984, 2756, 648, 3238, 4836, 2283, 3102]"
377,1252.0,"[4446, 4783, 647, 2820, 4675, 4836, 2210, 3424, 3630, 567]"
378,2499.0,[]
379,6906.0,"[4760, 1611, 505, 3282, 972, 3650, 2949, 4981, 1443, 4093]"
380,63.0,"[145, 4446, 4194, 58, 3335, 209, 1970, 4583, 1178, 4831]"
381,7655.0,"[4446, 3300, 1601, 4894, 4493, 2256, 1736, 4245, 4683, 4642]"
382,2683.0,"[4446, 4783, 1984, 2756, 193, 238, 2105, 4164, 3593, 1740]"
383,2499.0,"[4533, 4106, 112, 4738, 1465, 3939, 1066, 2274, 189, 193]"
384,298.0,"[2086, 4318, 853, 4195, 2912, 3012, 4880, 2342, 882, 1611]"
385,6906.0,"[4344, 1889, 1457, 4501, 1903, 4642, 1611, 960, 2968, 2646]"
386,7655.0,"[740, 647, 648, 4945, 1601, 679, 1057, 484, 3885, 2256]"
387,6906.0,"[740, 4091, 1646, 679, 2949, 3102, 4270, 532, 4477, 524]"
388,6906.0,"[4725, 3282, 145, 874, 505, 4453, 983, 484, 960, 1894]"
389,5006.0,"[1252, 1646, 786, 648, 2848, 4894, 2820, 413, 2280, 3397]"
390,2499.0,"[2280, 3335, 2062, 240, 2912, 3102, 125, 4683, 1646, 113]"
391,6906.0,"[2949, 3102, 4642, 2355, 2773, 3078, 4713, 1809, 2508, 4270]"
392,2499.0,"[882, 4096, 475, 2678, 2274, 1601, 1431, 2342, 3199, 3225]"
393,2499.0,[]
394,2499.0,"[4642, 1504, 4270, 3282, 1571, 112, 3510, 820, 2086, 1646]"
395,6335.0,"[2639, 1681, 268, 2454, 80, 484, 4086, 3510, 1611, 4183]"
396,5319.0,"[3063, 1983, 3571, 1684, 2210, 1740, 361, 4738, 4968, 532]"
397,2499.0,"[1357, 1728, 3883, 674, 361, 4436, 50, 4131, 3456, 2143]"
398,2499.0,"[4091, 3037, 1089, 2949, 2210, 4642, 2355, 4049, 989, 453]"
399,6906.0,"[4091, 908, 4782, 2549, 3182, 2949, 413, 4128, 2155, 267]"
400,2499.0,"[1736, 3335, 2280, 361, 3282, 882, 80, 2207, 2132, 920]"
401,3184.0,"[3078, 505, 1646, 4960, 356, 193, 3386, 125, 3289, 648]"
402,5006.0,"[4005, 1221, 112, 4069, 4894, 197, 2636, 3424, 4333, 1826]"
403,2499.0,"[1755, 4854, 4880, 2280, 3510, 3335, 361, 3564, 2063, 2179]"
404,7655.0,"[4945, 505, 3650, 4880, 3704, 4642, 3102, 4561, 2549, 2480]"
405,2499.0,"[2549, 240, 3564, 34, 569, 1128, 1571, 3928, 3342, 989]"
406,2499.0,"[4446, 4814, 266, 361, 2773, 736, 945, 3675, 2975, 2086]"
407,2499.0,"[4091, 3939, 9, 1053, 3238, 2280, 1740, 4738, 2274, 4533]"
408,2499.0,"[740, 839, 2210, 4642, 2139, 2548, 3911, 1522, 569, 1733]"
409,2499.0,"[740, 1646, 786, 2549, 125, 4104, 4270, 4477, 945, 112]"
410,2499.0,"[4783, 647, 193, 2820, 125, 413, 2342, 1276, 1722, 2274]"
411,2499.0,[]
412,6906.0,"[4091, 2848, 989, 973, 4911, 953, 302, 3386, 405, 2988]"
413,6906.0,"[4922, 3564, 361, 3582, 4986, 3048, 4342, 4829, 3421, 648]"
414,2499.0,"[2454, 3335, 4005, 3564, 3102, 3732, 1646, 2491, 796, 4035]"
415,2499.0,"[4091, 2820, 4738, 2912, 2645, 4642, 2355, 1611, 768, 4489]"
416,6906.0,"[2848, 4760, 4445, 4477, 3820, 4904, 1287, 240, 575, 1391]"
417,7655.0,"[647, 193, 484, 3676, 1306, 4096, 4754, 361, 1517, 145]"
418,2499.0,"[361, 240, 1762, 1287, 3499, 4904, 527, 882, 1715, 1605]"
419,2499.0,"[125, 2342, 4683, 4396, 750, 1831, 916, 3736, 741, 1886]"
420,800.0,"[3823, 4783, 4177, 1252, 773, 297, 648, 4945, 1357, 4894]"
421,2499.0,"[1646, 2657, 361, 4396, 4960, 2455, 2616, 182, 4226, 4349]"
422,2499.0,"[4945, 1709, 3510, 3198, 2207, 85, 1085, 2274, 740, 4511]"
423,63.0,"[284, 145, 106, 116, 1736, 361, 2274, 1149, 647, 41]"
424,63.0,"[740, 3732, 3198, 284, 1712, 505, 2576, 339, 4960, 4922]"
425,2499.0,"[4783, 4177, 1646, 193, 1343, 4270, 416, 4698, 361, 856]"
426,5180.0,"[4783, 4091, 4177, 4827, 647, 1984, 4814, 4945, 437, 2549]"
427,4717.0,"[4270, 3785, 2342, 1809, 1197, 1646, 647, 4132, 2970, 44]"
428,2499.0,"[4091, 4642, 2780, 3045, 1682, 2342, 1587, 803, 2586, 983]"
429,2499.0,"[416, 112, 3282, 3866, 1406, 4573, 361, 2637, 2342, 1611]"
430,2499.0,"[4945, 125, 2949, 2274, 2454, 361, 3497, 1681, 458, 4039]"
431,2499.0,"[4091, 4945, 125, 4842, 4245, 4683, 2356, 4344, 989, 1667]"
432,5010.0,"[193, 2342, 4738, 4642, 2160, 1684, 1945, 3791, 705, 2779]"
433,2499.0,"[3643, 1281, 938, 1860, 2280, 3022, 1740, 1739, 1522, 4738]"
434,6906.0,"[4446, 2756, 2342, 361, 1190, 553, 1152, 2139, 1667, 3103]"
435,2499.0,"[2848, 4270, 3092, 4477, 2996, 2063, 4642, 740, 395, 1646]"
436,2499.0,[]
437,2499.0,"[740, 647, 1646, 2280, 2274, 3083, 361, 112, 64, 2300]"
438,5010.0,"[112, 4239, 3003, 2970, 3966, 297, 2661, 2800, 4894, 361]"
439,5010.0,"[740, 1646, 2549, 708, 2454, 4642, 361, 617, 4573, 2139]"
440,2499.0,"[4945, 588, 361, 4396, 1522, 1698, 1739, 2315, 4204, 4683]"
441,5010.0,"[740, 647, 2949, 2342, 2274, 4270, 1621, 4642, 1681, 4337]"
442,5319.0,"[647, 983, 1601, 193, 4955, 1602, 4760, 3102, 4445, 98]"
443,2499.0,"[1601, 2280, 4096, 4642, 2139, 2876, 2342, 2610, 870, 553]"
444,2499.0,"[2970, 366, 2274, 193, 197, 2548, 1252, 112, 2474, 80]"
445,2499.0,"[1074, 3660, 3528, 2945, 1665, 1219, 4637, 3289, 311, 3019]"
446,2499.0,"[4477, 4642, 4573, 4005, 1706, 2633, 1171, 2970, 1129, 1158]"
447,6906.0,"[4270, 2136, 1178, 3654, 4352, 4034, 67, 45, 248, 112]"
448,2499.0,"[4814, 361, 4005, 4573, 2468, 3424, 3810, 1877, 50, 4642]"
449,2499.0,"[4005, 2086, 4106, 2829, 2468, 2796, 198, 3083, 109, 2773]"
450,2499.0,"[2274, 2468, 3335, 2545, 285, 2612, 4720, 4342, 4005, 2755]"
451,2499.0,"[2726, 3226, 1556, 2548, 3335, 125, 646, 3976, 2274, 2139]"
452,6276.0,"[740, 786, 193, 708, 3593, 1037, 3198, 4831, 2355, 1209]"
453,5966.0,"[648, 708, 1711, 2342, 4738, 2274, 4642, 268, 361, 4573]"
454,7655.0,"[1252, 908, 983, 2549, 193, 1755, 2949, 1088, 2342, 345]"
455,6696.0,"[0, 4446, 3823, 4783, 740, 4177, 3300, 812, 4827, 647]"
456,6276.0,"[1984, 2220, 2949, 532, 4303, 276, 2356, 4635, 688, 42]"
457,4717.0,"[3823, 2843, 220, 3431, 3102, 3444, 285, 2288, 2280, 4683]"
458,5319.0,"[740, 648, 1728, 2949, 1904, 4926, 4642, 2355, 80, 2474]"
459,6906.0,"[2949, 4270, 989, 4445, 1522, 4005, 4290, 240, 1517, 4642]"
460,6906.0,"[4091, 2848, 1605, 3704, 484, 1446, 4128, 1736, 4245, 2912]"
461,1093.0,"[740, 4609, 4581, 927, 3041, 569, 1287, 2102, 105, 116]"
462,1093.0,"[266, 1611, 2848, 1178, 882, 1294, 284, 116, 1522, 3078]"
463,6335.0,"[4446, 740, 647, 786, 324, 3732, 4432, 125, 2819, 1406]"
464,2499.0,"[4270, 4106, 4091, 2251, 172, 3424, 4738, 2293, 116, 1252]"
465,2499.0,"[4573, 4091, 647, 1471, 4446, 3778, 1681, 1235, 4005, 586]"
466,5006.0,"[648, 708, 125, 4880, 284, 1504, 2773, 4029, 3423, 3519]"
467,5006.0,"[2342, 4446, 1621, 2210, 3491, 4005, 98, 4867, 2888, 1240]"
468,2499.0,"[3823, 4783, 4091, 125, 2608, 2280, 4738, 416, 3424, 3322]"
469,2499.0,[]
470,7557.0,"[532, 3063, 989, 302, 1200, 361, 2848, 1698, 1421, 812]"
471,6906.0,"[2848, 3102, 3083, 956, 361, 617, 80, 945, 3063, 634]"
472,4717.0,"[740, 4177, 2949, 2280, 532, 416, 2509, 989, 507, 4783]"
473,332.0,"[4064, 3743, 663, 2975, 4814, 145, 4149, 2468, 2667, 2434]"
474,2499.0,"[2274, 2377, 1404, 4128, 3258, 3066, 1379, 198, 193, 2784]"
475,2499.0,[]
476,2683.0,"[4091, 2820, 4245, 4096, 4642, 2139, 4392, 234, 4961, 2452]"
477,5010.0,"[2280, 4961, 989, 50, 3602, 3131, 4106, 1485, 4869, 4635]"
478,2499.0,[]
479,332.0,"[3823, 4091, 647, 484, 2949, 2105, 14, 1519, 4836, 2342]"
480,63.0,"[2949, 160, 4665, 1522, 2274, 983, 341, 217, 284, 72]"
481,5180.0,"[2342, 45, 2988, 3510, 2773, 2210, 251, 2912, 920, 2274]"
482,2499.0,"[2280, 2274, 20, 882, 2439, 1835, 3040, 1856, 3408, 2251]"
483,6276.0,"[4446, 4783, 740, 1906, 4091, 4177, 647, 1252, 908, 983]"
484,3184.0,"[193, 2280, 4738, 4960, 361, 569, 4533, 3466, 8, 2158]"
485,3184.0,"[2801, 839, 2274, 112, 4270, 2509, 3078, 397, 255, 3510]"
486,3203.0,"[1022, 648, 4945, 2848, 2280, 2342, 1740, 3685, 2274, 532]"
487,5319.0,"[4091, 4177, 2, 647, 1984, 983, 1646, 1022, 648, 1601]"
488,5006.0,"[2280, 945, 2548, 1485, 2251, 2021, 4874, 2326, 3483, 1698]"
489,7655.0,"[2949, 4270, 989, 1601, 945, 3152, 2784, 4710, 3883, 1022]"
490,2499.0,[]
491,5006.0,"[2949, 3335, 3459, 973, 4581, 935, 4098, 1557, 920, 3314]"
492,5006.0,"[3479, 1479, 1485, 3431, 416, 1984, 648, 3138, 2136, 2439]"
493,5006.0,"[2280, 2274, 284, 2637, 2852, 4005, 4760, 3880, 1736, 3282]"
494,3203.0,"[4783, 4177, 647, 908, 1601, 3732, 4432, 2949, 3690, 4836]"
495,5006.0,"[4783, 740, 2549, 2848, 2949, 4836, 4445, 284, 617, 2468]"
496,1252.0,"[4446, 740, 4177, 647, 983, 786, 2549, 193, 1755, 3732]"
497,3203.0,"[4783, 4091, 647, 983, 1646, 4836, 2280, 2342, 772, 284]"
498,332.0,"[4894, 513, 4642, 2384, 97, 387, 2551, 1752, 145, 2971]"
499,335.0,"[1535, 2342, 2474, 1782, 2277, 3859, 744, 4888, 1822, 4270]"
500,7655.0,"[2949, 1791, 2559, 1684, 242, 1698, 4839, 1485, 2784, 3736]"
501,3203.0,"[4177, 2342, 2210, 4888, 1983, 3282, 3792, 1476, 323, 333]"
502,3203.0,"[4783, 4177, 679, 2608, 3883, 2342, 532, 416, 1681, 856]"
503,5180.0,"[647, 3883, 3510, 284, 3018, 4573, 145, 3068, 1014, 3308]"
504,63.0,"[4446, 4783, 4091, 647, 1252, 908, 1646, 4814, 1197, 786]"
505,5006.0,"[2274, 3001, 3258, 2545, 3939, 3092, 2251, 4656, 809, 4851]"
506,7470.0,"[4446, 4783, 740, 4091, 4827, 2, 647, 903, 908, 1646]"
507,2499.0,"[4091, 2549, 2274, 2454, 459, 1199, 80, 2639, 3643, 3278]"
508,2683.0,"[4783, 740, 4091, 3300, 1252, 2756, 1197, 297, 786, 4782]"
509,5010.0,"[4177, 2274, 4096, 1983, 145, 2730, 989, 2401, 4215, 856]"
510,5010.0,"[14, 2342, 532, 361, 2610, 4035, 1979, 2795, 4086, 1355]"
511,800.0,"[3102, 2610, 1517, 4922, 989, 4045, 3165, 4961, 4652, 203]"
512,4717.0,"[4091, 1984, 125, 1711, 2280, 2155, 2274, 4096, 532, 109]"
513,5010.0,"[4091, 3813, 4894, 1406, 2342, 2274, 4683, 1681, 1706, 4240]"
514,2683.0,"[4091, 2, 647, 1653, 1984, 903, 4814, 648, 2816, 4945]"
515,5180.0,"[908, 1646, 4782, 484, 4918, 708, 2342, 3102, 4245, 18]"
516,2683.0,"[4270, 4783, 2820, 3099, 45, 3068, 3335, 3165, 2050, 1698]"
517,7655.0,"[4683, 2549, 532, 4005, 125, 4642, 960, 1129, 4888, 2949]"
518,3203.0,"[4446, 4091, 648, 4493, 2949, 2256, 2274, 995, 3432, 617]"
519,3184.0,"[4783, 740, 4177, 2549, 4093, 125, 4665, 2949, 1711, 181]"
520,5319.0,"[4091, 4894, 4493, 882, 1557, 296, 4945, 2256, 4642, 126]"
521,3203.0,"[647, 4814, 2549, 4164, 2280, 2342, 1694, 284, 23, 276]"
522,5010.0,"[708, 4096, 361, 1868, 1943, 1698, 4086, 3300, 3397, 2063]"
523,5010.0,"[3660, 240, 145, 2773, 4015, 3105, 4918, 4044, 4961, 516]"
524,5010.0,"[648, 88, 125, 2949, 586, 3397, 4245, 532, 4683, 803]"
525,3203.0,"[4091, 983, 3732, 125, 2467, 669, 2342, 2274, 3438, 4642]"
526,3203.0,"[98, 4642, 361, 1215, 4344, 2773, 4106, 1074, 2420, 56]"
527,5010.0,"[416, 361, 80, 240, 459, 3103, 2342, 2949, 647, 125]"
528,7655.0,"[1984, 1646, 648, 4093, 125, 2377, 2280, 2454, 1535, 109]"
529,800.0,"[1252, 989, 2903, 4302, 2317, 303, 1238, 2210, 18, 348]"
530,2499.0,"[907, 3953, 509, 1728, 2217, 740, 1605, 4098, 1595, 4642]"
531,5010.0,"[708, 2949, 4738, 416, 4642, 1681, 617, 2499, 4960, 1582]"
532,4717.0,"[2155, 647, 2224, 457, 3483, 2499, 1835, 2455, 1522, 1306]"
533,4253.0,"[4783, 740, 647, 3551, 983, 1633, 866, 1089, 648, 1690]"
534,2499.0,"[647, 2949, 917, 4091, 1828, 2454, 125, 217, 2536, 127]"
535,6335.0,"[4783, 284, 4573, 741, 1087, 4445, 882, 960, 3285, 647]"
536,5010.0,"[1646, 786, 648, 708, 4683, 2454, 3335, 112, 245, 2902]"
537,5010.0,"[647, 2949, 2599, 945, 3337, 1519, 2274, 960, 2562, 1846]"
538,5010.0,"[4446, 648, 2102, 989, 655, 283, 1007, 555, 203, 1276]"
539,3203.0,"[1646, 1022, 648, 2280, 2342, 960, 4683, 2852, 200, 1774]"
540,5010.0,"[361, 416, 4803, 4874, 1519, 3022, 4683, 4649, 1485, 2274]"
541,3203.0,"[4091, 255, 708, 4683, 692, 134, 3319, 361, 1684, 648]"
542,2683.0,"[740, 4177, 647, 983, 1197, 786, 2549, 2848, 3732, 125]"
543,5319.0,"[4005, 2342, 2949, 1681, 2862, 3282, 3335, 1418, 2454, 3369]"
544,5010.0,"[4783, 1984, 2756, 1755, 125, 4642, 4106, 698, 882, 1418]"
545,5010.0,"[1357, 4738, 4477, 4091, 4709, 3102, 2610, 4683, 268, 2143]"
546,7213.0,"[4446, 4783, 740, 1906, 812, 647, 2756, 908, 1646, 3037]"
547,5010.0,"[361, 4106, 989, 4392, 1455, 4783, 4698, 4001, 3949, 459]"
548,6906.0,"[276, 2342, 2377, 2086, 2368, 72, 1835, 3628, 30, 3715]"
549,3203.0,"[4275, 3510, 588, 2210, 2200, 1504, 1074, 42, 3660, 1270]"
550,5010.0,"[4091, 908, 1854, 361, 4707, 4940, 3915, 2238, 3453, 172]"
551,7449.0,"[1646, 1711, 2608, 1736, 2274, 4096, 3510, 361, 2499, 4106]"
552,7449.0,"[754, 2274, 4642, 145, 882, 2086, 4783, 4637, 3048, 2444]"
553,2499.0,[]
554,6906.0,"[648, 2549, 1711, 4691, 3198, 1681, 3519, 2975, 94, 2903]"
555,7655.0,"[4091, 1984, 1755, 2949, 2454, 268, 4573, 4179, 4961, 1951]"
556,6906.0,"[648, 1740, 54, 2210, 4888, 3497, 145, 2063, 4086, 989]"
557,6906.0,"[2355, 3092, 145, 4270, 2222, 4718, 4005, 2945, 4194, 3862]"
558,2499.0,"[4945, 2342, 361, 4005, 505, 2447, 4034, 1129, 1478, 1751]"
559,2499.0,"[3564, 4535, 2459, 569, 2543, 465, 62, 4870, 4642, 938]"
560,4987.0,"[1646, 484, 708, 4573, 4005, 145, 3164, 754, 3335, 4096]"
561,6335.0,"[4446, 4783, 740, 4091, 4177, 3300, 4827, 2, 647, 1252]"
562,2499.0,"[569, 2280, 470, 4245, 395, 106, 1522, 953, 1860, 4986]"
563,6906.0,"[3018, 186, 3685, 2773, 4396, 4642, 361, 2342, 648, 3704]"
564,1511.0,"[4446, 740, 4091, 4177, 1984, 903, 3551, 3050, 4814, 866]"
565,2499.0,"[125, 2949, 4831, 1437, 2548, 3420, 3660, 1464, 4342, 3818]"
566,5006.0,"[1984, 908, 2549, 125, 4836, 1740, 4245, 4683, 284, 4642]"
567,7655.0,"[4573, 2949, 3732, 1952, 647, 2050, 3439, 4955, 4788, 3908]"
568,2499.0,"[125, 983, 4501, 2749, 1828, 204, 2501, 885, 4642, 366]"
569,7655.0,"[4446, 4177, 1252, 1646, 193, 2949, 725, 2283, 4954, 3685]"
570,6276.0,"[1740, 2454, 66, 112, 1681, 125, 1443, 1646, 27, 647]"
571,2499.0,"[4177, 2848, 3810, 2377, 2718, 2274, 4096, 361, 2470, 1517]"
572,3203.0,"[648, 2549, 193, 125, 2949, 1556, 413, 2246, 2280, 3685]"
573,4717.0,"[361, 1522, 2949, 4284, 3282, 2355, 708, 1646, 4783, 2639]"
574,2683.0,"[740, 2549, 193, 2949, 2280, 2274, 4096, 1455, 1531, 2356]"
575,2499.0,"[4783, 647, 2274, 2996, 1237, 989, 882, 827, 2320, 3342]"
576,5006.0,"[740, 908, 1646, 648, 2549, 125, 2256, 3685, 532, 416]"
577,2499.0,"[2549, 2256, 4683, 361, 397, 2179, 502, 664, 4005, 4342]"
578,5319.0,"[4091, 647, 1089, 4482, 484, 125, 2280, 4341, 3102, 4303]"
579,2499.0,"[679, 238, 2342, 1722, 2274, 3905, 4642, 361, 3424, 989]"
580,2499.0,"[4918, 586, 2342, 4642, 3496, 361, 4650, 4457, 1951, 2604]"
581,5006.0,"[647, 9, 4918, 708, 3185, 3685, 2274, 268, 2773, 295]"
582,2499.0,"[4091, 4738, 2021, 4005, 3424, 4106, 4843, 3817, 3410, 1270]"
583,2499.0,"[740, 1755, 181, 3715, 361, 505, 1921, 3282, 4284, 2800]"
584,3184.0,"[3791, 2951, 4615, 300, 193, 4922, 532, 284, 2773, 3378]"
585,5010.0,"[4091, 2549, 4634, 1711, 2342, 4842, 3905, 772, 2499, 4798]"
586,2499.0,"[2280, 361, 2751, 3732, 2988, 740, 125, 2829, 4899, 4226]"
587,7655.0,"[4177, 2280, 4642, 4270, 852, 1474, 4573, 2949, 1646, 4274]"
588,5010.0,"[4091, 4814, 1197, 2549, 2280, 2599, 4926, 803, 1074, 1557]"
589,3203.0,"[4091, 1646, 2280, 3078, 1562, 532, 4683, 361, 1719, 688]"
590,5006.0,"[1238, 4718, 4390, 1217, 3491, 741, 2136, 3914, 71, 4069]"
591,3203.0,"[193, 2949, 3564, 567, 3519, 2747, 2355, 181, 4665, 125]"
592,5010.0,"[2949, 2773, 4642, 3715, 2274, 157, 989, 125, 960, 4950]"
593,3184.0,"[125, 2105, 2342, 2274, 4096, 276, 989, 1911, 331, 3483]"
594,3203.0,"[125, 945, 4352, 2549, 946, 37, 4642, 2924, 1517, 1470]"
595,2499.0,"[2280, 4683, 1623, 4270, 4131, 2474, 1667, 2086, 4382, 713]"
596,3203.0,"[648, 2095, 2401, 2829, 1074, 4256, 4961, 3828, 2632, 23]"
597,3203.0,"[1252, 2549, 193, 2377, 2274, 416, 23, 1531, 361, 4219]"
598,3203.0,"[3243, 978, 2848, 1952, 3510, 577, 1306, 1313, 989, 3782]"
599,3203.0,"[3506, 4945, 3483, 145, 2336, 983, 4501, 361, 2251, 1074]"
600,6906.0,"[711, 945, 449, 2063, 361, 4270, 345, 4352, 3564, 1646]"
601,5010.0,"[936, 4318, 4652, 1646, 145, 4302, 3102, 708, 1074, 772]"
602,2499.0,[]
603,5010.0,"[740, 908, 4493, 2949, 2105, 3102, 960, 4573, 2125, 1517]"
604,1168.0,"[2256, 361, 1074, 1522, 648, 1263, 2549, 1821, 3687, 4922]"
605,2499.0,"[647, 88, 2342, 3258, 4005, 3424, 3564, 3987, 1056, 3785]"
606,6906.0,"[4446, 4091, 4177, 648, 3068, 1667, 1835, 3094, 256, 240]"
607,2499.0,"[544, 361, 3092, 2155, 3369, 416, 4005, 2949, 2474, 1287]"
608,5006.0,"[740, 903, 908, 4493, 708, 125, 2342, 2274, 345, 37]"
609,7655.0,"[740, 647, 1252, 908, 4782, 484, 2342, 3102, 4096, 2988]"
610,3203.0,"[989, 4005, 3564, 2454, 3576, 2280, 1984, 4720, 648, 4941]"
611,2499.0,"[647, 983, 3432, 397, 4798, 1571, 1667, 2949, 2256, 3078]"
612,2499.0,"[882, 361, 80, 1667, 927, 3233, 3068, 3593, 127, 1479]"
613,6906.0,"[2377, 4738, 1178, 3928, 416, 1341, 3198, 4642, 983, 2993]"
