user,include,item list
314,7233,"[3342, 1633, 3347, 1686, 2421, 3052, 3930, 281, 3650, 2197]"
315,2131,"[88, 3885, 411, 99, 1821, 4560, 1739, 1822, 2251, 1324]"
316,7655,"[708, 2222, 2251, 1578, 80, 1519, 3018, 2795, 2274, 946]"
317,1093,"[2139, 3198, 3420, 855, 645, 4533, 1214, 4188, 88, 2086]"
318,1124,"[855, 2150, 1100, 3510, 4661, 2680, 1721, 3738, 4955, 4778]"
319,2816,"[4533, 1178, 1667, 2139, 343, 1197, 4203, 3753, 3636, 4659]"
320,3484,"[2599, 24, 15, 4382, 3685, 4765, 1262, 2421, 907, 4292]"
321,3355,"[3314, 1936, 3436, 4392, 3324, 1911, 4393, 837, 4524, 2222]"
322,5010,"[4561, 4301, 1522, 2377, 3459, 1667, 4049, 3799, 1470, 398]"
323,1833,"[3427, 2514, 3185, 2204, 4396, 2778, 3553, 1076, 3928, 879]"
324,6270,"[647, 983, 617, 80, 532, 3612, 2160, 789, 2638, 1287]"
325,1388,"[4167, 4501, 663, 4115, 4870, 2532, 132, 341, 3813, 3453]"
326,6324,"[3438, 4922, 4044, 4228, 3121, 4090, 577, 172, 4152, 1755]"
327,6654,"[1005, 4382, 2377, 15, 1096, 3483, 2430, 4557, 802, 616]"
328,7470,"[2445, 2779, 2661, 516, 1613, 4665, 3949, 1561, 4674, 4501]"
329,1168,"[145, 4961, 3459, 1313, 2105, 4710, 3192, 2210, 3001, 2511]"
330,3203,"[4319, 4725, 3238, 4531, 2887, 240, 922, 3942, 4910, 3497]"
331,6696,"[3142, 2575, 4615, 953, 4053, 285, 3645, 4396, 4069, 1605]"
332,3203,"[1667, 3041, 3102, 3778, 1728, 4396, 2903, 634, 3262, 4869]"
333,5319,"[4290, 3462, 1709, 4434, 3663, 2251, 1008, 2105, 1495, 2439]"
334,1252,"[522, 1152, 1715, 2784, 1835, 2191, 1519, 3446, 923, 4143]"
335,1252,"[4581, 1706, 4533, 1821, 2100, 4634, 1465, 522, 1715, 1630]"
336,2499,"[908, 648, 484, 708, 2739, 532, 4481, 2950, 107, 45]"
337,5966,"[276, 2256, 3003, 2843, 3895, 1443, 839, 2162, 3939, 3022]"
338,7213,"[2356, 240, 3425, 940, 483, 2876, 2993, 2953, 2799, 145]"
339,4987,"[3424, 4698, 284, 1951, 4709, 1725, 261, 1713, 4599, 1270]"
340,5006,"[2355, 193, 4091, 505, 72, 157, 391, 297, 80, 804]"
341,3484,"[4101, 1037, 3685, 3347, 3869, 4945, 70, 108, 4029, 1550]"
342,8021,"[183, 320, 2392, 3730, 1252, 2217, 3879, 3152, 1471, 1465]"
343,2816,"[1667, 633, 2139, 137, 4533, 1133, 1738, 3459, 3524, 719]"
344,5825,"[883, 2987, 663, 3185, 2232, 4783, 3227, 4893, 1172, 3151]"
345,4836,"[4874, 361, 3685, 2021, 4194, 3823, 4342, 4292, 10, 1580]"
346,4964,"[647, 571, 1970, 932, 2957, 1205, 3198, 1455, 3805, 2958]"
347,332,"[3290, 2175, 4318, 2445, 3116, 2189, 3307, 1287, 4674, 3573]"
348,5319,"[1252, 3732, 4918, 1128, 238, 2568, 2105, 4836, 2674, 1008]"
349,5915,"[4910, 4489, 3908, 3565, 1240, 4533, 1791, 2988, 1162, 1778]"
350,3203,"[331, 3335, 484, 4398, 4596, 2354, 1995, 1715, 676, 2996]"
351,7258,"[69, 4469, 2377, 3463, 437, 2118, 2657, 1080, 4233, 740]"
352,2499,"[95, 708, 2075, 1178, 4601, 3780, 789, 1936, 2111, 107]"
353,3355,"[4463, 2445, 2342, 186, 3037, 2120, 1582, 45, 1116, 2207]"
354,1124,[]
355,4574,"[809, 2031, 2872, 2304, 320, 2221, 3015, 711, 3143, 1337]"
356,1119,"[2348, 3459, 3164, 3096, 2549, 3427, 373, 2436, 2912, 687]"
357,4964,"[3389, 336, 3607, 3650, 1854, 1821, 4243, 3423, 2873, 4203]"
358,3723,"[4086, 2987, 181, 116, 1501, 459, 2912, 4377, 2342, 1706]"
359,6324,"[3438, 2158, 3300, 1633, 357, 3780, 3795, 4953, 2861, 1190]"
360,1257,"[1523, 4005, 3600, 3677, 1486, 4373, 3100, 225, 664, 2516]"
361,4987,"[1519, 284, 109, 3067, 4757, 2050, 1382, 738, 829, 454]"
362,2816,"[3459, 1667, 1504, 1178, 536, 3630, 4533, 160, 633, 3409]"
363,7367,"[4724, 2944, 1936, 1964, 882, 125, 4088, 4642, 978, 4798]"
364,5180,[]
365,2832,"[3496, 983, 4396, 3663, 617, 3386, 1667, 3905, 3210, 14]"
366,4253,[]
367,2832,"[617, 1128, 4396, 14, 1667, 4767, 2161, 3905, 845, 234]"
368,332,[]
369,3668,"[437, 4245, 4692, 1491, 4790, 1332, 396, 1970, 160, 4012]"
370,5825,"[4783, 4379, 629, 2987, 4570, 1549, 4622, 3185, 3151, 1201]"
371,63,"[4798, 4966, 708, 3436, 45, 807, 3995, 4318, 925, 3965]"
372,4253,"[772, 2973, 1321, 3593, 2315, 2639, 2908, 1252, 1178, 1522]"
373,7233,"[3198, 458, 1080, 2524, 3781, 1686, 2421, 4194, 4579, 1224]"
374,800,"[2549, 1711, 1705, 98, 4759, 3483, 1747, 1681, 4507, 4408]"
375,4308,"[839, 4778, 2118, 4927, 3486, 1623, 4349, 3144, 2256, 4459]"
376,4717,"[4573, 3459, 45, 205, 3650, 484, 2370, 1926, 2756, 189]"
377,2509,"[532, 1287, 241, 1946, 770, 320, 1790, 4783, 3269, 4490]"
378,590,[]
379,5010,"[4005, 217, 1169, 2996, 2799, 1764, 1069, 1886, 2097, 4640]"
380,1093,"[2086, 833, 2251, 1752, 3795, 2139, 3168, 1970, 1778, 4436]"
381,4253,"[1357, 2105, 772, 3949, 1178, 3779, 1531, 2187, 4411, 2989]"
382,342,"[4341, 2610, 3543, 255, 231, 3624, 391, 4575, 4717, 856]"
383,342,"[4960, 4254, 4717, 856, 4140, 976, 3543, 4341, 2203, 255]"
384,3484,"[15, 1037, 2158, 3685, 1493, 1262, 370, 4202, 1430, 2473]"
385,7655,"[2987, 415, 3168, 4826, 1715, 1571, 4298, 680, 708, 4817]"
386,5298,"[2619, 4393, 3967, 3888, 326, 3696, 3647, 2390, 3472, 2295]"
387,393,"[836, 4270, 2139, 395, 4284, 21, 909, 99, 1100, 4239]"
388,4623,"[1736, 2988, 1306, 3381, 2540, 27, 3510, 4252, 2608, 2095]"
389,8021,"[276, 71, 3565, 2703, 2088, 1597, 4527, 3138, 4261, 3802]"
390,7449,"[767, 4981, 1585, 2769, 4798, 4393, 1400, 3483, 2160, 657]"
391,1388,"[4167, 3442, 3923, 4366, 516, 4565, 2666, 1684, 2614, 2544]"
392,2320,"[1611, 2970, 3086, 3018, 1495, 1341, 1667, 3732, 3003, 4954]"
393,590,[]
394,4717,"[3459, 948, 3582, 2718, 2958, 2638, 4573, 4470, 4517, 2682]"
395,5695,"[3591, 3226, 4071, 2178, 3267, 2295, 1181, 1828, 182, 3910]"
396,1168,"[505, 4961, 1369, 66, 3652, 542, 3198, 1160, 2138, 3165]"
397,2832,"[3575, 3111, 3210, 2082, 983, 1667, 617, 4396, 14, 1162]"
398,5185,"[3335, 1494, 12, 266, 3300, 1611, 665, 173, 1980, 4720]"
399,800,"[1371, 740, 1646, 9, 3483, 2304, 1823, 1846, 4651, 119]"
400,1119,"[2401, 2549, 1894, 3164, 4493, 1087, 2665, 3459, 3428, 251]"
401,5648,"[3805, 402, 1690, 4955, 1564, 4683, 160, 1604, 1600, 2895]"
402,3723,"[2311, 2582, 1751, 617, 181, 2912, 2691, 2342, 669, 457]"
403,5319,"[1102, 3732, 4290, 3755, 238, 1430, 2436, 3782, 2105, 744]"
404,2131,"[3942, 1069, 411, 3292, 4626, 4560, 1739, 3600, 1053, 131]"
405,2856,"[4047, 3182, 3685, 3061, 4465, 4509, 3928, 986, 1856, 96]"
406,6276,"[361, 1088, 4899, 4128, 4469, 1764, 2548, 3497, 4477, 302]"
407,3203,"[1711, 1404, 1333, 4893, 245, 544, 240, 505, 4014, 3045]"
408,7449,"[2088, 630, 205, 214, 3314, 98, 203, 4463, 4084, 2738]"
409,1093,"[2086, 2139, 4533, 4995, 1690, 2722, 1087, 3100, 4128, 413]"
410,335,"[976, 3314, 3949, 3043, 1943, 3519, 1984, 4599, 3227, 2088]"
411,5825,[]
412,4717,"[4665, 196, 3459, 3859, 3792, 998, 1674, 586, 1879, 1472]"
413,1833,"[4527, 1252, 3928, 3873, 4945, 4283, 4396, 2146, 1139, 2887]"
414,4964,"[554, 647, 1873, 3650, 1854, 617, 3198, 1704, 3571, 2958]"
415,4863,"[145, 4088, 4005, 3061, 4386, 1236, 4497, 2575, 2931, 2940]"
416,7642,"[54, 1554, 655, 3898, 201, 3441, 3406, 4501, 2445, 4778]"
417,3502,"[3152, 4390, 4635, 2334, 1722, 4216, 2652, 1695, 4143, 34]"
418,7233,"[4194, 1224, 2524, 1871, 2996, 844, 3424, 4912, 1581, 4233]"
419,7642,"[4569, 4461, 2894, 95, 4960, 4501, 3436, 4261, 2088, 4841]"
420,7557,"[648, 1879, 3444, 3949, 285, 2088, 337, 116, 2051, 2784]"
421,1910,"[4683, 3011, 4005, 3939, 197, 3421, 2949, 3381, 2015, 3226]"
422,1124,"[3510, 4047, 1617, 2968, 4195, 4564, 1604, 4640, 2139, 4453]"
423,3723,"[2311, 1455, 3210, 4596, 571, 248, 3474, 2125, 2248, 3109]"
424,6276,"[4583, 361, 4683, 3308, 4096, 439, 4005, 115, 3475, 3225]"
425,4987,"[3067, 284, 4493, 1648, 4101, 1708, 4298, 2494, 165, 109]"
426,3723,"[181, 2342, 4722, 4842, 3715, 617, 2125, 4396, 4377, 4757]"
427,6906,"[4783, 2908, 2220, 2911, 2265, 2274, 2621, 708, 4043, 154]"
428,1124,"[3510, 3217, 855, 1555, 458, 2139, 4453, 4661, 969, 4778]"
429,800,"[326, 945, 2527, 1711, 740, 3715, 1253, 3781, 1646, 4299]"
430,5319,"[240, 2251, 4918, 796, 3654, 1192, 238, 183, 1698, 4836]"
431,342,"[3962, 2610, 2470, 4987, 4570, 3479, 2203, 4254, 255, 2821]"
432,2683,"[214, 4493, 1719, 2638, 1494, 4981, 1522, 3328, 936, 2481]"
433,2832,"[1667, 4396, 1648, 4927, 4499, 2548, 3778, 983, 14, 56]"
434,2320,"[3018, 2639, 1880, 1611, 1667, 4954, 1495, 1556, 2970, 1200]"
435,4623,"[2988, 2056, 3510, 784, 1501, 27, 1555, 4382, 1455, 3413]"
436,7946,[]
437,5006,"[983, 88, 1880, 505, 1632, 4640, 1715, 2062, 3567, 2355]"
438,7449,"[3647, 630, 1124, 230, 214, 4798, 330, 2478, 4481, 391]"
439,2131,"[2229, 3885, 3816, 4912, 24, 1341, 1493, 3292, 105, 2251]"
440,1910,"[3421, 4910, 3011, 4830, 3794, 4645, 4683, 1592, 3436, 3888]"
441,5825,"[4783, 1048, 1697, 2987, 1128, 1172, 4813, 1121, 1201, 4893]"
442,7557,"[648, 1984, 2247, 2908, 1087, 1879, 403, 3930, 1331, 1690]"
443,4717,"[3459, 320, 617, 2235, 1755, 38, 3625, 1945, 357, 789]"
444,2131,"[4110, 3600, 855, 251, 88, 570, 1486, 1069, 4338, 2318]"
445,1910,"[4005, 4814, 3813, 4683, 416, 2305, 3097, 3939, 3888, 3436]"
446,3668,"[4245, 1795, 3759, 437, 4670, 3431, 1136, 4302, 796, 4714]"
447,6276,"[4683, 1753, 4005, 4337, 1005, 127, 794, 1245, 88, 4517]"
448,1329,"[2384, 3930, 53, 1548, 505, 4676, 2549, 704, 281, 183]"
449,1388,"[4501, 3923, 4573, 988, 3453, 2022, 2178, 1684, 811, 185]"
450,3497,"[4798, 3861, 2756, 3865, 3777, 3650, 2243, 1460, 4059, 1172]"
451,590,"[193, 3335, 4790, 4177, 1715, 3932, 605, 4826, 99, 3685]"
452,7213,"[361, 198, 4578, 4748, 3067, 4342, 1933, 145, 1137, 2621]"
453,7946,"[1324, 3344, 1611, 2549, 2313, 3183, 691, 4524, 2348, 88]"
454,800,"[3828, 1571, 945, 1400, 2549, 1713, 1121, 4756, 740, 4651]"
455,7449,"[1343, 4737, 1024, 4198, 3314, 98, 3168, 4481, 2160, 4701]"
456,2832,"[1667, 617, 56, 3143, 4396, 14, 928, 983, 3111, 1648]"
457,7642,"[248, 3783, 40, 3835, 4960, 2445, 2031, 4778, 4501, 116]"
458,3668,"[4665, 1491, 1650, 4670, 4790, 1332, 1970, 4245, 3759, 4012]"
459,7946,"[2549, 1324, 3338, 3142, 946, 1673, 3795, 49, 2436, 3736]"
460,8021,"[1252, 3565, 2639, 2703, 1465, 71, 807, 4047, 4954, 895]"
461,1119,"[3335, 2549, 3459, 2912, 1149, 1026, 221, 99, 373, 1087]"
462,4836,"[361, 2006, 3459, 3369, 2, 4194, 911, 126, 3342, 4292]"
463,2832,"[234, 3275, 1667, 3778, 983, 1128, 4396, 3143, 2822, 617]"
464,7946,"[1270, 2549, 983, 2101, 4317, 130, 1548, 3900, 4290, 4248]"
465,7557,"[648, 3267, 4383, 236, 2508, 3032, 135, 1122, 4945, 1317]"
466,4574,"[1371, 1157, 1548, 1337, 2221, 3923, 3015, 1922, 4799, 3774]"
467,4964,"[3198, 4899, 3227, 1854, 4966, 3805, 1821, 571, 554, 3392]"
468,3355,"[3230, 186, 2342, 4393, 2445, 3037, 2656, 2326, 3389, 1943]"
469,3502,[]
470,2832,"[3496, 2161, 3233, 14, 4396, 3275, 2990, 1128, 3386, 4499]"
471,6696,"[4803, 4745, 1751, 1601, 2912, 3142, 3740, 4554, 1240, 813]"
472,2131,"[1235, 3347, 2654, 2251, 2890, 1821, 1449, 1486, 3292, 1324]"
473,3203,"[1682, 3335, 633, 1711, 3198, 4740, 3036, 3045, 4047, 4533]"
474,2148,"[3817, 4252, 3386, 983, 3381, 3963, 1904, 4171, 600, 2968]"
475,393,[]
476,332,"[453, 681, 1926, 1331, 4207, 2530, 234, 2031, 2638, 2265]"
477,4308,"[839, 2988, 2256, 4349, 4814, 4676, 1020, 4810, 198, 2377]"
478,5915,[]
479,1168,"[66, 2536, 2978, 2682, 3584, 2271, 3463, 2105, 4653, 2392]"
480,3502,"[1695, 723, 4216, 3391, 211, 4396, 3576, 3152, 4994, 558]"
481,393,"[4270, 3068, 3917, 200, 4216, 3805, 1671, 4284, 3229, 1504]"
482,5648,"[4683, 145, 3287, 4955, 3221, 53, 4214, 2251, 788, 1008]"
483,3217,"[903, 2549, 193, 4493, 4634, 2256, 3685, 465, 1505, 3630]"
484,2509,"[2319, 532, 1946, 36, 1287, 3269, 1812, 2649, 1945, 2440]"
485,4623,"[3510, 356, 449, 2412, 4735, 3496, 2509, 4194, 4031, 4400]"
486,4623,"[160, 2095, 3794, 2256, 1306, 302, 3510, 46, 4661, 1178]"
487,7470,"[4394, 2474, 3095, 1782, 4791, 3519, 231, 2409, 1855, 1943]"
488,4987,"[3424, 301, 2188, 1725, 308, 284, 1519, 1776, 4599, 2688]"
489,6276,"[1074, 361, 357, 960, 4275, 1550, 3308, 4724, 4682, 1382]"
490,1511,[]
491,4623,"[695, 4955, 1048, 4968, 4382, 160, 3791, 4778, 1455, 4252]"
492,6276,"[361, 3145, 4337, 4683, 2548, 3497, 4603, 4036, 2095, 4275]"
493,5695,"[4601, 1181, 2076, 3267, 3813, 702, 2847, 2884, 2769, 3647]"
494,2320,"[1556, 3018, 4640, 1200, 2970, 1667, 1409, 1611, 1288, 60]"
495,3203,"[3102, 4477, 732, 246, 484, 3459, 176, 3897, 4499, 2919]"
496,63,"[708, 2445, 488, 1911, 79, 509, 3034, 430, 998, 367]"
497,6696,"[953, 4752, 3057, 4443, 4091, 3511, 3394, 1151, 4971, 732]"
498,7449,"[845, 3647, 2295, 98, 4513, 391, 2206, 3491, 2821, 2688]"
499,3497,"[44, 3982, 2215, 1400, 3285, 2248, 3143, 2280, 3545, 846]"
500,2832,"[3216, 617, 2548, 3575, 1623, 234, 3778, 928, 3210, 4396]"
501,5298,"[3226, 4071, 2223, 2632, 2250, 177, 3421, 3888, 3484, 3307]"
502,2509,"[241, 1287, 852, 4783, 1478, 1357, 532, 2726, 2440, 3924]"
503,6654,"[302, 4226, 477, 3483, 4382, 3681, 4668, 3584, 2165, 2105]"
504,3440,"[1906, 1252, 2102, 449, 1682, 4723, 4335, 2782, 4851, 2801]"
505,5695,"[3226, 702, 4149, 270, 2160, 583, 2250, 3962, 3267, 186]"
506,3497,"[2280, 465, 2996, 4828, 1412, 3417, 2740, 4394, 4798, 3667]"
507,1168,"[145, 66, 4233, 2, 1480, 2083, 169, 495, 3040, 4187]"
508,1119,"[2549, 3335, 3459, 2970, 3164, 1055, 3628, 1715, 1133, 4493]"
509,4863,"[2639, 1633, 4005, 2940, 3917, 4551, 266, 145, 123, 2931]"
510,1388,"[2530, 1684, 4870, 4167, 30, 4599, 4408, 3813, 3453, 488]"
511,4096,"[311, 1684, 4177, 4001, 522, 949, 1679, 2287, 4970, 2514]"
512,7367,"[125, 4642, 4841, 882, 2511, 3575, 2436, 430, 713, 4177]"
513,7946,"[4142, 983, 4290, 1611, 2436, 3183, 3900, 2348, 3165, 1711]"
514,6335,"[4955, 4918, 1088, 2155, 1037, 1362, 4683, 3798, 923, 2522]"
515,7642,"[54, 4778, 3571, 3423, 2607, 1048, 2088, 4467, 4981, 4960]"
516,5319,"[4306, 744, 4949, 3559, 4233, 4893, 3780, 2703, 1351, 2635]"
517,5006,"[983, 803, 780, 2684, 484, 361, 1050, 4477, 1960, 1184]"
518,2320,"[1611, 4312, 2866, 1556, 1667, 4564, 2639, 1224, 4097, 1708]"
519,3355,"[2656, 3383, 2207, 4457, 341, 4393, 4084, 2342, 3324, 698]"
520,1252,"[1252, 4143, 1519, 1970, 4104, 3155, 1617, 4390, 3785, 2229]"
521,7449,"[475, 98, 3958, 1355, 95, 330, 4916, 1071, 3647, 2958]"
522,7946,"[1270, 4164, 2549, 1711, 1324, 4290, 2149, 4940, 3781, 4248]"
523,5966,"[586, 3337, 2657, 3939, 3022, 2162, 3810, 839, 1465, 1863]"
524,1093,"[191, 1752, 4533, 391, 1169, 4615, 3533, 3198, 2717, 2139]"
525,3497,"[2280, 2503, 4876, 4960, 177, 3285, 1128, 2326, 1628, 2248]"
526,6324,"[581, 3300, 2861, 4335, 3438, 1190, 577, 4577, 3454, 3795]"
527,5180,"[331, 4194, 217, 3676, 3841, 3685, 294, 324, 3060, 268]"
528,4836,"[361, 1254, 2188, 3774, 3607, 3685, 241, 254, 2217, 2586]"
529,5825,"[2608, 3865, 2955, 936, 571, 663, 2607, 4207, 248, 1946]"
530,2509,"[320, 3971, 532, 554, 1287, 1790, 3619, 1946, 488, 2319]"
531,1910,"[114, 1828, 4683, 3005, 2163, 2522, 3381, 4005, 214, 2809]"
532,2832,"[983, 2506, 3233, 1973, 2990, 1623, 1667, 3210, 14, 3275]"
533,1168,"[3165, 2105, 4445, 3198, 1445, 1923, 4036, 3413, 145, 4049]"
534,298,"[416, 4698, 3652, 3121, 935, 4961, 4752, 10, 200, 569]"
535,3497,"[4064, 1896, 2478, 3581, 2510, 180, 1026, 3285, 4960, 3865]"
536,5825,"[4783, 1128, 2987, 4193, 2350, 571, 663, 2608, 1470, 2972]"
537,1119,"[2401, 2970, 3768, 3628, 251, 3335, 3420, 2549, 2912, 2964]"
538,6906,"[1715, 205, 2280, 3085, 3660, 2274, 772, 3024, 1362, 125]"
539,1252,"[2462, 1715, 165, 3880, 1963, 3559, 4833, 4286, 4188, 700]"
540,7233,"[3198, 2421, 4194, 1686, 3338, 161, 4912, 605, 844, 404]"
541,1257,"[4005, 3145, 321, 664, 4867, 1602, 598, 1441, 3289, 2146]"
542,590,"[2639, 4986, 617, 4177, 3604, 33, 4553, 2699, 3612, 4767]"
543,3203,"[505, 83, 4847, 2736, 1129, 324, 2897, 1611, 3654, 131]"
544,1257,"[321, 3928, 3041, 3446, 2462, 69, 664, 2902, 1633, 4005]"
545,7367,"[4177, 125, 3314, 2548, 941, 1694, 1788, 4798, 3607, 4642]"
546,7557,"[1252, 2756, 403, 2291, 1854, 20, 4126, 1174, 2310, 3949]"
547,1093,"[1089, 3258, 4128, 2717, 1564, 2251, 2232, 1375, 3155, 3262]"
548,3502,"[2101, 1933, 4635, 1583, 3289, 3628, 605, 2510, 3880, 3333]"
549,5298,"[3519, 2632, 4511, 3854, 4481, 3444, 326, 3888, 68, 3910]"
550,1124,"[2139, 4226, 1988, 2813, 81, 4718, 4778, 3738, 4398, 1617]"
551,1257,"[3979, 1605, 3885, 664, 4188, 217, 442, 1667, 1695, 1602]"
552,2131,"[1341, 1821, 313, 2251, 2447, 251, 3600, 3347, 99, 3781]"
553,3440,[]
554,7642,"[2445, 2474, 57, 180, 4778, 2088, 329, 1554, 4981, 95]"
555,2131,"[3885, 3544, 1821, 1739, 1493, 3781, 1069, 4338, 2318, 2524]"
556,3217,"[2256, 4986, 2970, 4579, 193, 1157, 2549, 4142, 3911, 286]"
557,1511,"[2355, 3483, 647, 4783, 3431, 4665, 1821, 121, 3423, 617]"
558,5966,"[276, 3565, 54, 2657, 3003, 3908, 2349, 3060, 3939, 1863]"
559,2856,"[3685, 4691, 4683, 2063, 2548, 2811, 2773, 254, 3003, 1857]"
560,342,"[4268, 4140, 2717, 2649, 4960, 3479, 4617, 2470, 2610, 3862]"
561,1093,"[1089, 413, 586, 3258, 3510, 3198, 109, 2639, 2139, 4537]"
562,2499,"[14, 1879, 990, 4194, 708, 4149, 3483, 3491, 18, 4665]"
563,1329,"[2549, 193, 505, 73, 3037, 2266, 4398, 1983, 580, 4477]"
564,298,"[10, 2608, 4836, 416, 4698, 2522, 3424, 3210, 3509, 935]"
565,1168,"[2682, 4206, 1736, 4709, 145, 175, 2511, 3888, 3165, 209]"
566,3440,"[1252, 449, 1235, 2392, 251, 4751, 2801, 2996, 2300, 2888]"
567,6335,"[2816, 4477, 1088, 3091, 1080, 3651, 4267, 4491, 744, 14]"
568,8021,"[2639, 4096, 332, 1252, 3949, 2088, 2062, 4851, 1904, 1029]"
569,7367,"[125, 4642, 882, 2911, 3314, 3575, 3004, 3154, 4798, 3284]"
570,7213,"[145, 284, 2964, 175, 4814, 3555, 2086, 3891, 2796, 2102]"
571,393,"[4270, 2139, 4497, 2387, 200, 4239, 870, 2976, 1671, 3457]"
572,5298,"[4481, 3519, 2866, 3024, 916, 3647, 3854, 3888, 1071, 3421]"
573,342,"[2721, 554, 4140, 4951, 2203, 4570, 3479, 4960, 4254, 710]"
574,2509,"[1241, 4783, 554, 3971, 3269, 241, 2860, 1357, 1116, 1109]"
575,5180,"[268, 4642, 3944, 1753, 2538, 3650, 3795, 3238, 983, 25]"
576,1257,"[3100, 1695, 4005, 2439, 1600, 3068, 1667, 2146, 3600, 442]"
577,2683,"[1522, 1494, 51, 255, 453, 4394, 1337, 3198, 1178, 953]"
578,332,"[1024, 2530, 3164, 731, 1138, 1289, 2638, 2649, 3647, 45]"
579,5915,"[2988, 3565, 4533, 3516, 2179, 1778, 2347, 2354, 3432, 320]"
580,7213,"[361, 284, 2964, 69, 4090, 152, 2755, 4748, 1740, 3592]"
581,4863,"[145, 4005, 4693, 2801, 2349, 1605, 4497, 4088, 421, 1880]"
582,3497,"[2280, 4960, 2503, 4876, 570, 3628, 2260, 3034, 3265, 211]"
583,1119,"[2549, 1894, 655, 2970, 3459, 2401, 1857, 2443, 2912, 1026]"
584,6335,"[3759, 2155, 4918, 4477, 14, 1023, 1802, 4880, 3815, 4698]"
585,393,"[1069, 688, 836, 4270, 1100, 99, 2885, 3068, 3917, 1988]"
586,3184,"[3565, 3282, 1087, 1617, 548, 674, 744, 2548, 836, 983]"
587,3497,"[2280, 4840, 2326, 4287, 4960, 2756, 989, 465, 2581, 2510]"
588,3502,"[465, 425, 4396, 605, 1653, 3555, 4208, 1722, 984, 802]"
589,1257,"[1695, 2283, 3979, 2513, 3928, 802, 4869, 4005, 332, 2310]"
590,5915,"[1721, 4503, 1841, 1791, 1994, 133, 4267, 2338, 4844, 3347]"
591,1093,"[2639, 874, 2813, 586, 3262, 3217, 2971, 1405, 1519, 4284]"
592,1168,"[145, 2511, 4961, 2536, 444, 880, 66, 1133, 4445, 1736]"
593,590,"[1605, 217, 2639, 193, 4545, 2430, 4302, 1254, 2256, 1556]"
594,335,"[1984, 1684, 554, 3024, 4136, 3923, 234, 4071, 4149, 4394]"
595,6270,"[882, 2342, 3826, 238, 3189, 617, 3335, 1178, 4556, 4396]"
596,332,"[2037, 163, 98, 345, 1496, 126, 3822, 1289, 1984, 998]"
597,2832,"[1667, 3143, 1128, 4767, 2082, 4396, 617, 3657, 2548, 845]"
598,840,"[648, 3782, 4561, 323, 66, 2638, 1762, 1711, 2445, 2520]"
599,4253,"[160, 1522, 4444, 1178, 2639, 2908, 4411, 3613, 3949, 3767]"
600,5915,"[4560, 1778, 4956, 3908, 1087, 442, 2968, 165, 3849, 1162]"
601,2131,"[88, 3942, 131, 2525, 1775, 1821, 704, 1069, 1430, 2251]"
602,4836,[]
603,840,"[617, 4573, 51, 1667, 1562, 3483, 3408, 2609, 2476, 3234]"
604,3203,"[1338, 2313, 1184, 75, 3802, 2155, 3183, 2496, 3497, 2639]"
605,4623,"[1178, 1679, 2256, 1455, 2, 3510, 4718, 2370, 3118, 1857]"
606,63,"[4798, 1561, 1287, 4203, 2401, 45, 2560, 2326, 3865, 708]"
607,3440,"[2300, 4954, 4169, 1961, 4723, 4851, 3060, 2558, 2146, 2996]"
608,2856,"[2548, 2334, 3928, 829, 1178, 1551, 3810, 1405, 373, 4955]"
609,1168,"[145, 3989, 242, 4961, 3652, 187, 925, 1391, 4710, 3869]"
610,3184,"[4945, 4642, 581, 4390, 2904, 4382, 4091, 4302, 2848, 983]"
611,298,"[569, 4005, 3989, 4829, 3652, 416, 10, 3121, 870, 398]"
612,2148,"[730, 2394, 181, 1178, 4762, 1482, 1857, 676, 4337, 3386]"
613,3217,"[2549, 193, 3014, 2702, 4482, 3685, 2256, 2866, 3375, 2224]"
614,1124,"[704, 191, 4640, 2139, 3183, 1762, 855, 1100, 81, 880]"
615,7233,"[3198, 1341, 2197, 3342, 2996, 4233, 3424, 4895, 4101, 1633]"
616,6276,[]
617,5185,"[4382, 4950, 321, 940, 3335, 3953, 4954, 4302, 4826, 521]"
618,342,"[4645, 2395, 4575, 630, 3330, 4341, 2717, 856, 2119, 255]"
619,5825,"[4783, 3151, 1048, 1172, 936, 571, 629, 2608, 1128, 2232]"
620,5915,"[2988, 320, 1333, 1841, 870, 4533, 4910, 1240, 2841, 2354]"
621,7367,"[1984, 1684, 2511, 1936, 2530, 4642, 2200, 4333, 882, 4177]"
622,4717,"[3459, 3226, 3100, 4457, 2610, 3498, 710, 691, 4987, 990]"
623,3355,"[2342, 4841, 326, 3127, 89, 3982, 3109, 657, 2207, 4457]"
624,2856,"[3685, 3003, 1178, 4683, 4767, 558, 916, 2773, 2436, 4955]"
625,5648,"[191, 71, 357, 880, 1087, 4304, 1102, 3224, 1491, 1764]"
626,3217,"[1578, 2549, 2747, 2975, 4101, 2799, 173, 1211, 1200, 193]"
627,7367,"[4177, 125, 3995, 2658, 4642, 2911, 2548, 802, 1911, 4983]"
628,1119,"[4851, 544, 2348, 3335, 3630, 2912, 373, 3201, 1262, 1648]"
629,3497,"[180, 4876, 383, 1400, 3285, 3555, 1691, 1896, 177, 989]"
630,5915,"[2051, 1532, 2988, 320, 2338, 3565, 1087, 866, 1778, 870]"
631,1168,"[4940, 505, 1736, 145, 3173, 2511, 3456, 2138, 3911, 3462]"
632,6654,"[2481, 505, 3322, 1149, 4716, 3922, 3014, 1928, 584, 389]"
