user,include,item list
313,4308,"[1740, 2256, 4349, 1623, 1020, 1306, 4546, 2125, 544, 4836]"
314,4253,"[1306, 1178, 32, 2778, 1200, 252, 4450, 1611, 2854, 2639]"
315,7655,"[786, 2848, 708, 3185, 4128, 3189, 2281, 2274, 348, 3438]"
316,3497,"[4299, 1846, 4287, 4960, 2740, 2280, 1599, 3581, 3555, 1619]"
317,3668,"[1856, 471, 4245, 4790, 3607, 396, 4012, 2063, 1795, 1491]"
318,5825,"[2232, 4783, 2987, 4207, 936, 248, 4939, 3227, 1706, 629]"
319,5648,"[3224, 145, 4683, 2271, 2251, 3262, 4955, 3121, 1219, 1547]"
320,2131,"[2616, 1324, 4338, 131, 2251, 4560, 1739, 2447, 2689, 3781]"
321,6270,"[1118, 4783, 647, 1653, 2756, 908, 983, 1197, 2549, 2848]"
322,2683,"[255, 953, 495, 3307, 4026, 3198, 921, 4194, 543, 1484]"
323,1388,"[4573, 488, 2022, 3063, 2518, 516, 30, 1765, 2530, 2614]"
324,5319,"[4446, 658, 3438, 1270, 3243, 4386, 331, 3732, 240, 4283]"
325,5915,"[565, 870, 2051, 3849, 1030, 1721, 2179, 4910, 1333, 713]"
326,2131,"[411, 1514, 2447, 2832, 4560, 1069, 105, 2251, 855, 99]"
327,6696,"[4147, 3746, 732, 4971, 4708, 4533, 2691, 4098, 2866, 4069]"
328,5915,"[1778, 320, 3849, 1162, 4844, 565, 3432, 713, 636, 1240]"
329,335,"[3116, 1984, 924, 630, 4793, 1209, 1585, 3476, 98, 609]"
330,4836,"[4194, 3459, 1184, 2799, 361, 10, 4344, 2004, 986, 2586]"
331,7258,"[505, 2179, 2694, 2207, 3598, 1418, 2377, 3450, 3930, 2458]"
332,7367,"[4642, 3314, 1856, 2656, 2548, 125, 2452, 736, 2204, 2436]"
333,4717,"[3459, 3209, 1979, 2908, 617, 4005, 2957, 3043, 1755, 2756]"
334,7449,"[98, 4481, 767, 1585, 40, 1209, 330, 3441, 1704, 408]"
335,5168,"[3282, 4444, 3438, 4989, 160, 1270, 3424, 4143, 1055, 3109]"
336,4717,"[484, 1722, 3459, 2610, 2353, 2142, 205, 2972, 331, 182]"
337,5319,"[238, 3900, 2494, 1270, 3058, 4195, 4290, 2251, 1632, 1523]"
338,3502,"[34, 3428, 4396, 4869, 1449, 3880, 2646, 1140, 465, 1224]"
339,2832,"[617, 1667, 4396, 3073, 14, 2811, 3496, 3386, 3111, 2822]"
340,3184,"[674, 4642, 281, 1152, 3282, 983, 2896, 10, 4950, 2976]"
341,7470,"[2530, 3095, 4501, 2661, 3788, 3551, 3479, 3519, 1004, 2619]"
342,332,"[837, 1330, 3445, 1496, 4841, 1398, 1539, 3601, 2503, 3024]"
343,5168,"[193, 558, 565, 2801, 3604, 2872, 3424, 2217, 1960, 3109]"
344,2683,"[1522, 945, 953, 4951, 818, 946, 453, 1921, 1663, 1752]"
345,1329,"[3438, 2970, 2549, 2447, 4390, 2514, 3037, 4600, 193, 4016]"
346,6276,"[4005, 1315, 3497, 960, 1557, 3369, 1382, 88, 130, 1764]"
347,5168,"[3204, 4445, 3424, 3665, 193, 302, 2883, 465, 1960, 4143]"
348,2683,"[4026, 1357, 1567, 1514, 1276, 532, 1879, 3198, 4124, 617]"
349,1093,"[1252, 1169, 3293, 1599, 1492, 730, 3367, 3432, 391, 3955]"
350,840,"[2444, 1012, 40, 4595, 1138, 540, 1464, 4214, 3914, 3467]"
351,3184,"[266, 983, 660, 2439, 3282, 2654, 2294, 25, 2548, 10]"
352,7946,"[4704, 983, 1673, 3533, 1611, 1711, 946, 1736, 1686, 39]"
353,2148,"[1403, 983, 3963, 1456, 4885, 600, 4386, 1904, 2394, 3287]"
354,2683,[]
355,5298,"[3421, 3519, 2632, 802, 3484, 3894, 3024, 4340, 809, 845]"
356,3203,"[484, 2283, 803, 159, 2831, 2903, 176, 1674, 2055, 4725]"
357,4987,"[2830, 1550, 753, 4661, 1951, 3873, 1708, 829, 3710, 3293]"
358,342,"[856, 391, 2610, 554, 288, 1116, 4960, 1893, 2098, 4254]"
359,6335,"[1306, 1362, 4683, 303, 4005, 3381, 4396, 525, 3258, 3189]"
360,7946,"[1428, 3174, 1160, 2549, 3652, 2436, 1411, 3366, 3183, 4142]"
361,335,"[1984, 3406, 1684, 2322, 234, 3519, 283, 1331, 337, 609]"
362,5185,"[2392, 3735, 4826, 4014, 3183, 4877, 4302, 1611, 4954, 2681]"
363,5319,"[2105, 4352, 3767, 2436, 4965, 3224, 1690, 20, 4290, 4568]"
364,3668,[]
365,4253,"[3435, 2639, 1270, 1522, 1357, 1252, 3537, 668, 2778, 2784]"
366,2509,[]
367,4863,"[145, 505, 4005, 3917, 4088, 2639, 2102, 2489, 4497, 3061]"
368,7258,[]
369,1124,"[4955, 4432, 1194, 1736, 3510, 4453, 1142, 2509, 3794, 3047]"
370,3484,"[15, 1493, 3685, 1262, 907, 4765, 1492, 4774, 3837, 216]"
371,6276,"[361, 4745, 513, 1753, 4005, 4337, 58, 4803, 75, 4275]"
372,4096,"[14, 1464, 4001, 272, 69, 4760, 4847, 1684, 2514, 522]"
373,5168,"[1728, 4445, 922, 3820, 4989, 3305, 2501, 2801, 2217, 4590]"
374,5695,"[186, 1613, 2160, 2250, 3285, 1561, 3889, 1979, 4149, 470]"
375,590,"[4888, 1517, 4556, 4545, 2256, 2639, 3685, 1688, 3944, 1894]"
376,3484,"[1492, 3795, 4074, 4579, 1493, 1871, 3685, 1550, 1923, 3612]"
377,7258,"[740, 1409, 1278, 4001, 553, 2694, 2377, 3450, 3017, 777]"
378,7655,[]
379,2509,"[4783, 1357, 4943, 1478, 532, 2446, 1116, 3971, 4828, 2726]"
380,5168,"[565, 4590, 4989, 1728, 3424, 3820, 193, 3305, 544, 1509]"
381,4623,"[1178, 4031, 3496, 4634, 2906, 4661, 2990, 4325, 2256, 4195]"
382,4964,"[2958, 1970, 2595, 647, 3198, 3227, 4899, 554, 1332, 336]"
383,5648,"[4955, 145, 4888, 1671, 3986, 1604, 52, 1142, 4553, 902]"
384,7449,"[1812, 98, 2465, 2295, 2160, 3441, 4592, 4981, 630, 1595]"
385,3484,"[523, 907, 4731, 216, 4398, 2158, 3650, 458, 1075, 1871]"
386,3668,"[3607, 437, 2063, 4665, 880, 4302, 3759, 4138, 3431, 1856]"
387,4574,"[1567, 1550, 2031, 1253, 1371, 1750, 99, 252, 1561, 114]"
388,8021,"[3802, 2097, 183, 2639, 1471, 4275, 4954, 320, 4261, 2940]"
389,4574,"[267, 909, 1922, 1157, 114, 4340, 1371, 30, 630, 1550]"
390,6335,"[4411, 4396, 4950, 4683, 2780, 3798, 2217, 866, 4477, 2301]"
391,1511,"[1646, 1263, 4789, 647, 1960, 2304, 2355, 3423, 976, 3687]"
392,3217,"[2238, 2549, 2256, 193, 2471, 1157, 1578, 2136, 1324, 1192]"
393,1124,[]
394,1257,"[1667, 3145, 1429, 3885, 1602, 4912, 442, 1804, 598, 467]"
395,3184,"[4642, 3963, 362, 1632, 3337, 2848, 10, 928, 3565, 4164]"
396,393,"[99, 2885, 4851, 3736, 389, 1100, 3217, 3183, 20, 1708]"
397,1257,"[2646, 855, 99, 2902, 69, 1429, 802, 3289, 4869, 1695]"
398,3440,"[1448, 4411, 191, 1538, 3329, 4954, 2356, 1906, 1235, 4233]"
399,1252,"[4874, 165, 4658, 1152, 448, 323, 836, 3155, 4143, 4533]"
400,2856,"[4683, 3669, 3753, 1698, 2229, 4955, 215, 3952, 2778, 3685]"
401,5695,"[68, 1024, 3889, 186, 1374, 1613, 1979, 104, 470, 3285]"
402,4717,"[45, 3271, 2058, 2835, 988, 1461, 4961, 3700, 1429, 2444]"
403,7557,"[648, 3258, 1287, 1926, 4949, 953, 1751, 2178, 1509, 1252]"
404,5180,"[3459, 217, 105, 983, 1184, 1288, 3782, 4496, 902, 4642]"
405,1833,"[4396, 3928, 1431, 2616, 2559, 2887, 2885, 2025, 2393, 1545]"
406,7557,"[1317, 1926, 4506, 2874, 2051, 69, 2835, 1737, 698, 1049]"
407,6324,"[3102, 1190, 357, 2888, 2307, 3454, 3221, 4228, 3795, 1429]"
408,3217,"[3375, 4493, 4829, 1211, 193, 3539, 2256, 465, 4986, 1054]"
409,5825,"[4783, 2232, 4193, 2955, 1048, 4813, 4379, 2608, 3185, 1359]"
410,7449,"[2025, 203, 2407, 4569, 104, 2718, 205, 4879, 3483, 1595]"
411,3440,[]
412,7642,"[2175, 116, 4299, 4501, 1048, 2894, 4778, 54, 4981, 4841]"
413,1124,"[1169, 2680, 4226, 4955, 1690, 2968, 4770, 1214, 1736, 200]"
414,5915,"[1008, 3432, 1721, 3146, 713, 3775, 565, 2217, 1870, 2338]"
415,342,"[2610, 2821, 391, 856, 4645, 354, 288, 4717, 2803, 4987]"
416,1833,"[4581, 4396, 2816, 4493, 845, 1263, 4776, 3072, 3446, 2638]"
417,1511,"[4826, 4665, 1263, 391, 1902, 4274, 1475, 2833, 4783, 3151]"
418,840,"[3335, 4913, 3372, 4592, 1988, 1719, 2353, 3483, 2638, 98]"
419,5298,"[845, 3519, 809, 3647, 3024, 4115, 2476, 3307, 1496, 924]"
420,590,"[193, 2639, 373, 3565, 82, 617, 3335, 4986, 4177, 1429]"
421,2148,"[953, 3905, 983, 4310, 1178, 3386, 4252, 3381, 2770, 4171]"
422,298,"[238, 4730, 4005, 10, 4836, 2957, 4829, 4761, 58, 3812]"
423,3484,"[932, 15, 3795, 2266, 1871, 1492, 2421, 4398, 614, 3869]"
424,5298,"[3888, 1253, 114, 3109, 205, 3894, 2632, 4481, 701, 4071]"
425,6324,"[3102, 3121, 4922, 4912, 3780, 3438, 4577, 172, 2843, 4304]"
426,6696,"[1252, 1519, 674, 4533, 3341, 39, 4396, 2866, 2975, 953]"
427,2320,"[3732, 1667, 4044, 1611, 2639, 4954, 1262, 4564, 885, 1708]"
428,4096,"[4001, 14, 1684, 1559, 3990, 343, 272, 3428, 2970, 1688]"
429,7642,"[3168, 57, 4272, 4501, 641, 95, 3436, 4461, 4841, 116]"
430,5695,"[2160, 3480, 583, 3290, 3226, 2178, 470, 3158, 657, 1613]"
431,2131,"[2251, 411, 2654, 1493, 704, 3602, 1739, 4110, 4338, 4626]"
432,6270,"[2549, 2848, 708, 125, 2105, 2281, 284, 4642, 803, 254]"
433,2683,"[205, 3996, 3736, 2548, 4026, 1357, 2189, 617, 245, 945]"
434,4836,"[4344, 3459, 3565, 4194, 361, 1720, 2799, 4874, 4209, 2217]"
435,4964,"[1854, 3198, 40, 2595, 3805, 3227, 586, 1205, 1970, 1704]"
436,3497,[]
437,3440,"[2996, 2392, 4292, 4895, 2, 1089, 2801, 4169, 1906, 4954]"
438,1257,"[1667, 4373, 716, 3391, 1685, 311, 4188, 4912, 285, 69]"
439,5010,"[2848, 4908, 4410, 1464, 1100, 2015, 160, 4723, 3605, 3928]"
440,2499,"[3685, 4879, 391, 1984, 1943, 2037, 1826, 2795, 145, 2538]"
441,6906,"[1984, 125, 4573, 4318, 4525, 1873, 647, 203, 3334, 708]"
442,8021,"[4096, 276, 2392, 4851, 1904, 3802, 4954, 800, 2841, 1150]"
443,1252,"[2459, 252, 1152, 1980, 3081, 1821, 2890, 634, 1630, 1706]"
444,3355,"[3324, 3383, 3436, 4709, 337, 3127, 2656, 2597, 698, 341]"
445,2509,"[4783, 331, 4943, 2440, 3907, 1478, 1287, 2319, 4828, 2860]"
446,5168,"[4989, 2501, 1523, 4590, 1388, 2496, 3109, 3438, 565, 1728]"
447,7213,"[2522, 361, 2621, 1736, 4025, 3675, 69, 2499, 4814, 2377]"
448,3484,"[4731, 4945, 1262, 2421, 2158, 216, 1492, 1550, 3650, 1493]"
449,4863,"[4005, 145, 159, 3917, 505, 4386, 1605, 1633, 1993, 4088]"
450,2148,"[953, 1178, 2033, 1431, 983, 4885, 4658, 143, 55, 4436]"
451,393,"[4270, 704, 3068, 1504, 3917, 4284, 870, 1630, 4090, 1886]"
452,6335,"[2816, 4396, 2903, 1129, 1178, 2199, 2522, 4918, 732, 4553]"
453,6335,"[2179, 4098, 3930, 1133, 4661, 1219, 457, 872, 1037, 4576]"
454,6270,"[647, 2220, 125, 238, 4836, 2280, 617, 2139, 505, 4377]"
455,800,"[740, 4091, 1646, 2549, 3704, 9, 1711, 3185, 3392, 1253]"
456,4717,"[4005, 4470, 4961, 1537, 2610, 3509, 1407, 3828, 3168, 3201]"
457,3184,"[1087, 10, 2848, 1841, 2294, 4090, 3282, 1100, 3928, 4954]"
458,2320,"[1667, 2639, 3732, 4312, 1262, 2970, 3086, 1288, 60, 3003]"
459,4836,"[361, 3459, 1720, 3607, 4874, 4093, 4556, 4496, 2217, 4342]"
460,6276,"[4005, 1074, 960, 679, 130, 1221, 361, 4686, 1818, 157]"
461,7258,"[3450, 1619, 505, 2646, 4771, 2377, 1739, 106, 553, 1409]"
462,2320,"[2970, 2639, 3732, 979, 1495, 4954, 1224, 4564, 2866, 2646]"
463,4096,"[2287, 4847, 1688, 544, 1679, 3108, 524, 3428, 1097, 3337]"
464,3203,"[4096, 2798, 505, 828, 4564, 2392, 1184, 2689, 973, 2637]"
465,4096,"[14, 2970, 343, 4847, 69, 780, 2488, 2665, 2514, 1464]"
466,5168,"[3424, 4524, 193, 1960, 3282, 3768, 870, 3438, 2674, 4623]"
467,6324,"[3438, 4090, 577, 3780, 3102, 581, 3192, 2888, 942, 184]"
468,5010,"[238, 284, 4352, 191, 4561, 789, 4005, 251, 15, 1957]"
469,4096,[]
470,2499,"[648, 3442, 4746, 3571, 2686, 3971, 3889, 2409, 2860, 837]"
471,1119,"[2549, 1648, 2970, 2436, 4143, 4239, 1894, 1857, 2023, 3164]"
472,3723,"[522, 617, 2342, 4098, 2248, 2287, 646, 2912, 4722, 2691]"
473,335,"[98, 554, 609, 3185, 4734, 2972, 2111, 2518, 1984, 2031]"
474,4308,"[983, 4836, 4778, 4814, 1294, 512, 4412, 2458, 544, 1927]"
475,3355,[]
476,5006,"[2639, 3732, 484, 749, 978, 1715, 361, 4096, 3371, 4053]"
477,4964,"[2390, 1567, 647, 3455, 1455, 2957, 3873, 3626, 3198, 336]"
478,4574,[]
479,3497,"[2111, 846, 2987, 3555, 4699, 4798, 4876, 465, 2756, 132]"
480,5185,"[3335, 1429, 1611, 4720, 4234, 2162, 563, 1089, 1332, 4954]"
481,6654,"[2111, 2149, 1918, 1604, 302, 4071, 505, 214, 258, 4197]"
482,4836,"[3565, 4093, 4639, 3459, 1580, 2021, 3719, 1880, 1162, 361]"
483,5168,"[193, 1728, 2674, 4445, 465, 2830, 3424, 3820, 768, 1270]"
484,5168,"[2970, 3932, 2849, 2496, 3282, 160, 3305, 3109, 4989, 331]"
485,4096,"[1684, 4847, 2970, 4177, 780, 1715, 3428, 3337, 1738, 2514]"
486,7642,"[3406, 2530, 4960, 4501, 4966, 1936, 1782, 3571, 4858, 812]"
487,7946,"[2549, 3174, 1736, 1270, 4398, 1324, 3183, 1411, 2436, 2420]"
488,1910,"[2949, 4545, 4005, 199, 4275, 3436, 2317, 3226, 4814, 1322]"
489,5966,"[276, 3810, 1994, 3337, 3138, 2851, 1721, 784, 586, 3260]"
490,332,[]
491,7213,"[1592, 175, 361, 1927, 145, 1715, 284, 4814, 2755, 1152]"
492,7367,"[3314, 4798, 941, 4642, 1984, 713, 1684, 125, 802, 1480]"
493,1388,"[4501, 2530, 811, 2465, 3063, 1684, 4565, 4406, 750, 415]"
494,1257,"[1667, 768, 1128, 855, 3145, 1600, 586, 296, 3600, 3767]"
495,393,"[4270, 389, 4239, 3880, 3259, 1069, 3183, 836, 99, 1671]"
496,2509,"[4783, 532, 4943, 3907, 1478, 320, 3924, 2319, 36, 2726]"
497,7946,"[1736, 3018, 983, 421, 1324, 130, 146, 4398, 4290, 3537]"
498,332,"[925, 1561, 3779, 453, 4741, 3647, 3314, 4318, 1554, 2944]"
499,6324,"[3454, 1755, 3102, 509, 357, 1139, 660, 4507, 2880, 3780]"
500,2320,"[2639, 4044, 4730, 461, 60, 1611, 3692, 3880, 2147, 1029]"
501,5185,"[4382, 3335, 1480, 1611, 1429, 716, 4228, 2392, 4169, 1089]"
502,4308,"[2637, 2988, 4771, 3791, 983, 1626, 2377, 3501, 4836, 2500]"
503,5966,"[2256, 3237, 1517, 979, 371, 1722, 4047, 4810, 2657, 1994]"
504,4308,"[4814, 4836, 4179, 4459, 4778, 2896, 4097, 1140, 4049, 839]"
505,1252,"[4533, 738, 942, 2179, 836, 432, 3115, 4104, 1630, 1418]"
506,3502,"[0, 2646, 465, 1224, 4396, 3600, 106, 802, 4869, 4208]"
507,3184,"[4950, 513, 1821, 1373, 1100, 2334, 983, 3775, 4352, 2294]"
508,6270,"[4783, 647, 908, 4026, 2816, 324, 193, 3175, 1567, 3604]"
509,4836,"[361, 3459, 1686, 1140, 3565, 4965, 4874, 986, 495, 373]"
510,6335,"[2155, 3381, 4396, 3793, 2436, 4918, 4968, 1129, 1951, 2903]"
511,2148,"[27, 3287, 983, 4252, 730, 2168, 502, 3496, 3905, 725]"
512,4987,"[2848, 284, 2688, 1014, 1084, 266, 4661, 3442, 3639, 4136]"
513,2499,"[3314, 276, 3459, 1263, 744, 98, 1076, 2102, 1621, 145]"
514,3203,"[866, 2996, 1034, 544, 3335, 268, 1588, 2899, 4396, 239]"
515,5180,"[983, 3944, 1091, 25, 4642, 4194, 3459, 1698, 4338, 3060]"
516,1093,"[4128, 2449, 2271, 2251, 2595, 1970, 4615, 1779, 1764, 88]"
517,2509,"[1287, 3498, 4828, 1241, 2944, 4770, 554, 3907, 1357, 3269]"
518,2131,"[88, 4772, 3602, 2525, 2251, 251, 1324, 2832, 2689, 1514]"
519,3203,"[866, 3048, 4533, 268, 1764, 794, 505, 3459, 2741, 4531]"
520,7258,"[1562, 2170, 4074, 437, 2657, 1739, 4469, 4016, 553, 2500]"
521,3355,"[2656, 2342, 3982, 4457, 3436, 186, 1911, 367, 3383, 3786]"
522,1257,"[4005, 69, 321, 3289, 1600, 1667, 807, 245, 3099, 2890]"
523,4253,"[1611, 1343, 4579, 130, 3072, 3379, 4950, 2100, 938, 174]"
524,800,"[2549, 4091, 2731, 2267, 201, 2833, 3438, 1400, 3662, 1192]"
525,7258,"[740, 2179, 276, 2041, 2377, 505, 106, 3058, 1315, 2207]"
526,6906,"[1357, 2274, 4573, 4226, 3660, 205, 2608, 2409, 1062, 4989]"
527,1833,"[3143, 4099, 845, 1252, 2559, 1705, 288, 1783, 3278, 4581]"
528,1329,"[2377, 2970, 3424, 2549, 69, 2897, 3058, 855, 4211, 4233]"
529,2499,"[2756, 708, 2178, 145, 3607, 284, 3201, 1088, 2221, 976]"
530,7258,"[1739, 740, 3791, 1619, 276, 187, 1278, 1870, 2170, 4715]"
531,393,"[909, 3229, 3805, 47, 3734, 1856, 99, 1139, 4851, 3979]"
532,2148,"[27, 2968, 3122, 502, 2387, 4968, 2896, 1904, 1857, 1178]"
533,63,"[1755, 708, 1904, 2646, 2281, 4793, 2530, 1561, 4506, 248]"
534,3484,"[940, 4945, 1923, 3545, 1493, 2266, 1119, 3795, 1871, 4765]"
535,1168,"[145, 2210, 1736, 3652, 495, 3198, 2, 4762, 909, 643]"
536,3723,"[617, 3109, 2342, 403, 3439, 1199, 4757, 4702, 4722, 1706]"
537,3668,"[4665, 4302, 160, 4245, 1332, 352, 3607, 1970, 3431, 870]"
538,3497,"[2478, 3206, 3094, 4064, 2215, 44, 1128, 4876, 2111, 4828]"
539,590,"[99, 617, 1721, 4661, 217, 3335, 4078, 4169, 2639, 4693]"
540,4964,"[3198, 3805, 4966, 554, 1854, 3015, 1970, 3650, 382, 3845]"
541,342,"[645, 4960, 4680, 3406, 2610, 391, 2833, 1242, 856, 2119]"
542,4987,"[2848, 266, 4136, 1478, 2688, 1889, 308, 1382, 141, 3895]"
543,5825,"[3185, 1359, 2987, 2795, 4783, 1172, 1946, 1642, 1128, 3865]"
544,1168,"[2210, 145, 3459, 495, 1007, 4590, 1736, 4049, 3198, 1787]"
545,6654,"[2392, 4683, 3489, 15, 1030, 3681, 4016, 1604, 1278, 2990]"
546,332,"[3175, 9, 4207, 1879, 3314, 856, 630, 2160, 4394, 3028]"
547,7258,"[505, 3456, 2646, 437, 4668, 2179, 4469, 64, 69, 1418]"
548,3203,"[4509, 2639, 3198, 88, 1857, 544, 4691, 240, 159, 4206]"
549,2816,"[1667, 687, 3459, 4533, 3337, 4847, 4842, 2452, 1437, 2536]"
550,5695,"[1828, 182, 583, 3226, 4071, 322, 1991, 2896, 2718, 2178]"
551,2131,"[3781, 251, 2251, 1449, 4560, 4626, 1100, 855, 3600, 4338]"
552,2683,"[51, 3185, 953, 3175, 1357, 205, 4767, 938, 4216, 4022]"
553,393,[]
554,7258,"[276, 740, 64, 106, 505, 2377, 3869, 2458, 2041, 2179]"
555,4623,"[3510, 1736, 1455, 1178, 4194, 695, 1555, 2988, 302, 2095]"
556,5319,"[3091, 3048, 2247, 2957, 1632, 4640, 836, 2296, 240, 3732]"
557,5185,"[4950, 4228, 3300, 2651, 2681, 4447, 266, 565, 4720, 521]"
558,3484,"[3869, 3685, 3662, 3650, 2599, 2538, 1119, 1932, 4731, 70]"
559,5695,"[1374, 3285, 322, 4601, 2255, 2289, 4809, 186, 2160, 3417]"
560,5648,"[3582, 145, 3270, 71, 2142, 2681, 3517, 4926, 3121, 1764]"
561,1119,"[4827, 1306, 2912, 465, 3335, 99, 3428, 3459, 3600, 4719]"
562,3502,"[3628, 4637, 4143, 4390, 1224, 3600, 4211, 885, 3036, 449]"
563,1910,"[4722, 3421, 2143, 2682, 3675, 3030, 845, 2096, 137, 4656]"
564,2832,"[2657, 617, 2548, 3657, 4396, 234, 14, 2506, 928, 1162]"
565,5185,"[2681, 2392, 4826, 1728, 4950, 1611, 4302, 600, 565, 4910]"
566,5648,"[3903, 4683, 53, 2681, 145, 2251, 1894, 4297, 704, 3270]"
567,5168,"[3438, 4652, 2970, 4445, 2501, 193, 465, 3424, 3204, 1960]"
568,2148,"[1178, 3381, 2968, 27, 2770, 3963, 3122, 3287, 1456, 4337]"
569,6270,"[4783, 2342, 3198, 925, 3974, 3048, 324, 4252, 3995, 2549]"
570,2816,"[3459, 4554, 565, 1602, 633, 3337, 3121, 3753, 4659, 2452]"
571,5298,"[1371, 845, 3888, 3226, 1253, 3472, 383, 3024, 3647, 114]"
572,5168,"[1653, 3665, 4226, 193, 3204, 2301, 3826, 1960, 160, 311]"
573,4717,"[917, 4493, 555, 880, 2301, 3198, 4005, 2095, 45, 932]"
574,1833,"[4396, 2616, 288, 3143, 2638, 2854, 548, 3072, 1831, 4283]"
575,7470,"[3290, 2530, 3857, 3910, 57, 4501, 4675, 575, 1984, 489]"
576,332,"[2984, 837, 1846, 3015, 818, 3601, 1287, 4709, 3314, 3706]"
577,2131,"[3781, 1324, 1449, 4110, 4560, 99, 131, 2616, 1341, 2654]"
578,2832,"[14, 4396, 234, 928, 3386, 2506, 2161, 1648, 4767, 335]"
579,4717,"[3198, 1715, 921, 4005, 2610, 617, 3459, 3397, 1494, 2138]"
580,1910,"[4683, 1595, 4473, 3196, 1038, 4722, 4585, 4005, 3151, 3097]"
581,298,"[58, 4005, 2404, 3509, 4961, 3066, 2142, 4752, 398, 238]"
582,7470,"[57, 4501, 4470, 2730, 3211, 4674, 3551, 2474, 312, 2663]"
583,7449,"[2255, 40, 95, 3314, 4569, 98, 2295, 205, 203, 3445]"
584,6324,"[3102, 3648, 4577, 3300, 4590, 3781, 1755, 577, 184, 4335]"
585,590,"[940, 193, 544, 3335, 617, 209, 3837, 4177, 1556, 1055]"
586,1124,"[3510, 1538, 4432, 855, 1100, 3794, 3774, 449, 4226, 3232]"
587,2320,"[1611, 2970, 2646, 3146, 3768, 2639, 4097, 1708, 1224, 1200]"
588,335,"[3995, 98, 3519, 4876, 4136, 1116, 630, 1331, 4071, 3483]"
589,5915,"[3565, 39, 1531, 3537, 1087, 4560, 4489, 1240, 2968, 2500]"
590,4308,"[4836, 983, 2377, 2500, 2125, 544, 2903, 1740, 4179, 4412]"
591,6335,"[4945, 2301, 2179, 4098, 2509, 4683, 2780, 2155, 4357, 4594]"
592,590,"[4760, 1894, 2861, 1630, 82, 4826, 3735, 2454, 2639, 704]"
593,6276,"[4005, 361, 2548, 1752, 2050, 2100, 3372, 960, 2392, 679]"
594,6276,"[1791, 1223, 3039, 679, 3965, 4683, 4349, 4337, 4445, 4477]"
595,1329,"[1871, 855, 2970, 2549, 1957, 3424, 4676, 505, 4560, 3438]"
596,2131,"[2654, 704, 3885, 1571, 3347, 458, 4560, 855, 3600, 2449]"
597,7946,"[983, 1611, 1053, 1711, 1480, 2313, 2549, 1548, 1221, 1673]"
598,5966,"[3337, 276, 4936, 54, 586, 2930, 713, 3891, 1118, 3003]"
599,5180,"[3459, 983, 82, 2608, 1494, 3238, 4642, 1787, 88, 4874]"
600,1910,"[4005, 3888, 2143, 2522, 2890, 2420, 416, 3813, 3939, 4814]"
601,3184,"[3282, 836, 3337, 4091, 2848, 2654, 983, 4642, 1821, 3782]"
602,5966,[]
603,7946,"[3259, 3338, 1711, 1736, 2549, 3347, 1270, 674, 3058, 2436]"
604,7470,"[2835, 1946, 4394, 1984, 4115, 816, 516, 3519, 231, 1242]"
605,7946,"[1270, 88, 1915, 1711, 2015, 155, 4248, 421, 1673, 3018]"
606,4836,"[3459, 3565, 3607, 2217, 126, 1825, 3238, 1132, 495, 3735]"
607,3484,"[907, 946, 2421, 2266, 4029, 4649, 4398, 940, 4945, 2599]"
608,800,"[4091, 4738, 3715, 98, 397, 3754, 3375, 1121, 2401, 4764]"
609,2832,"[983, 2657, 56, 3046, 1667, 234, 1128, 3216, 2990, 4396]"
610,7258,"[2377, 2646, 505, 455, 2500, 276, 777, 1409, 4668, 69]"
611,5006,"[1118, 4814, 2639, 361, 1304, 297, 4093, 1611, 266, 3732]"
612,3355,"[2342, 430, 1116, 3324, 423, 45, 415, 166, 4709, 3389]"
613,6335,"[1080, 1178, 4491, 2301, 2540, 636, 2105, 1705, 1217, 1128]"
614,6654,"[1740, 2392, 3307, 3370, 3483, 4071, 4297, 4683, 3372, 2377]"
615,1093,"[3150, 391, 586, 4446, 3198, 3290, 2639, 458, 4284, 2232]"
616,4253,[]
617,1511,"[4124, 4783, 1647, 647, 2355, 3564, 856, 2304, 4665, 1353]"
618,1833,"[2559, 2025, 1076, 2778, 2854, 3072, 845, 4493, 2204, 1545]"
619,335,"[248, 2386, 2260, 2613, 4537, 1230, 382, 3571, 4129, 391]"
620,7367,"[4642, 3185, 802, 1582, 4026, 2911, 2409, 4295, 3575, 428]"
621,6906,"[125, 3397, 2274, 98, 4028, 4573, 51, 4778, 301, 1823]"
622,3497,"[2280, 1599, 1713, 1400, 2756, 570, 2996, 4798, 465, 3094]"
623,1119,"[3113, 99, 4851, 3335, 3576, 1715, 4019, 465, 3600, 3459]"
624,6696,"[4091, 4803, 2912, 1333, 3760, 4945, 4554, 1835, 4505, 2155]"
625,2320,"[2639, 1686, 1667, 3086, 198, 1611, 2970, 3732, 1200, 1288]"
626,4574,"[2142, 320, 3616, 114, 1371, 129, 3098, 1561, 335, 30]"
627,2683,"[1357, 4493, 4854, 4115, 532, 1879, 3198, 4124, 4394, 4194]"
628,1329,"[2377, 3424, 505, 4477, 69, 4637, 1957, 2549, 2970, 4676]"
629,3484,"[4382, 3612, 1119, 3347, 1492, 2266, 969, 1581, 4398, 3685]"
630,5648,"[4926, 3517, 4683, 902, 1894, 1053, 3287, 4625, 145, 3580]"
631,590,"[4302, 193, 2238, 1715, 1894, 1970, 3932, 3047, 2639, 4661]"
