,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,i1,i2,hl,nl
266,2274,3424,2300,4665,2280,4762,3510,1269,3942,3107,2905,882,3802,203,193,4783,1211,647,1430,930,2086,2478,2614,8,2320,2639,896,1911,1715,4342,1578,2799,4941,325,3494,4965,2506,3753,508,2467,3122,4533,4642,1205,4493,4214,2501,1752,4482,3335,3098,4904,4270,744,588,4245,1991,1437,1550,2704,2304,532,33,125,2751,53,85,1178,2476,2287,990,3607,1136,146,88,1373,903,1089,2002,2919,1856,4527,4989,629,3261,3225,4302,104,895,2356,839,4560,4386,3533,361,1004,2408,4793,3845,4257,,6654,,
267,1252,357,437,2549,1357,193,2820,1711,14,2280,266,739,98,1918,3424,732,145,4396,2063,3207,882,3237,916,1331,1246,1564,4556,114,1178,3122,3628,2769,2751,3274,322,740,741,1184,4053,4333,71,831,2522,3004,1169,2536,4096,4675,3509,276,749,2392,1091,33,827,1728,1945,3343,4960,2887,1411,2281,1604,80,4716,2586,956,4989,1150,4208,1804,1550,1199,2056,3462,3503,1602,2194,1244,2097,567,4535,453,1005,181,3386,803,20,268,1611,3007,4318,2988,1324,853,3048,228,3438,2632,1205,,1511,,
268,4783,908,437,125,4665,2274,4245,3510,544,3314,3083,2356,3209,2139,1611,2610,51,3164,882,4757,72,1911,218,85,3936,1485,4961,1084,1005,1178,3099,2282,3835,1004,3909,1733,2452,1217,1813,1246,4715,36,3063,4782,284,2311,3615,276,2351,4945,2420,1960,1632,3775,4302,1190,3227,4234,2248,2289,4913,3095,2355,1129,4625,4131,4593,3005,40,112,636,1049,3367,3707,4005,2646,2658,844,2958,203,3590,2852,4603,673,1055,255,2220,1953,354,4659,492,1116,2638,3431,1549,2210,3509,2678,1097,116,,5180,,
269,2549,3282,2949,3503,3820,3189,2848,62,2470,1516,158,1785,2155,3421,437,397,4005,69,989,1790,3337,4265,1733,4270,109,3715,3271,1375,157,361,4918,249,2833,4836,297,4372,1023,4093,1740,3537,4799,4562,2049,716,398,664,2105,1198,4098,4910,1902,4283,1611,2342,2468,1464,3862,2747,2247,3660,3510,773,1836,565,1142,416,2139,3001,1681,2524,2251,4738,3564,4561,3335,1137,3198,2229,677,593,4014,2455,1113,3035,15,3329,1690,1152,3078,4302,1736,1074,2315,3071,809,2876,922,1646,4704,1809,,2499,,
270,3519,4533,2773,4814,4963,3335,2549,882,3624,416,4091,2681,2678,2354,2086,1698,4760,1221,4945,4683,3282,3897,2610,3652,3182,295,989,487,1889,866,173,2442,4720,3580,3592,3459,234,855,1023,4954,934,2750,2830,2210,2467,3347,1087,2639,262,4930,1118,513,1752,3140,3928,2390,2499,4053,4902,1926,1205,191,3115,1088,2355,3510,2155,2026,892,3812,1158,3100,1174,2919,1262,3575,2645,2646,4393,3234,276,2543,4270,916,3715,3324,1304,740,2021,160,570,4590,3068,96,2721,4649,4493,240,2260,294,,6906,,
271,357,708,1602,1711,4836,1253,2274,3510,4683,2830,361,80,27,2021,4005,2139,1074,145,1611,530,2063,1014,4960,3479,1715,85,4034,3071,1091,1485,3670,621,2755,4302,3910,113,114,1178,1475,4711,2217,2282,1753,999,2294,4659,880,204,1004,211,507,1647,1155,405,4651,4782,4954,2699,137,2359,3635,2912,3102,4926,725,34,248,532,4738,677,2829,276,617,3168,71,4766,1756,56,2816,4771,3037,2194,495,4932,4881,2536,4337,1922,2632,1473,3704,4226,20,1351,1478,2311,3810,4640,3565,484,,332,,
272,3459,1646,1550,204,4245,1618,4790,2944,416,4034,1289,357,284,2848,3078,4642,1091,1457,2639,484,4131,4396,1334,2784,45,621,4501,1592,2799,2747,2694,470,2604,2495,4284,3591,2105,4270,3122,780,459,940,3288,495,3057,2970,4533,2548,3138,4207,1688,3553,4302,3102,3854,3225,2029,4233,645,4338,648,953,2300,4676,405,1068,1324,2636,3565,567,3685,2359,908,4932,575,3911,4569,1711,2543,4890,4493,240,37,4110,1844,56,2756,3048,4134,1240,3018,4336,2755,3501,2304,3237,3463,14,2919,4344,,6906,,
273,2513,4683,4661,68,1351,2,3421,1475,2854,1522,175,4245,2454,127,1611,1794,654,1960,297,4960,3102,1646,3342,361,4270,2681,2210,2612,4656,730,827,1681,2274,1074,4228,655,3282,459,575,2295,4091,4350,2198,4937,1894,4106,1899,1087,828,2531,4069,4642,1862,4836,2256,4637,3386,3289,2377,652,1753,647,1877,3155,9,3335,4428,3183,2224,193,594,807,4745,2747,2342,1181,1429,3732,453,4918,4989,3099,1174,1690,2784,3211,2606,1764,3118,238,4064,1491,3905,3085,3898,106,432,2105,2375,191,,2499,,
274,1118,740,647,983,3813,773,866,648,324,4894,193,3732,2820,1728,484,708,3064,1128,1343,10,3165,4880,4234,2608,1556,4760,4675,1406,4836,2674,1088,2377,2280,4954,3258,2155,3685,2634,345,4245,2912,2988,37,1854,4270,4303,3715,1362,807,780,4533,4453,4683,513,3341,4888,416,1443,284,3335,2639,98,2530,4477,2911,276,3168,2594,1815,3421,4337,3018,4252,4573,4233,4005,2284,2499,2773,4190,4106,179,3856,2178,3497,3118,2139,2409,645,3652,1254,145,1458,4413,1611,3364,1880,2301,4910,4396,,2683,,
275,4446,4783,908,648,2848,4493,4372,708,125,2949,3885,4880,14,725,4836,2280,586,3397,4722,1740,2155,2274,4245,3510,769,4683,1097,2516,416,1048,21,2833,4642,1821,268,361,803,1412,617,80,3417,4005,2773,295,4908,2828,1202,3370,3652,4226,1254,3068,1611,4098,4904,1894,4140,4568,1014,565,2445,2970,989,2004,56,4377,882,1464,4778,2780,3942,3210,285,3501,234,4652,3371,2866,1615,1715,3092,4034,2832,1091,4169,192,1776,1522,1485,4961,3233,2086,169,459,4090,2336,114,116,122,3234,,7233,,
276,983,2848,2256,4793,532,4888,1983,80,2773,145,4941,3817,3109,4501,2136,3881,1613,1198,647,1984,2666,2511,1262,3390,695,4767,284,2300,4106,45,744,1556,361,2474,296,209,172,1253,4826,3258,2015,3796,2531,3269,2862,366,276,646,2139,1137,740,98,4881,186,708,3905,4064,1263,3047,1219,3965,64,357,571,1926,4493,2210,248,3392,85,4091,416,486,297,373,3759,1944,2835,3510,3898,1270,567,2911,160,2610,2540,3928,2608,40,1787,4676,4458,2612,4778,1646,4918,391,3352,211,398,,3203,,
277,740,4493,2988,4270,1443,284,4477,4642,4053,4106,3564,1611,2548,882,4652,1091,4501,4001,920,1550,4195,1155,2080,4767,251,2750,4047,3609,361,3282,973,4005,2824,4128,3092,2773,4049,2210,2139,1190,1646,2384,3907,300,1791,1946,1136,1178,3939,4325,4894,1033,352,4446,930,4635,4601,1750,679,2355,2866,2439,1588,126,3942,2342,105,2050,1184,1952,4469,80,4658,2559,1979,3444,2681,2454,2095,1602,1118,903,320,4302,3083,2347,2549,3746,3018,1705,1695,3007,467,505,3314,3335,4396,1464,4088,145,,6906,,
278,2355,453,3796,4261,4284,331,416,145,3335,1943,467,705,4836,3459,2549,397,308,4854,2750,3483,2342,4493,740,1113,125,4501,297,3212,4533,544,2409,116,2470,3164,4131,3080,2256,1580,1437,4049,4270,3198,1174,2274,323,45,2136,3854,2179,1475,3890,127,2632,657,704,730,2015,4888,4482,2210,2792,2681,4003,953,1631,1550,1607,3210,1429,2747,3278,846,4601,3537,2946,3289,4098,4527,217,2755,3168,2694,2100,4890,3261,2095,3857,191,1037,62,565,1646,2756,1842,2442,4986,4247,4918,3324,2339,,3184,,
279,2274,3446,1214,3282,1813,1632,2548,4637,14,62,4783,4640,302,2105,276,3207,4245,2315,4683,3164,2210,4545,1409,3318,4051,505,4457,882,1991,4954,4333,4668,2090,3155,3048,4128,3581,2835,4270,4098,46,2266,1722,908,2,3314,3450,255,366,165,507,4573,4099,45,225,4332,125,80,544,3335,3154,3204,1519,20,1171,300,4325,4171,239,3594,382,4047,128,1752,3719,2351,1567,1871,4352,2721,2004,145,2393,348,4165,2138,2773,3891,4064,1732,197,1065,4929,4757,1492,2613,4252,231,4687,3144,,800,,
280,2549,1198,1458,4778,2949,2274,2282,4226,677,416,3510,1485,4446,2342,2354,1254,516,4894,2275,125,3421,2820,4683,2595,3885,115,1753,2139,505,4983,1096,2298,772,1935,1143,4642,4318,85,2404,2848,3018,4164,3068,4091,2849,3125,2105,3099,2295,4005,674,4814,920,3613,239,69,1075,240,3835,2861,3643,2248,302,4118,953,2858,1281,68,522,191,3366,2773,1647,4444,3198,3914,1715,3183,294,238,4704,60,4111,1150,4474,3078,4096,362,855,586,3335,4564,4501,2247,181,1026,1894,880,1137,4245,,2499,,
281,4783,4177,647,1252,908,983,866,297,1690,1601,4735,193,2820,4854,4093,4918,238,4665,3885,4357,1870,2105,2608,4760,1160,673,1406,4836,181,2283,4954,1934,3397,2646,2342,1740,3102,4975,3048,2274,2912,4793,4270,532,3198,465,820,348,4453,4683,1720,2516,1034,772,416,3335,4642,2795,276,4352,3496,923,395,2657,361,1983,617,4573,2356,66,2904,4599,4047,4005,3573,2773,295,3497,524,2139,321,3078,713,3085,145,1458,1611,4910,2548,4941,4643,2468,1171,2758,688,1244,4890,444,1028,1214,,800,,
282,740,647,648,125,4683,3314,3083,979,268,80,2356,1074,3808,505,527,945,219,1580,882,4989,3873,1522,3528,4473,3282,4325,2887,2282,4949,1913,2824,3243,2606,4188,676,145,1181,2820,2547,3963,3979,2179,1246,4099,3862,4090,786,2666,2758,4583,2207,3413,371,2274,138,583,255,708,405,4001,1085,3866,2544,1706,553,4445,2076,4335,3366,2050,4270,1357,3144,2342,1684,4695,935,3351,2263,1173,2933,1219,51,679,4656,2210,3295,2280,711,4783,2149,1911,4169,4867,2732,1143,4593,1370,1611,3503,,4717,,
283,767,648,1690,238,1053,2949,4836,2274,4245,4683,4352,361,2970,882,3631,2401,1353,2295,744,2987,1041,2093,3109,511,4453,4274,139,3915,42,4342,708,3424,359,2349,4261,1951,4005,4954,698,1233,2251,1647,337,772,2376,3314,4858,4637,276,265,3397,160,1809,184,1472,3067,8,1681,4770,465,2562,223,3406,1084,2819,4194,2691,802,175,205,4256,3612,461,132,203,4214,1859,1888,2072,4833,4778,3545,3657,3619,2409,4177,1252,4715,381,940,3336,4026,4111,2694,3193,1485,3395,2665,137,3565,,3203,,
284,3510,361,416,4888,2549,4803,983,4149,2037,191,4797,2782,2311,708,4683,1715,732,4639,117,1458,85,4024,3424,4661,4303,4642,3602,3892,4533,4091,3873,432,1873,454,4880,2999,1835,4945,3078,4912,3792,648,2409,1460,2021,2880,3371,4096,711,387,1751,3459,882,3966,2470,2149,4106,2949,2610,3432,2792,1421,3229,2099,4754,3607,1555,203,4561,3786,3565,4131,1619,809,4646,2851,3813,880,1405,4445,2445,157,739,3421,978,3428,14,121,530,3652,2887,98,3710,3083,4270,125,700,486,2661,3441,,5319,,
285,2949,4164,2342,416,109,361,1517,2970,4069,3344,1129,3287,3036,1445,2987,648,4642,1752,953,1074,276,3459,3238,145,1995,3704,4971,4469,4894,4481,4106,2610,515,4171,3676,1562,4960,2680,4964,184,4302,2301,4504,1448,1229,323,255,2991,1646,4757,4918,3446,131,4245,1923,24,1681,2849,3258,204,3102,2390,2501,1960,2540,4955,3706,1085,3944,3472,1950,3817,248,3328,4005,4143,2100,4942,1449,4093,370,4848,297,4091,3728,2468,3685,165,2311,459,2937,1209,3791,3625,4603,1636,1485,3590,1091,4561,,6906,,
286,1646,3165,4106,2548,1287,1137,2681,4501,4929,4064,4005,4270,3759,4960,3145,4245,2049,3661,4128,4350,1722,285,740,2610,4836,2136,1522,1029,4798,4573,4826,1171,352,134,3350,4177,1428,565,786,2612,192,633,4193,3953,1588,1762,453,2220,4305,4342,229,4233,3018,2095,3064,1611,361,3817,1020,3282,1276,2355,3271,343,3375,4098,3942,2447,159,1023,4670,645,1740,1913,3480,10,2227,4899,4767,882,2368,676,3226,319,4642,175,1353,679,97,4477,2274,4640,201,802,405,4718,1254,4428,1491,3078,,2499,,
287,4091,983,2549,1357,125,2342,2274,2912,3510,674,416,20,4151,1953,4881,4069,1667,2207,3509,135,4986,2320,4501,2086,4927,1739,1333,2295,3953,3590,3628,1679,4406,3165,3817,928,1970,4469,4918,902,2056,4005,4106,3911,1204,1015,4072,1674,2858,3100,633,2988,3775,4893,3064,4960,2678,1020,4457,972,2919,2002,2854,1128,448,2356,793,4344,2848,4583,2050,4455,2287,4738,505,4778,198,2610,1921,4870,85,4131,652,953,1690,4265,516,131,1269,474,4922,3224,1595,1004,1918,3304,2256,1912,3099,4096,,2499,,
288,2377,4642,3459,4290,4091,3820,2639,1601,3335,1682,198,1091,3268,4639,3421,1720,2470,1317,1736,1605,4323,1774,499,1080,2610,772,708,145,284,668,361,4106,2248,4683,45,4987,3479,300,2421,3607,604,4754,4489,1562,3432,2250,3952,1727,3826,4674,3760,4043,925,457,3928,3109,1198,4096,413,4167,4532,4989,3003,3034,3229,882,536,4831,68,586,1902,484,151,2975,154,2549,54,182,416,2532,643,4373,809,4063,3211,4742,3085,2538,3700,3107,4927,4327,125,1984,121,1918,3660,1762,2063,2525,,2683,,
289,4932,3238,3510,4910,1137,4325,427,1753,166,2610,97,80,2536,4478,2356,4776,387,352,4093,4446,4709,1456,4128,4183,1632,4899,3730,1556,1764,2274,402,1740,2773,978,3335,1371,4342,4171,4005,3604,920,2163,3211,4722,4545,3594,544,4270,4274,2247,4286,1113,3654,2,4635,3039,3198,3643,2146,1008,2511,20,4640,4501,4001,2439,4847,2125,4392,4267,439,2904,2182,220,2319,3600,2210,2547,2155,4717,2573,1015,4049,2342,716,3763,3048,508,4739,4642,3557,3386,4396,3665,4686,115,1080,4767,4199,2229,,2499,,
290,357,648,437,2549,193,2820,3810,8,708,1053,4836,1709,1740,784,2274,4245,2912,3510,2645,4143,3438,98,1681,2957,276,2355,361,617,4599,4005,3424,107,2194,3431,2139,3328,119,145,2548,3324,49,3097,2970,2536,1113,56,453,4469,389,495,4214,71,72,1952,4826,2511,1494,205,1809,97,1578,3516,174,2136,1201,3192,3934,2876,114,1178,2619,2295,427,4195,953,148,3923,3647,4752,554,4535,3757,4284,184,516,1199,3251,4622,2769,569,1150,2198,998,2452,1451,941,1673,827,682,4026,,3203,,
291,882,708,2549,2210,4165,1715,2949,1371,3704,2501,3300,251,3907,688,4302,2251,4284,2773,4635,3676,4885,945,571,4941,14,3573,1215,46,193,4533,4245,4945,784,2468,1722,1164,2105,191,4622,786,225,160,936,1198,3335,2523,3555,855,2851,3847,94,2800,953,4918,2179,4698,203,416,554,2848,145,2458,2319,105,1237,51,3007,4634,3967,2730,1200,1495,3078,1681,1714,2248,1933,238,1823,4738,483,3438,3444,137,827,1056,1984,3791,311,3510,3509,1169,3341,4691,289,1252,3267,3421,4929,4292,,6276,,
292,1667,2988,181,461,882,2149,3330,2301,2101,4323,4929,4458,2639,4270,3497,2549,138,945,320,2533,4534,4573,3425,4683,1353,4787,2468,4106,701,1650,4790,2681,764,361,2210,3791,827,928,4005,360,3715,1431,1671,4717,3340,3102,193,4642,3930,4757,647,1200,2376,3198,307,1404,499,2678,1711,4635,240,4989,3952,2663,2050,3517,2694,2765,4720,429,165,4014,2454,2342,27,1184,3897,4814,2820,4703,1735,4465,1321,601,79,211,1913,3657,2772,4995,4096,2139,3103,1306,1475,2773,2721,1236,4738,502,,2499,,
293,4783,740,357,908,648,437,1357,193,2820,1728,4918,125,3676,1602,4760,14,4836,181,2280,4737,3397,4382,3102,1722,1736,2274,4245,3510,1854,4270,1455,54,960,2996,3224,416,2888,3005,3335,4567,3314,2639,4642,276,3018,2500,66,4199,3019,3424,732,4106,1813,1706,1254,3085,36,505,567,42,444,1774,3207,4086,1028,2610,3949,4695,989,3225,106,453,2921,804,882,4469,2384,62,3942,63,389,4960,285,4342,75,3657,4826,827,4025,163,1246,205,1630,1973,4501,241,1522,1555,1080,2508,,63,,
294,4918,2949,413,3510,4106,4342,4096,1682,1601,3080,3930,3198,4446,4284,3810,1952,4216,4372,4717,308,116,3285,3802,4799,2639,1351,1646,1611,1588,4479,2198,4039,2828,1922,2833,4091,1711,2924,169,2470,730,3565,786,4177,2266,4021,1418,2531,62,4512,361,4803,2139,3107,882,1557,4093,4126,870,2280,2394,1221,2940,4270,4034,4164,4642,1080,3143,2549,134,1287,4740,453,750,201,1632,1795,3102,3262,159,1142,4778,3432,4151,2033,238,3567,4635,4459,3383,1602,3467,21,1501,3358,2524,1615,4910,3424,,2499,,
295,4446,740,4091,647,1252,357,983,3037,1022,648,2549,679,6,3939,4093,484,708,125,1343,4275,4708,3955,1306,4092,14,1904,2739,828,1088,2377,2280,4128,2342,2718,3048,4738,2274,3510,18,4270,1455,532,1730,960,3198,4533,2996,4453,4683,266,3905,416,4143,284,754,1621,98,3083,4642,3644,23,3591,279,4053,871,803,1983,4635,1190,4599,2522,2021,4844,4005,1538,3424,2499,107,3571,2194,3431,2178,4908,2215,4511,1706,1074,4789,4436,145,3068,1611,1880,505,4396,4798,3817,2494,3630,38,,590,,
296,1118,4446,4783,740,4091,3300,647,1252,908,983,1646,1633,4814,297,786,648,4945,4782,2549,1601,4932,88,193,4493,3732,1288,2820,3704,3990,484,4955,8,4918,4432,1128,1205,1388,2949,946,1446,1711,4418,413,14,673,1519,725,4836,181,1088,2280,3995,3857,2342,1740,784,3685,1253,3048,4738,2274,2912,2606,3510,4115,1933,1854,4270,3715,960,4118,1703,4533,820,2996,4683,772,4704,4888,2227,4143,2834,284,544,1236,3335,20,754,1621,2639,1404,4926,3083,4642,2911,2200,1681,23,2957,3216,,1168,,
297,2756,2848,3939,708,3710,2377,4954,3510,2988,37,4445,465,3625,4642,4481,4573,27,2773,4789,3652,2696,1154,4338,3660,112,2970,4713,700,4965,1055,225,2179,4652,1522,1382,3046,3736,2295,2874,148,855,3034,2298,3489,3026,1066,4474,3115,1418,2380,2706,199,3995,56,4836,4275,2619,4658,4783,1485,4752,3437,3918,647,2229,4776,880,391,882,3413,3601,3974,2647,4143,4961,4372,301,4041,1681,4301,2672,2912,3337,4005,4670,2462,953,2274,2095,276,2833,267,4177,4512,4876,4888,284,2621,1930,2033,,3203,,
298,4683,2773,276,934,708,14,3335,647,3201,1404,2874,4477,416,4457,3182,3783,2544,2820,3055,1715,448,98,371,145,319,3526,3102,80,234,740,193,203,1556,3154,3030,3330,2356,983,4501,54,2758,2632,2548,4847,361,4475,4635,182,2633,115,2511,1821,2468,527,3900,1605,1028,1164,3820,894,495,268,3009,554,908,2105,663,2118,4930,289,3423,930,4734,2142,4637,3989,255,42,4112,2326,3775,88,1119,2649,4140,105,1794,1371,4757,1478,125,1388,2327,4738,3715,1611,2489,4926,3754,2037,,5010,,
299,4683,225,3290,882,361,4656,53,453,14,2975,2355,260,2301,4194,3820,2368,1821,2210,1984,319,2769,251,3344,3102,4680,2146,4499,4126,4106,3963,4799,855,145,4918,2957,1753,449,973,2088,4634,2105,1686,2989,2553,2510,3510,203,2178,2988,3930,2295,266,1215,4983,197,2315,1889,3536,4352,2454,741,4167,2158,3386,1429,1202,4532,3421,1464,2949,1605,4,2653,2796,1737,40,4177,4098,2246,2549,2835,198,1126,1106,1332,1695,66,163,3229,255,268,1690,1137,444,4096,4303,4142,4024,903,4534,,7655,,
300,740,2274,4245,4270,416,107,698,3330,127,1550,1041,112,3624,989,3804,648,2179,45,3314,772,3619,3370,2903,882,50,565,4302,89,584,2336,4749,4382,4026,4738,2544,1343,361,2263,4960,2949,2780,121,4683,3381,2462,2210,1270,711,2501,2606,3820,4961,3098,2356,51,3409,687,3109,3393,1357,1936,4006,2224,1681,2430,4069,4158,2970,4084,2589,1585,147,710,3407,4071,3227,2022,4642,292,3905,4885,2736,831,854,928,3966,3386,3111,1131,4340,189,3406,1056,1547,4194,647,1004,3719,2667,2756,,5010,,
301,2549,4661,3898,4240,2287,744,1464,4074,4683,193,453,740,4245,3098,4665,1353,3631,4256,4064,4447,2355,2280,621,2820,4918,2697,978,554,1468,4106,4642,3314,1550,732,2681,3209,1984,4911,4722,4342,432,521,647,2504,4945,2458,648,2162,3221,4493,171,2683,4930,4851,2632,3391,4005,66,203,3602,2988,1472,3611,4836,3432,3011,2756,2309,58,4352,837,4573,634,2609,2540,1646,3810,1748,4053,4926,2639,3066,4477,2392,2949,3289,361,3337,4572,2113,4501,336,813,1995,251,2189,4929,331,3796,3352,,7655,,
303,357,4918,4836,4453,3432,107,4151,1074,4318,4986,1522,4943,2508,3271,4583,454,3635,740,3338,416,4446,3424,988,1088,391,203,3259,1456,4342,583,428,3330,2970,1918,322,135,4470,3636,4793,708,214,2384,648,18,4131,4069,4005,2530,4961,379,2975,3510,532,2912,395,1952,1455,4799,4659,1137,4954,1279,972,1903,285,986,474,1015,2370,467,2224,3421,4738,1911,85,1889,647,1632,4764,20,1662,946,3700,3628,1087,1155,1774,4091,4216,495,2356,4751,1305,4501,4064,4760,3397,3732,193,2511,,3203,,
304,4091,3732,1605,4491,484,125,4665,14,828,586,3258,820,4683,3314,4642,276,4337,3775,145,3533,40,4086,3519,4989,1673,4707,4501,4578,2538,1719,3805,594,3352,2118,1198,1351,4084,3199,609,3655,2342,1868,1215,3862,3811,2750,4757,3381,989,66,4245,4252,1501,772,3881,112,680,4546,3372,137,1715,4981,3555,4177,4858,3438,366,4194,4911,75,4930,3499,617,2179,708,2116,1196,2454,186,2274,636,740,2082,4270,3820,2854,3233,4703,1253,4302,330,1550,4169,3783,4645,4814,3551,3146,391,4941,,5010,,
305,4836,3131,4793,1288,3397,477,556,1091,1611,1952,4118,1020,2317,2755,4783,4074,4243,4433,361,1374,4770,1522,4247,2795,2872,1818,3337,3289,2571,1087,3953,2095,4754,4887,4344,1472,2508,341,2629,1308,3854,309,2255,940,4110,2820,4778,2898,2442,839,1905,405,220,2421,3939,1935,2970,4493,2706,2980,2531,659,2676,3019,416,4318,532,3199,2100,2229,2548,2799,2912,828,4908,3645,4960,1779,2274,4092,113,2198,4052,2654,1004,3805,1049,1468,425,3591,366,3444,1578,2684,4659,4177,786,185,3305,198,,6335,,
306,338,145,112,3479,3207,882,2549,2377,4556,1091,3100,507,4327,953,357,1252,3335,3164,3509,1198,1550,695,2170,4074,3963,2274,4332,4533,4945,4131,71,3431,2658,2508,495,4642,604,3804,125,4245,51,1646,1411,3554,2401,1918,4929,3760,4302,2714,261,108,1711,3442,2610,14,3786,3551,2063,837,1647,2459,2608,2294,3840,2819,3192,359,50,46,1406,853,2681,238,2996,1683,3975,4757,571,3109,4870,3796,4717,1443,1415,3242,4290,4382,2105,4918,2160,1674,30,2454,2649,1156,4752,189,3343,331,,5006,,
307,238,1864,4245,648,203,3934,1219,4836,2547,2198,827,4527,388,395,2265,2658,1106,333,4778,4661,56,191,1178,2820,3229,3138,1550,3198,3459,2828,2251,3510,3330,3706,2610,4035,1150,2025,1091,3793,1278,107,4005,4771,1142,416,3441,1809,2022,241,4911,731,4126,4513,1728,4493,2949,4564,936,738,4741,211,719,1174,119,3355,1084,3238,3517,1209,3140,521,1075,114,4625,475,295,3827,750,3483,4455,621,4128,3019,109,2703,389,4167,2686,255,71,4006,3516,1037,3472,1918,4501,3109,201,3271,,5006,,
308,740,1601,3939,3258,3102,3048,4245,4793,960,2454,361,397,4106,1611,3660,46,112,4646,4501,4961,2315,1005,1665,1119,845,2944,3958,928,80,1270,2198,1091,1337,4394,4477,1089,2300,882,2442,3227,2207,1557,2105,2829,4143,416,2224,3381,2342,2612,391,3392,3640,1306,3063,2533,2033,1812,45,13,321,1984,2787,704,3685,3432,1983,2676,3003,3111,692,2638,990,945,181,4585,301,2898,4064,1431,114,1952,2949,484,1607,4717,2139,3413,24,4531,3066,4149,4783,702,1445,2696,3915,3109,333,2908,,5010,,
309,2377,740,266,1464,4826,2949,2549,3917,296,3955,983,3535,1516,1537,2454,115,240,3322,2504,3329,780,4064,1357,4151,176,4098,4342,4761,4840,1636,3499,307,62,4270,3078,4491,312,3555,1237,3234,1555,4049,1665,3905,2355,64,4128,1069,1776,2,202,73,3861,4446,4839,2458,2784,4754,1034,4447,3873,193,3391,2392,3421,3152,2773,2339,2651,12,2820,1844,4396,3341,2395,1209,3099,2988,2548,1994,40,1269,4740,1013,3770,1287,4001,1173,462,4525,1630,1755,1617,4778,437,2858,839,4578,1828,591,,2499,,
310,3300,357,983,3813,1646,4814,685,648,4945,437,4782,2549,1601,1357,2220,5,193,2458,1288,2820,1605,3704,4093,484,4955,4918,125,1343,1388,4665,2949,2105,3238,14,2674,181,548,2440,496,4382,2342,4565,2155,3735,3685,2274,4245,4115,4270,532,4303,1879,3715,4533,820,2210,2658,4704,1443,4143,284,20,3438,4039,3314,4642,2911,2200,276,2355,956,704,173,4828,24,4963,4337,3018,336,361,4252,2691,80,4344,1812,3209,397,2773,2194,2721,4106,3155,3564,2899,1813,4183,2139,1074,553,3652,,63,,
311,923,1809,3329,459,3888,44,4270,2949,4491,1646,1611,255,145,2548,1461,2436,3164,882,197,3314,4349,1190,2155,3637,45,361,2049,2769,4527,3078,14,2274,3421,2500,4501,4098,3975,1178,1517,827,3067,1550,3509,1460,979,4757,1705,4683,740,934,3438,1091,470,1813,4734,36,4091,4639,1715,780,4741,3651,816,1074,1398,708,366,2614,3918,2088,946,972,3432,23,225,3660,655,2851,484,2518,2538,4840,2608,3814,2531,125,4783,1991,88,371,4573,519,2610,2342,3145,3337,3533,465,3392,112,,5010,,
312,4670,1736,4741,1476,2607,4961,4005,307,2077,2957,2063,125,2439,165,3233,3820,2769,1809,3685,458,1510,395,2536,3238,1456,649,986,2940,488,3533,1778,2076,3424,4918,276,3345,3696,3510,3728,4879,4828,1137,3923,908,1004,3431,4177,736,4960,3118,4167,4106,2608,2136,740,3781,1317,2349,4214,1238,643,2454,71,4758,203,205,2597,4764,1494,4583,112,137,379,2311,4051,1138,2220,510,387,662,4086,1595,4195,3454,2975,3271,1504,1776,4643,3782,2194,1731,2610,4985,2530,4787,2506,1922,1446,301,,5006,,
313,1252,1755,125,4888,2454,3018,248,4106,4086,112,85,117,3099,3338,4298,4880,4782,2412,3198,4501,2097,114,109,740,4064,4005,708,323,827,2949,3381,4481,2188,4984,4716,1097,1464,3883,2342,2288,3459,793,1555,3582,3557,4918,1537,2829,416,4778,782,960,4961,1835,2666,2638,1199,3944,321,832,643,1873,4445,37,4722,2384,3483,1178,2646,3475,2377,3083,1238,2098,3710,4642,1102,2250,3428,1458,357,3210,3510,507,1630,1698,4496,3105,4131,4949,2439,2549,69,499,4592,1359,3094,3491,4683,268,,5006,,
314,4836,2274,3905,3335,1604,4106,72,3535,1960,427,556,3431,112,4043,4091,4128,507,147,1069,1196,916,3883,575,1844,4955,698,3224,193,3553,4005,3510,2454,2280,1005,2676,158,3509,2632,2342,1131,2447,238,315,3936,2392,3099,286,3165,2119,2522,3953,2996,1736,4342,4532,1673,3347,125,1918,303,2549,1343,4214,4167,3704,2204,740,1934,119,3944,4615,1457,652,3084,1795,453,973,1611,2377,1735,252,2224,231,2049,601,4803,1357,3732,4986,106,492,4978,4698,165,1933,2295,1212,4290,2999,664,,2499,,
