user,exclude,item list
322,5006,"[648, 4245, 1913, 2523, 4394, 4683, 3282, 1306, 4, 3905]"
323,5006,"[882, 337, 708, 4683, 960, 85, 2730, 98, 1357, 4789]"
324,7655,"[484, 4738, 960, 2210, 284, 4642, 361, 1254, 4941, 4101]"
325,5319,"[4177, 648, 1921, 2921, 4473, 1550, 3367, 1324, 453, 3282]"
326,800,"[4446, 4783, 4177, 647, 1252, 1984, 2756, 983, 3813, 773]"
327,5006,"[882, 708, 2311, 3472, 2774, 4035, 532, 302, 2274, 2549]"
328,6276,"[4091, 4177, 648, 2549, 193, 3732, 4093, 708, 238, 2949]"
329,2499,"[2256, 2342, 588, 1739, 307, 4396, 2310, 4074, 127, 398]"
330,63,"[2342, 2274, 4642, 4635, 2194, 145, 664, 165, 276, 4106]"
331,840,"[4635, 744, 4005, 3740, 1721, 3565, 2849, 276, 3102, 2284]"
332,840,"[2549, 3715, 882, 2876, 4118, 909, 112, 4634, 1517, 3890]"
333,840,"[4270, 361, 4642, 4656, 2549, 2988, 4164, 2300, 882, 3424]"
334,5010,"[647, 827, 4270, 1136, 2894, 3952, 10, 1846, 4642, 4738]"
335,6906,"[4091, 908, 2549, 181, 1740, 4738, 3510, 4270, 1455, 3198]"
336,5006,"[1755, 4493, 2820, 2949, 2377, 2280, 2342, 2274, 960, 2210]"
337,3203,"[4783, 4091, 647, 2549, 1556, 586, 2274, 465, 286, 4683]"
338,7655,"[740, 647, 297, 648, 3732, 2820, 484, 125, 2467, 2342]"
339,840,"[4783, 740, 647, 2820, 708, 3510, 1457, 1066, 2949, 3102]"
340,2683,"[284, 4683, 125, 437, 1684, 3145, 2652, 4210, 2998, 3335]"
341,2499,"[4783, 740, 125, 2342, 1740, 4096, 4683, 3063, 4349, 1578]"
342,6654,"[2970, 1184, 2355, 1324, 1952, 2652, 1607, 4918, 2342, 789]"
343,6906,"[740, 1089, 1740, 3198, 276, 145, 505, 1407, 2755, 2876]"
344,840,"[361, 4765, 3018, 4091, 789, 1034, 2179, 338, 4578, 1113]"
345,63,"[4783, 2, 1252, 357, 4814, 2549, 679, 4894, 88, 193]"
346,6906,"[4091, 986, 361, 2139, 3078, 2862, 3640, 925, 804, 1926]"
347,5319,"[3085, 193, 2370, 4469, 294, 2022, 4005, 3459, 296, 2924]"
348,6276,"[740, 4091, 4177, 4827, 2, 647, 1252, 1984, 908, 3813]"
349,1257,"[647, 4782, 2848, 88, 6, 193, 4955, 125, 1343, 1205]"
350,6335,"[2912, 1977, 708, 82, 593, 4286, 658, 4124, 1952, 3604]"
351,5010,"[1646, 3685, 2274, 2442, 3905, 297, 361, 388, 3100, 4783]"
352,6906,"[882, 3145, 85, 4658, 2949, 1618, 807, 183, 3501, 1485]"
353,7655,"[2577, 1659, 532, 3282, 4642, 125, 2756, 197, 4836, 2342]"
354,840,[]
355,7655,"[1118, 4446, 4091, 647, 2756, 903, 983, 1646, 297, 1089]"
356,2683,"[647, 2756, 297, 4045, 484, 125, 2949, 1519, 2342, 2274]"
357,6654,"[2549, 4270, 4327, 181, 125, 1157, 56, 4554, 1977, 4445]"
358,5006,"[125, 3510, 268, 2714, 3138, 3792, 4239, 4489, 2301, 1470]"
359,3184,"[4783, 740, 3551, 297, 786, 648, 679, 3810, 4491, 484]"
360,5006,"[3182, 2549, 846, 925, 4642, 513, 1270, 2689, 782, 1751]"
361,7655,"[4091, 647, 903, 908, 297, 1089, 2816, 2549, 2220, 3732]"
362,5010,"[2220, 2274, 361, 3078, 945, 2508, 621, 2509, 3453, 812]"
363,5006,"[4302, 1457, 112, 4659, 2651, 58, 2672, 2731, 116, 3330]"
364,840,[]
365,5010,"[740, 708, 3102, 2210, 329, 262, 4149, 2394, 554, 4642]"
366,840,[]
367,5010,"[532, 3314, 2548, 1921, 3337, 2858, 3335, 85, 2256, 4577]"
368,840,[]
369,7557,"[1118, 4446, 4783, 740, 3300, 2, 647, 4810, 983, 1646]"
370,840,"[740, 484, 1479, 3798, 2274, 3102, 4005, 2295, 2890, 1740]"
371,2499,"[3757, 3510, 4635, 4686, 953, 4167, 4895, 4128, 2274, 3343]"
372,5006,"[1709, 1037, 1455, 3233, 3282, 2430, 880, 569, 3210, 2163]"
373,3184,"[4783, 740, 4177, 4827, 2, 1984, 2756, 1646, 2549, 4735]"
374,3203,"[2820, 125, 4836, 1048, 4642, 1074, 4136, 1903, 1826, 989]"
375,6906,"[297, 115, 3685, 4270, 1209, 1196, 1732, 4961, 827, 2988]"
376,3203,"[4783, 4091, 4177, 648, 986, 1904, 2280, 3510, 4683, 2023]"
377,6696,"[647, 357, 983, 986, 115, 4665, 2280, 1740, 4738, 2516]"
378,840,[]
379,2499,"[4091, 647, 1357, 1142, 4106, 3282, 2714, 33, 769, 245]"
380,332,"[203, 459, 361, 3660, 2576, 116, 416, 3039, 145, 4463]"
381,5006,"[1022, 1357, 3175, 125, 238, 2467, 1711, 2280, 13, 3397]"
382,7655,"[740, 2756, 1646, 4814, 1601, 2458, 986, 413, 3102, 2988]"
383,840,"[4270, 109, 2740, 361, 4091, 3732, 1240, 505, 786, 1951]"
384,1252,"[173, 704, 2274, 2912, 2031, 4642, 1100, 664, 4739, 2831]"
385,2499,"[3198, 3695, 4573, 165, 2820, 2256, 989, 397, 861, 4902]"
386,6906,"[648, 88, 3174, 420, 4880, 3735, 4738, 4658, 4096, 4445]"
387,2499,"[4783, 2549, 1740, 1304, 4683, 2639, 4005, 4960, 2251, 621]"
388,2499,"[3654, 953, 2468, 193, 85, 3535, 3497, 2848, 1219, 3179]"
389,6906,"[740, 4894, 2949, 181, 2377, 1740, 3510, 588, 284, 109]"
390,840,"[2251, 4005, 459, 4960, 647, 160, 297, 276, 4098, 3491]"
391,2499,"[1089, 4683, 3335, 1404, 361, 4511, 1476, 2501, 4211, 109]"
392,840,"[337, 827, 4106, 3102, 708, 4337, 125, 145, 2610, 4782]"
393,840,[]
394,840,"[3337, 1578, 4026, 827, 4433, 3435, 989, 277, 198, 2256]"
395,3184,"[4847, 4106, 4593, 1578, 145, 2740, 4005, 1752, 3164, 4790]"
396,6906,"[600, 217, 4408, 3335, 3282, 655, 1681, 4091, 1324, 1674]"
397,840,"[740, 88, 361, 4106, 145, 3058, 4950, 2755, 3435, 4524]"
398,840,"[647, 181, 4128, 4270, 2200, 434, 3497, 4995, 4194, 505]"
399,5010,"[4091, 908, 1357, 484, 125, 1711, 2280, 1740, 2274, 4683]"
400,840,"[740, 1287, 4783, 193, 2210, 1445, 3421, 4642, 4936, 1418]"
401,800,"[2912, 1485, 3335, 150, 125, 4001, 3329, 575, 2523, 3823]"
402,6906,"[3102, 4270, 513, 2474, 3459, 4664, 2549, 2887, 4640, 983]"
403,840,"[740, 4091, 4880, 2912, 4270, 3198, 2210, 2139, 505, 4140]"
404,6906,"[492, 4807, 2787, 484, 4637, 1137, 874, 2904, 2342, 85]"
405,840,"[1418, 3098, 3165, 238, 3102, 4106, 361, 2905, 4335, 4986]"
406,840,"[2820, 1605, 3102, 2274, 4270, 1879, 772, 4642, 2355, 361]"
407,840,"[1709, 674, 361, 2215, 3237, 940, 308, 1252, 2937, 297]"
408,840,"[2549, 125, 3102, 820, 266, 4642, 4635, 3424, 145, 925]"
409,840,"[3201, 2256, 4382, 2155, 784, 3102, 3314, 2215, 1764, 329]"
410,840,"[647, 324, 708, 125, 2274, 3018, 4005, 4106, 3497, 145]"
411,840,[]
412,2499,"[125, 4270, 361, 2139, 2970, 116, 2964, 3901, 401, 3337]"
413,5010,"[3164, 4245, 4411, 4961, 532, 856, 4893, 1855, 151, 2970]"
414,840,"[2549, 145, 647, 4814, 4005, 708, 3102, 2799, 3509, 416]"
415,840,"[708, 125, 630, 4106, 1074, 973, 104, 1476, 3270, 2280]"
416,2499,"[2949, 882, 3225, 241, 1715, 4642, 3080, 361, 4854, 1821]"
417,3203,"[647, 1357, 3510, 2511, 98, 175, 49, 4501, 2355, 1198]"
418,840,"[2274, 3389, 4337, 2874, 2280, 361, 395, 3905, 892, 2295]"
419,840,"[4782, 2549, 4093, 4432, 3885, 2256, 4722, 2274, 505, 3908]"
420,5319,"[740, 4091, 4177, 1984, 297, 1357, 2220, 2820, 484, 2256]"
421,840,"[3102, 2274, 1404, 4954, 135, 361, 882, 85, 151, 3996]"
422,840,"[193, 3238, 1709, 3102, 4642, 2355, 4890, 112, 1398, 1287]"
423,332,"[2820, 2274, 2774, 388, 4352, 1204, 297, 2342, 1740, 505]"
424,3184,"[4783, 740, 786, 193, 4093, 1740, 3102, 2988, 4888, 98]"
425,840,"[2549, 193, 3885, 2256, 3715, 4635, 4106, 4194, 1685, 4751]"
426,6276,"[4091, 647, 983, 1646, 4026, 4814, 1089, 786, 4945, 437]"
427,3203,"[3035, 4683, 648, 3055, 2549, 4194, 1681, 4501, 4913, 740]"
428,840,"[1957, 4640, 2694, 2274, 125, 2304, 1485, 4986, 4836, 259]"
429,840,"[4091, 708, 2280, 58, 2773, 1994, 2621, 4524, 1995, 3322]"
430,840,"[2280, 361, 3078, 4396, 882, 1822, 3154, 679, 112, 1740]"
431,840,"[4177, 983, 4836, 4642, 361, 4342, 4639, 2905, 218, 4106]"
432,2499,"[4783, 647, 4045, 2377, 4738, 1190, 2470, 505, 4929, 2086]"
433,840,"[4642, 647, 193, 4177, 2949, 2610, 1404, 3565, 361, 4635]"
434,5010,"[193, 125, 2280, 4642, 945, 2632, 3971, 2158, 3138, 8]"
435,840,"[4642, 1382, 145, 647, 505, 1412, 4342, 2573, 6, 125]"
436,840,[]
437,840,"[647, 2511, 112, 3041, 1752, 3571, 4686, 4179, 1751, 4128]"
438,840,"[4665, 2996, 4096, 80, 4757, 4501, 484, 1911, 922, 2220]"
439,2499,"[4091, 983, 125, 1306, 2256, 1740, 3715, 2355, 4573, 4005]"
440,840,"[679, 2280, 2355, 361, 2139, 112, 1287, 127, 80, 983]"
441,2499,"[1646, 2549, 3102, 4683, 2139, 2135, 4411, 3078, 361, 37]"
442,5006,"[740, 647, 1984, 908, 786, 708, 3676, 3335, 3314, 2200]"
443,840,"[647, 3102, 4798, 4986, 2782, 804, 4134, 4642, 361, 2610]"
444,840,"[4642, 2549, 2522, 125, 4844, 2220, 577, 1821, 388, 1555]"
445,840,"[647, 4675, 3424, 1921, 4560, 629, 4929, 4096, 1457, 870]"
446,840,"[4945, 361, 2139, 4501, 4069, 4477, 708, 2355, 1752, 3041]"
447,5010,"[4091, 882, 4043, 4645, 4177, 98, 4907, 4642, 1943, 3753]"
448,840,"[2549, 2256, 361, 2649, 953, 2848, 112, 3660, 4270, 1751]"
449,840,"[882, 391, 3102, 2280, 4642, 276, 112, 3097, 3557, 416]"
450,840,"[241, 2820, 882, 125, 2549, 4177, 2508, 1171, 1174, 2848]"
451,840,"[3915, 2970, 2355, 882, 2549, 1240, 3670, 4874, 4782, 1981]"
452,63,"[647, 983, 648, 4336, 9, 1602, 2608, 4836, 181, 3198]"
453,5185,"[324, 193, 125, 2280, 2342, 4722, 3685, 2274, 3715, 2658]"
454,6906,"[21, 2639, 276, 1821, 2215, 1074, 3060, 239, 3459, 112]"
455,7449,"[1118, 4446, 3823, 4783, 740, 4091, 4177, 3300, 812, 2]"
456,63,"[4091, 4177, 647, 1646, 648, 4493, 4880, 2342, 2210, 3335]"
457,7655,"[505, 98, 1679, 4961, 85, 3164, 193, 4445, 2949, 3337]"
458,4717,"[3732, 2342, 2274, 276, 145, 51, 4989, 4564, 1578, 3979]"
459,2499,"[3007, 4106, 72, 2139, 1501, 2458, 704, 296, 4211, 51]"
460,2499,"[4177, 983, 786, 2220, 193, 2342, 2274, 3510, 2996, 2639]"
461,7557,"[4245, 708, 3510, 4169, 98, 1398, 4106, 2773, 4131, 302]"
462,5180,"[2251, 2773, 193, 2639, 4720, 2086, 3224, 4501, 4131, 2274]"
463,800,"[647, 1252, 1984, 866, 297, 2218, 4336, 1357, 193, 4493]"
464,840,"[4642, 4090, 4270, 3198, 983, 1715, 361, 1921, 4091, 2977]"
465,840,"[4642, 1128, 989, 371, 1715, 3315, 193, 2204, 3989, 1373]"
466,2499,"[3198, 4642, 4698, 4337, 4106, 4140, 4887, 3282, 4171, 151]"
467,5010,"[708, 1136, 2163, 4568, 1074, 1646, 4524, 2033, 3335, 175]"
468,840,"[1089, 2220, 361, 4106, 145, 4193, 4069, 3494, 1557, 3890]"
469,840,[]
470,6276,"[145, 1133, 2251, 708, 2246, 2949, 3019, 42, 1943, 1578]"
471,2499,"[740, 4177, 2549, 193, 4245, 4960, 2442, 1708, 1698, 4561]"
472,7655,"[2718, 3102, 3685, 3048, 4270, 2210, 98, 4642, 361, 4762]"
473,2683,"[740, 3459, 3381, 4960, 469, 248, 1089, 276, 1933, 56]"
474,840,"[4106, 1715, 882, 3995, 3198, 4501, 125, 3183, 1013, 2468]"
475,840,[]
476,4717,"[740, 4814, 648, 2549, 2848, 2820, 4918, 4432, 708, 125]"
477,2499,"[4069, 3372, 3966, 3536, 3431, 1244, 823, 3590, 1628, 2784]"
478,840,[]
479,800,"[297, 324, 88, 193, 4493, 3201, 484, 125, 4634, 2949]"
480,332,"[4344, 4954, 3459, 276, 4352, 4469, 2755, 3740, 3198, 3337]"
481,6276,"[3732, 2949, 2274, 772, 2499, 145, 444, 3164, 3494, 1809]"
482,840,"[3300, 297, 3102, 2274, 4642, 145, 1684, 4775, 3719, 1158]"
483,332,"[4446, 4783, 4091, 647, 1252, 357, 908, 1646, 1633, 866]"
484,7655,"[4270, 145, 4177, 1932, 882, 4765, 691, 4573, 4656, 429]"
485,800,"[2342, 1315, 1252, 4245, 4400, 3102, 4177, 2256, 240, 3497]"
486,5006,"[647, 2549, 125, 2256, 3740, 4533, 276, 4396, 3459, 2447]"
487,7655,"[1118, 740, 4091, 4177, 3300, 1984, 648, 2549, 2220, 6]"
488,5010,"[4245, 4793, 361, 4876, 2119, 3894, 4642, 2355, 3660, 4894]"
489,5006,"[1485, 1681, 1774, 2220, 3625, 882, 272, 1178, 4830, 741]"
490,840,[]
491,6906,"[983, 80, 882, 3131, 2442, 115, 4245, 2342, 513, 827]"
492,6906,"[882, 4639, 3715, 945, 147, 165, 2636, 4169, 1091, 3994]"
493,6906,"[740, 1740, 793, 4005, 4106, 4396, 1244, 882, 3330, 620]"
494,5006,"[3551, 1690, 1755, 2820, 1605, 3201, 4918, 1088, 2280, 2342]"
495,6906,"[4177, 648, 3496, 1611, 1129, 1683, 2342, 2271, 1681, 1698]"
496,1257,"[4091, 647, 3263, 297, 4782, 1357, 193, 3143, 708, 2949]"
497,5006,"[4177, 647, 357, 1646, 866, 4782, 2220, 4493, 3182, 708]"
498,800,"[960, 2638, 193, 4740, 99, 3777, 2820, 1611, 1549, 3665]"
499,6276,"[484, 125, 145, 4843, 3715, 3565, 866, 2501, 4670, 1595]"
500,3203,"[2820, 1821, 361, 2139, 1074, 3989, 882, 3237, 116, 211]"
501,5006,"[2210, 882, 3510, 3389, 18, 2610, 4642, 125, 3001, 2949]"
502,5006,"[648, 2549, 125, 3258, 1253, 2274, 1940, 4245, 4683, 772]"
503,3184,"[647, 648, 3939, 1514, 3335, 4106, 1050, 505, 3459, 2447]"
504,332,"[4446, 4091, 4177, 647, 357, 983, 1646, 4026, 866, 648]"
505,5010,"[1611, 2342, 1711, 391, 3519, 4524, 4245, 1731, 3805, 3635]"
506,1252,"[4446, 740, 4091, 647, 1653, 357, 1984, 903, 908, 3551]"
507,840,"[484, 1740, 2274, 1715, 2831, 2577, 3565, 3738, 2714, 4729]"
508,4717,"[4091, 3300, 647, 983, 4814, 866, 786, 648, 6, 3939]"
509,2499,"[125, 1406, 2274, 3335, 4106, 1667, 1578, 3282, 2694, 4245]"
510,2499,"[647, 1940, 4642, 3424, 4098, 505, 945, 135, 85, 1382]"
511,4717,"[648, 1602, 58, 145, 4126, 4798, 112, 3892, 882, 85]"
512,7655,"[740, 4091, 1984, 3939, 2949, 2342, 4198, 4245, 3510, 2988]"
513,2499,"[740, 4091, 647, 4945, 1740, 2274, 4683, 3432, 505, 1084]"
514,4717,"[2, 983, 1646, 297, 786, 648, 4782, 1601, 679, 4390]"
515,3184,"[297, 648, 4782, 484, 708, 411, 2342, 1740, 18, 532]"
516,4717,"[361, 4106, 4683, 250, 1339, 4501, 3928, 3660, 2970, 4912]"
517,3203,"[3113, 4352, 4961, 112, 4126, 357, 2774, 3233, 2949, 130]"
518,2499,"[1089, 4735, 2083, 780, 3432, 3496, 1065, 505, 4798, 1287]"
519,800,"[4446, 647, 357, 1984, 908, 983, 685, 786, 4482, 257]"
520,2683,"[4738, 4005, 2139, 145, 3640, 56, 4561, 2747, 3519, 3942]"
521,5010,"[647, 4533, 617, 629, 2470, 3078, 1684, 3207, 112, 1491]"
522,2499,"[647, 1690, 2274, 4642, 1681, 361, 2356, 1454, 713, 1171]"
523,2499,"[3211, 1517, 647, 4193, 4332, 85, 524, 769, 4704, 2056]"
524,2499,"[4270, 3335, 2355, 361, 2547, 204, 68, 827, 4171, 1681]"
525,5010,"[647, 276, 80, 4106, 145, 112, 186, 3805, 37, 4757]"
526,5010,"[648, 2949, 617, 397, 145, 1611, 925, 3535, 4569, 1740]"
527,2499,"[647, 88, 2342, 3102, 4683, 4642, 2468, 1287, 4507, 3543]"
528,2499,"[4783, 4177, 181, 2342, 4722, 3715, 588, 2210, 1821, 1224]"
529,5319,"[4961, 4333, 1607, 184, 4480, 2421, 2921, 4642, 4634, 2636]"
530,840,"[4709, 4096, 4194, 2256, 4270, 250, 2544, 882, 4106, 2355]"
531,2499,"[4093, 125, 413, 2274, 3510, 2988, 37, 4445, 348, 4642]"
532,7655,"[1740, 2210, 2949, 1611, 882, 2280, 960, 284, 4493, 361]"
533,1168,"[1118, 4783, 740, 4091, 4177, 4827, 647, 357, 2756, 908]"
534,840,"[3497, 505, 2274, 297, 866, 112, 4899, 2639, 4396, 320]"
535,3184,"[2256, 4270, 1681, 99, 1337, 90, 123, 1129, 3335, 2638]"
536,2499,"[1357, 3939, 3102, 3335, 2730, 565, 900, 712, 1501, 4396]"
537,2499,"[2887, 2681, 80, 2798, 513, 295, 1522, 2792, 3424, 2559]"
538,2499,"[361, 2139, 2970, 874, 880, 1751, 325, 184, 2848, 3018]"
539,5010,"[4245, 2988, 361, 145, 4149, 1068, 112, 3660, 3335, 1600]"
540,2499,"[2355, 780, 1457, 1957, 1085, 457, 1023, 3354, 1049, 4284]"
541,5006,"[3018, 2989, 740, 4836, 1240, 125, 882, 495, 284, 4677]"
542,7655,"[4446, 4091, 4177, 647, 866, 1601, 1357, 238, 3955, 4760]"
543,4717,"[1102, 960, 266, 4642, 2714, 2495, 708, 744, 4986, 2549]"
544,2499,"[1711, 2256, 2912, 3198, 4642, 1479, 2740, 4106, 2139, 1270]"
545,2499,"[3510, 4533, 4642, 2355, 3424, 238, 1458, 2912, 2256, 3955]"
546,6654,"[4446, 4783, 740, 4177, 647, 1653, 1252, 357, 983, 3813]"
547,2499,"[2155, 4642, 1074, 989, 300, 3375, 4573, 4783, 3102, 4501]"
548,5010,"[4961, 4683, 4270, 1740, 80, 2342, 2139, 1088, 4829, 4642]"
549,2499,"[4091, 3182, 125, 2342, 3510, 3715, 2210, 4642, 4352, 4635]"
550,2499,"[4005, 4226, 4695, 3354, 177, 3026, 246, 3183, 85, 827]"
551,335,"[708, 125, 10, 2274, 3715, 4683, 361, 2904, 3424, 1074]"
552,335,"[648, 4683, 3497, 2051, 160, 923, 1184, 4836, 1254, 1751]"
553,840,[]
554,5010,"[4783, 679, 2342, 3335, 1983, 4573, 80, 145, 1028, 882]"
555,2499,"[2274, 2161, 4352, 4091, 3035, 3198, 3643, 3335, 4455, 4034]"
556,5010,"[4177, 648, 1601, 2280, 3102, 4270, 3335, 4642, 361, 112]"
557,2499,"[2274, 361, 2355, 2970, 2940, 627, 439, 4167, 1564, 4908]"
558,840,"[4945, 2274, 4245, 3928, 147, 125, 4106, 647, 740, 1004]"
559,840,"[3939, 3915, 3381, 1252, 56, 3735, 1084, 674, 3817, 2704]"
560,1093,"[4091, 647, 956, 268, 179, 1074, 4656, 1005, 234, 708]"
561,800,"[4177, 812, 647, 357, 903, 983, 4814, 3037, 866, 1022]"
562,840,"[2248, 4207, 2251, 125, 3556, 2820, 708, 2274, 2282, 4885]"
563,5010,"[1611, 2037, 112, 4086, 4642, 527, 4635, 2949, 2355, 361]"
564,7449,"[3823, 4091, 4177, 812, 1252, 2756, 3551, 1646, 773, 866]"
565,840,"[647, 1690, 2820, 484, 2274, 4533, 956, 4352, 361, 4396]"
566,5010,"[4854, 1567, 484, 1711, 1879, 276, 2355, 361, 617, 80]"
567,6906,"[1485, 2301, 88, 1764, 3199, 4532, 4579, 2931, 2876, 3442]"
568,840,"[4836, 181, 3510, 193, 3018, 2832, 4565, 548, 4904, 1240]"
569,3203,"[4783, 4091, 647, 1646, 4493, 4675, 4953, 2342, 2210, 4433]"
570,7655,"[740, 1690, 2549, 668, 469, 3337, 4642, 648, 2178, 908]"
571,840,"[740, 647, 4814, 193, 1406, 548, 2280, 1740, 2274, 3018]"
572,5006,"[4446, 4783, 1252, 1646, 648, 4782, 2549, 4390, 4493, 1605]"
573,3203,"[4342, 894, 4084, 1821, 3510, 3078, 882, 2161, 397, 2422]"
574,3203,"[740, 647, 4814, 2848, 4854, 125, 3883, 2342, 1740, 960]"
575,840,"[2274, 361, 4798, 882, 4960, 2927, 4134, 3510, 3565, 266]"
576,2499,"[647, 4814, 437, 2848, 193, 115, 125, 1711, 2280, 1740]"
577,840,"[4390, 4642, 1983, 145, 4798, 882, 1235, 827, 3928, 1665]"
578,3203,"[4783, 3300, 983, 1646, 1357, 2220, 1343, 3676, 2949, 1904]"
579,840,"[3510, 2355, 4352, 3564, 4459, 72, 2511, 1685, 1023, 1731]"
580,840,"[4177, 4836, 2280, 3102, 361, 80, 4106, 3078, 4596, 4929]"
581,5010,"[648, 2988, 416, 3335, 98, 4642, 4106, 145, 2063, 3105]"
582,840,"[1118, 647, 866, 4045, 484, 2274, 4270, 465, 3341, 2834]"
583,840,"[193, 1740, 361, 1588, 145, 3794, 804, 1926, 621, 3719]"
584,2683,"[3704, 3017, 361, 882, 88, 1698, 1611, 1674, 1315, 4557]"
585,2499,"[647, 4814, 193, 1519, 3258, 3102, 3048, 2988, 815, 4683]"
586,840,"[647, 708, 4337, 4098, 3463, 554, 4001, 145, 3424, 1904]"
587,5006,"[708, 2511, 3335, 4533, 209, 688, 648, 647, 2274, 3782]"
588,840,"[4642, 4757, 3974, 3537, 333, 647, 3869, 1253, 2368, 361]"
589,5006,"[4783, 740, 648, 6, 125, 2274, 4245, 769, 4642, 276]"
590,5010,"[1681, 3282, 62, 112, 647, 1404, 361, 2025, 4337, 484]"
591,5006,"[4783, 740, 2, 3165, 4836, 2988, 960, 1561, 1649, 2548]"
592,840,"[647, 4945, 4570, 458, 2887, 1178, 2295, 1034, 302, 2657]"
593,7655,"[1089, 2970, 391, 4270, 4683, 4642, 945, 3102, 492, 695]"
594,5006,"[3259, 2970, 125, 42, 3089, 184, 1698, 203, 3888, 3335]"
595,840,"[1930, 2139, 1588, 3695, 882, 804, 920, 80, 4270, 3774]"
596,5006,"[4783, 740, 4493, 2377, 1740, 3018, 4005, 1122, 882, 3241]"
597,5006,"[708, 4642, 4573, 145, 874, 940, 218, 62, 647, 283]"
598,5006,"[1244, 1230, 4635, 3210, 343, 4177, 475, 71, 38, 3564]"
599,5006,"[647, 125, 2799, 3424, 4971, 2251, 4642, 4493, 3454, 567]"
600,5010,"[2274, 4642, 2562, 804, 648, 2468, 4783, 3438, 2509, 2756]"
601,840,"[49, 2470, 217, 3905, 2274, 4131, 2311, 4986, 4642, 3793]"
602,840,[]
603,2499,"[2820, 4491, 2280, 4642, 4337, 3424, 505, 2310, 1491, 882]"
604,6276,"[647, 708, 2949, 4493, 4798, 1091, 2274, 1445, 145, 2086]"
605,840,"[3258, 4270, 2468, 112, 1715, 116, 2294, 3594, 361, 4206]"
606,5010,"[740, 4814, 4245, 1681, 112, 2638, 2686, 1646, 1984, 1731]"
607,840,"[193, 4128, 2949, 4738, 4106, 4245, 1405, 2256, 740, 3102]"
608,6906,"[4814, 4372, 1288, 484, 115, 1711, 1306, 2105, 2739, 1088]"
609,5006,"[4446, 740, 4177, 2756, 2166, 4128, 4722, 3510, 4143, 284]"
610,5006,"[940, 125, 3225, 4642, 2894, 1578, 3173, 3963, 1178, 2649]"
611,840,"[740, 193, 2820, 708, 2608, 2274, 3798, 2970, 2775, 789]"
612,840,"[125, 2251, 3753, 4091, 4642, 4290, 4450, 4270, 2694, 2274]"
613,2499,"[740, 4091, 4814, 1690, 3174, 4918, 125, 2949, 4836, 2988]"
614,5010,"[740, 2549, 4245, 960, 1621, 4599, 2547, 1809, 885, 571]"
615,2499,"[1475, 1065, 983, 3953, 1681, 4918, 4302, 3102, 1069, 462]"
616,840,[]
617,840,"[3102, 4960, 4245, 3131, 192, 1740, 4814, 772, 647, 1373]"
618,840,"[361, 882, 484, 4709, 99, 85, 3017, 2086, 477, 716]"
619,3184,"[437, 3715, 960, 361, 2927, 1740, 4814, 4084, 1611, 2689]"
620,2499,"[4932, 193, 1306, 2280, 2274, 3524, 3335, 361, 1631, 3728]"
621,2499,"[1252, 297, 4945, 4918, 4382, 4128, 3102, 2274, 4270, 4683]"
622,2499,"[125, 3102, 945, 1782, 4656, 1129, 2799, 2452, 3424, 416]"
623,5319,"[647, 983, 1646, 4026, 297, 648, 2220, 193, 3143, 1605]"
624,800,"[3593, 416, 109, 2639, 45, 2970, 1667, 453, 255, 4847]"
625,2499,"[4783, 647, 1646, 2549, 3939, 193, 4918, 2819, 2342, 3888]"
626,2499,"[740, 324, 4977, 4093, 125, 2342, 4104, 4270, 4642, 80]"
627,332,"[3823, 4783, 740, 4091, 2, 647, 1252, 908, 4814, 297]"
628,2499,"[1646, 238, 1556, 4270, 4480, 4567, 27, 2284, 3078, 112]"
629,5180,"[361, 708, 4778, 2251, 98, 815, 2775, 3045, 112, 827]"
630,6335,"[4091, 4177, 4814, 648, 4782, 1601, 3939, 193, 2820, 484]"
631,840,"[647, 2210, 21, 361, 4506, 505, 2468, 1287, 4960, 4986]"
632,2683,"[1952, 2356, 725, 1217, 2327, 565, 4503, 4738, 2459, 4215]"
633,800,"[554, 960, 1926, 82, 647, 3352, 986, 1984, 4640, 2238]"
634,2499,"[2848, 4642, 3372, 4106, 3282, 2549, 882, 2996, 1129, 125]"
635,5010,"[2663, 276, 2355, 361, 145, 4989, 255, 1951, 3654, 2638]"
636,2499,"[2691, 4573, 4396, 85, 3425, 2545, 1690, 4337, 4106, 882]"
637,5010,"[1028, 882, 2342, 3102, 740, 3805, 2604, 3442, 4106, 4194]"
638,2499,"[2949, 2063, 193, 2179, 4839, 4986, 1611, 1287, 3510, 522]"
639,840,"[740, 647, 1731, 4922, 2138, 1074, 554, 3424, 3576, 165]"
640,4717,"[4783, 4091, 812, 1984, 1646, 4814, 1022, 2816, 4945, 2549]"
641,5006,"[1681, 2549, 255, 1382, 4830, 882, 4493, 740, 2970, 647]"
642,840,"[2224, 3102, 2274, 277, 145, 577, 4765, 4869, 80, 4642]"
643,2499,"[1514, 116, 361, 3604, 4661, 2136, 1659, 3510, 4245, 112]"
644,7655,"[532, 1479, 4923, 505, 3459, 945, 3035, 4501, 2508, 4366]"
645,6906,"[1464, 4570, 4305, 1712, 4245, 145, 3045, 3258, 1194, 1428]"
646,5006,"[3955, 3238, 1740, 3685, 2274, 284, 4642, 1209, 3424, 1458]"
647,2499,"[4480, 4642, 80, 2194, 4106, 40, 2468, 565, 4960, 3343]"
648,2499,"[2848, 3217, 3198, 2210, 4642, 794, 505, 1960, 1522, 3928]"
