user,include,item list
312,1329,"[3424, 2514, 1224, 193, 2377, 2447, 4390, 1373, 1983, 4676]"
313,335,"[4793, 630, 391, 1846, 2175, 4261, 3390, 98, 1621, 3571]"
314,3497,"[201, 4149, 2280, 4064, 3417, 989, 1400, 4256, 879, 1619]"
315,5185,"[3300, 4954, 3335, 3636, 1611, 1332, 521, 4447, 2678, 3183]"
316,3723,"[2342, 3715, 3661, 4193, 116, 4759, 4377, 4086, 2218, 2691]"
317,3502,"[3605, 1933, 3036, 4635, 723, 3576, 3333, 1695, 4216, 3391]"
318,3484,"[3685, 907, 70, 1492, 1581, 4398, 4649, 4945, 1075, 216]"
319,3184,"[2500, 674, 3282, 4642, 41, 3675, 3146, 1087, 2536, 148]"
320,4863,"[2639, 4005, 1686, 505, 1605, 145, 520, 3663, 2191, 4693]"
321,6906,"[647, 976, 786, 2220, 193, 3175, 2820, 1567, 708, 4665]"
322,6276,"[4583, 1245, 3497, 4349, 4662, 4039, 2937, 3372, 746, 1791]"
323,3184,"[3232, 2439, 1522, 1856, 3685, 928, 4642, 836, 4867, 52]"
324,4308,"[2256, 4814, 2637, 2993, 4836, 1626, 4927, 4778, 4349, 983]"
325,393,"[4270, 4352, 4788, 3068, 1630, 1139, 4, 2387, 3183, 389]"
326,5695,"[3591, 196, 3226, 4601, 3267, 1613, 3910, 3813, 2289, 702]"
327,5966,"[2608, 1443, 2434, 122, 463, 137, 276, 3565, 3644, 4390]"
328,3184,"[2848, 4954, 2912, 4642, 3282, 4338, 4950, 1983, 1602, 1224]"
329,5168,"[1728, 2872, 193, 1055, 3109, 2501, 2217, 4226, 331, 565]"
330,5825,"[4783, 4207, 3151, 248, 3185, 1549, 1201, 4570, 1128, 2326]"
331,1168,"[2041, 2210, 4545, 965, 145, 3989, 2083, 4961, 1787, 4036]"
332,5915,"[3565, 2988, 2179, 2500, 4560, 565, 3537, 4910, 3516, 4580]"
333,2816,"[1196, 1178, 4533, 256, 266, 2139, 3459, 829, 4847, 3409]"
334,590,"[668, 1721, 3335, 4372, 4503, 4986, 1254, 388, 617, 1405]"
335,332,"[4709, 630, 3706, 571, 98, 3370, 4470, 205, 2031, 453]"
336,1511,"[4877, 3431, 617, 2088, 1176, 1253, 391, 4987, 3483, 4645]"
337,5648,"[4888, 3270, 3262, 4683, 3221, 3738, 4955, 3630, 1547, 1395]"
338,1388,"[1684, 2022, 3949, 4573, 2666, 2223, 3968, 30, 4643, 4734]"
339,5915,"[2988, 2217, 4752, 165, 2204, 4844, 1531, 4533, 2841, 1030]"
340,2509,"[331, 241, 1287, 3971, 488, 2944, 2440, 3269, 4825, 532]"
341,3668,"[4245, 4012, 870, 3607, 3759, 160, 2661, 524, 437, 1332]"
342,5915,"[4844, 2354, 636, 3565, 320, 1791, 1087, 2851, 3775, 866]"
343,4574,"[1337, 2250, 2221, 320, 630, 3935, 1395, 252, 30, 3015]"
344,2320,"[3018, 1667, 3146, 4640, 1611, 198, 4338, 3782, 2646, 1262]"
345,4253,"[1306, 2639, 4950, 1522, 1178, 3615, 2829, 3559, 3635, 1244]"
346,5319,"[403, 4446, 1351, 1294, 4893, 1871, 4352, 953, 3462, 2664]"
347,1252,"[738, 4874, 2586, 4325, 4581, 4187, 836, 1715, 634, 4489]"
348,3203,"[1653, 1089, 88, 1605, 1728, 484, 115, 3604, 3073, 3238]"
349,1511,"[647, 1873, 3431, 475, 63, 680, 2649, 2614, 782, 3650]"
350,3668,"[870, 3759, 4243, 880, 4245, 1856, 1136, 1970, 3431, 160]"
351,5006,"[3102, 361, 193, 1522, 157, 461, 4194, 1196, 127, 80]"
352,5168,"[1960, 565, 465, 4989, 2970, 4445, 3305, 331, 3109, 3489]"
353,840,"[4910, 2454, 4710, 4961, 4918, 2904, 4683, 284, 79, 1209]"
354,7258,[]
355,1119,"[2549, 1306, 4143, 3459, 3600, 2970, 1087, 2436, 3096, 4493]"
356,590,"[193, 1556, 3685, 2256, 3735, 2639, 356, 1721, 1581, 3335]"
357,840,"[3483, 1646, 4036, 1209, 648, 413, 3650, 3685, 782, 822]"
358,840,"[1646, 3676, 2342, 4817, 1681, 617, 2821, 4478, 1632, 2176]"
359,2509,"[532, 1357, 331, 4828, 320, 1790, 3971, 36, 3907, 241]"
360,590,"[3826, 634, 617, 4623, 1118, 3335, 3501, 2390, 1571, 4491]"
361,8021,"[2639, 4954, 3138, 73, 320, 2392, 1779, 2217, 610, 4261]"
362,3203,"[484, 371, 1050, 1276, 3183, 106, 3760, 923, 2545, 4730]"
363,1257,"[1667, 4867, 1600, 807, 4005, 855, 586, 1509, 1821, 1602]"
364,7655,[]
365,1124,"[2229, 1169, 1411, 4025, 4922, 2139, 3510, 1555, 4661, 5]"
366,3497,[]
367,840,"[1646, 1711, 768, 3071, 4951, 594, 4400, 4040, 945, 321]"
368,1168,[]
369,7946,"[983, 2549, 1053, 946, 1711, 674, 3900, 544, 3438, 3018]"
370,3497,"[44, 4798, 1026, 4699, 1412, 989, 231, 3628, 4105, 4960]"
371,7946,"[49, 4142, 3142, 1611, 1279, 3018, 983, 2633, 3795, 3344]"
372,7946,"[2456, 4398, 983, 130, 2136, 3018, 1411, 2015, 3344, 2359]"
373,3355,"[3037, 2597, 3389, 3109, 1777, 2842, 3426, 2260, 341, 3889]"
374,7258,"[2170, 2118, 740, 276, 1080, 1007, 553, 1140, 505, 4771]"
375,1833,"[4396, 1263, 4215, 1831, 1013, 845, 2778, 4527, 4699, 4945]"
376,5180,"[4642, 4171, 4206, 268, 159, 2181, 1698, 1088, 2436, 2941]"
377,5298,"[3472, 1835, 1854, 4071, 3024, 2632, 205, 3647, 383, 2026]"
378,6324,[]
379,335,"[3314, 98, 936, 4876, 391, 4078, 1398, 2481, 2723, 2613]"
380,4964,"[647, 3607, 2958, 1970, 2495, 4261, 4360, 1854, 1704, 3571]"
381,4096,"[3337, 4001, 2970, 4760, 934, 633, 14, 1715, 1559, 522]"
382,4096,"[3337, 2684, 3428, 2514, 3107, 3108, 3141, 4970, 544, 4177]"
383,2320,"[2970, 2041, 3732, 4954, 1611, 3003, 2639, 979, 3086, 1708]"
384,5006,"[361, 88, 1688, 1602, 3217, 1960, 1224, 2496, 1128, 4703]"
385,5006,"[1611, 2654, 361, 2287, 160, 4142, 1667, 159, 749, 10]"
386,4987,"[2848, 266, 3424, 4239, 4171, 1665, 3109, 1708, 4737, 738]"
387,1093,"[191, 1246, 3198, 3510, 4446, 2940, 413, 1633, 1752, 645]"
388,3440,"[1013, 2799, 4335, 3238, 4436, 3584, 3165, 2, 3113, 191]"
389,1833,"[4493, 3185, 4396, 700, 3278, 3928, 548, 2559, 1214, 2263]"
390,3355,"[4457, 1911, 3314, 2342, 337, 2222, 2326, 4463, 837, 89]"
391,3440,"[1089, 1106, 2, 3142, 2356, 2996, 1013, 1075, 3584, 2392]"
392,5006,"[2086, 1611, 2831, 2639, 4091, 2657, 3386, 654, 262, 2632]"
393,800,[]
394,3484,"[3795, 3837, 3662, 455, 1923, 2494, 4398, 3650, 1119, 1028]"
395,7233,"[2996, 3455, 4551, 3342, 1493, 3930, 4194, 1341, 4318, 1224]"
396,8021,"[1779, 332, 4954, 2639, 3730, 4047, 1778, 3138, 610, 3573]"
397,393,"[1504, 548, 4284, 1010, 3183, 1066, 4270, 1564, 2885, 704]"
398,3217,"[193, 3685, 2726, 2549, 360, 465, 4664, 2136, 333, 2113]"
399,7642,"[95, 4966, 3528, 1116, 4960, 116, 1020, 54, 4287, 329]"
400,5185,"[4319, 1089, 2392, 1494, 1725, 4233, 2434, 266, 2021, 2678]"
401,4964,"[1821, 2495, 3441, 4966, 1873, 3423, 617, 647, 1332, 4243]"
402,1168,"[505, 4770, 4961, 895, 2694, 370, 495, 2210, 515, 66]"
403,590,"[1556, 3565, 1715, 2657, 458, 388, 2454, 3598, 4169, 1118]"
404,5168,"[2501, 3109, 2217, 3567, 465, 302, 1728, 193, 972, 2970]"
405,5006,"[361, 2632, 297, 4097, 1152, 2302, 256, 1522, 3778, 4349]"
406,5915,"[3432, 4752, 2204, 866, 2968, 3537, 2051, 4560, 2354, 2217]"
407,7367,"[3314, 125, 1911, 4724, 882, 655, 1599, 211, 2409, 978]"
408,1388,"[4573, 705, 1463, 516, 3923, 3442, 3968, 2749, 3453, 1684]"
409,1257,"[3100, 1602, 664, 2890, 768, 321, 4025, 634, 1128, 69]"
410,5915,"[866, 1150, 2354, 3146, 3432, 2988, 3537, 2500, 3979, 1087]"
411,8021,[]
412,4836,"[495, 3459, 986, 2062, 935, 3300, 551, 398, 3685, 3179]"
413,2832,"[617, 4396, 14, 1667, 3216, 983, 4767, 2657, 2811, 4499]"
414,7642,"[57, 4461, 4960, 2031, 4261, 3227, 988, 2015, 248, 3151]"
415,7367,"[3371, 4798, 125, 1936, 2200, 1113, 4642, 1694, 333, 620]"
416,8021,"[1597, 2217, 659, 1737, 4545, 4527, 73, 191, 870, 807]"
417,5006,"[2632, 2055, 453, 2639, 80, 1128, 1522, 3199, 1688, 4091]"
418,4717,"[4005, 1889, 1879, 4573, 203, 3244, 3498, 617, 586, 1854]"
419,6335,"[4683, 3499, 956, 3651, 1129, 4098, 1592, 1896, 1007, 4918]"
420,332,"[2530, 3619, 2265, 562, 45, 4858, 2562, 2638, 3483, 2206]"
421,3668,"[4665, 1856, 160, 4243, 4772, 880, 4012, 870, 4912, 1136]"
422,3484,"[1871, 3662, 1037, 1574, 70, 2494, 4945, 4292, 1028, 3612]"
423,7642,"[4841, 2518, 4778, 4966, 4287, 44, 4960, 2474, 3423, 641]"
424,4574,"[630, 320, 341, 1181, 4340, 2221, 2031, 1709, 3935, 909]"
425,4253,"[2639, 4450, 1276, 768, 4950, 1501, 4411, 4240, 570, 3537]"
426,5298,"[1415, 2828, 1339, 2632, 205, 3024, 1835, 114, 2295, 924]"
427,2832,"[4094, 3210, 3905, 4718, 4396, 2090, 2008, 4704, 3663, 3111]"
428,1093,"[4188, 2971, 586, 3510, 4151, 3367, 2300, 3295, 1690, 4373]"
429,4863,"[4005, 145, 536, 4551, 4386, 4088, 505, 1841, 4693, 1686]"
430,1124,"[2968, 1411, 2509, 4497, 959, 3183, 302, 4432, 3221, 4718]"
431,4964,"[3571, 647, 3389, 4951, 2958, 1821, 782, 4243, 3015, 3227]"
432,1124,"[3390, 1762, 3794, 1988, 768, 2390, 855, 3001, 1486, 458]"
433,298,"[2430, 416, 2782, 1805, 569, 398, 3424, 2359, 2356, 3524]"
434,7258,"[3930, 2207, 2657, 276, 505, 4233, 2170, 3450, 1409, 3869]"
435,5915,"[1778, 3565, 2577, 866, 3593, 565, 2179, 2851, 4560, 1150]"
436,3502,[]
437,840,"[2176, 4961, 1091, 2342, 1774, 945, 2422, 45, 960, 1088]"
438,342,"[2098, 2031, 2203, 4268, 554, 3019, 391, 1116, 2470, 3330]"
439,2683,"[453, 609, 2221, 475, 4493, 4128, 8, 1867, 1842, 1690]"
440,7258,"[276, 106, 2377, 69, 2458, 3598, 952, 4001, 437, 1619]"
441,1329,"[193, 2549, 505, 855, 2970, 2058, 3930, 3424, 3456, 509]"
442,3184,"[4642, 1522, 627, 4963, 2848, 636, 251, 2302, 2300, 2912]"
443,7946,"[2136, 2549, 3974, 1611, 1053, 3344, 3347, 3736, 1673, 2645]"
444,8021,"[1779, 276, 332, 3730, 4545, 254, 2703, 3802, 610, 4851]"
445,5168,"[160, 2301, 3665, 3096, 544, 1728, 2501, 2217, 193, 3873]"
446,840,"[1711, 1613, 323, 2619, 1421, 617, 648, 3408, 3483, 1943]"
447,342,"[2119, 255, 2031, 4570, 630, 1893, 856, 2610, 2803, 231]"
448,332,"[1733, 2756, 1287, 788, 4879, 3857, 3777, 140, 3423, 2075]"
449,1833,"[3072, 1252, 3278, 2038, 4945, 2033, 4581, 2025, 845, 1013]"
450,6276,"[1818, 4337, 4803, 511, 4603, 361, 4683, 21, 1219, 1752]"
451,2320,"[1708, 4058, 1667, 1880, 4730, 1341, 3782, 4216, 1069, 4044]"
452,5180,"[4093, 3685, 4642, 577, 3459, 2491, 2608, 331, 2, 1088]"
453,1168,"[495, 3598, 3681, 1445, 3805, 505, 2511, 2694, 2138, 4001]"
454,5915,"[870, 565, 3146, 3775, 2217, 4533, 320, 2968, 3565, 2988]"
455,6270,"[4446, 4783, 647, 1653, 2756, 908, 983, 4026, 2816, 2549]"
456,5825,"[1121, 3971, 3558, 438, 571, 1359, 2608, 2607, 1114, 1048]"
457,3440,"[251, 191, 3794, 4954, 4169, 3584, 1545, 4292, 2678, 4716]"
458,3203,"[3102, 2903, 4197, 664, 480, 2629, 2996, 4099, 3045, 1778]"
459,342,"[2610, 3624, 2119, 4680, 4916, 630, 641, 255, 856, 179]"
460,2856,"[1698, 2773, 96, 4767, 2937, 2430, 70, 4509, 922, 4337]"
461,2131,"[1739, 2447, 2654, 2251, 3885, 3600, 2832, 1115, 4338, 105]"
462,7642,"[3571, 2474, 4966, 1116, 44, 116, 4778, 4287, 4960, 1782]"
463,4253,"[1252, 2105, 1495, 1611, 109, 1523, 1343, 3022, 3035, 3336]"
464,5185,"[1332, 4826, 2392, 1089, 266, 1980, 4950, 1139, 4877, 4228]"
465,1168,"[3459, 1008, 145, 4412, 4049, 3040, 2271, 3670, 2511, 643]"
466,1168,"[3198, 2179, 4535, 3096, 1736, 4545, 3652, 4649, 4445, 2511]"
467,2816,"[2139, 2520, 536, 1196, 1178, 54, 137, 1667, 3990, 3897]"
468,1124,"[3510, 817, 3183, 581, 1128, 4922, 1785, 695, 982, 3390]"
469,7655,[]
470,7258,"[276, 1562, 2694, 1229, 505, 1080, 2207, 1315, 4810, 4074]"
471,1168,"[2210, 2694, 3940, 145, 3462, 3915, 4475, 4930, 4001, 1736]"
472,3668,"[1136, 1970, 870, 880, 2100, 1491, 4790, 1856, 4302, 4692]"
473,1910,"[3888, 416, 4577, 4656, 2476, 1124, 1038, 1322, 3939, 4005]"
474,1511,"[647, 2848, 2658, 239, 2614, 2514, 617, 4987, 1960, 1089]"
475,4964,[]
476,4964,"[617, 554, 647, 1970, 880, 1821, 3392, 2958, 4124, 2390]"
477,5695,"[3865, 2160, 322, 1613, 186, 2718, 4601, 1561, 4149, 2250]"
478,6696,[]
479,4863,"[2639, 505, 2664, 2689, 536, 1686, 421, 2575, 2885, 2931]"
480,1388,"[4501, 4599, 2530, 2260, 4573, 3923, 341, 3968, 4858, 4870]"
481,4987,"[4698, 4243, 284, 1665, 261, 36, 2848, 301, 973, 266]"
482,2832,"[2548, 4767, 2506, 4927, 617, 2008, 14, 3386, 3369, 2090]"
483,5966,"[1118, 4810, 463, 2256, 586, 54, 1720, 1443, 276, 2162]"
484,2816,"[2139, 2536, 2246, 2824, 283, 3459, 2832, 2313, 719, 266]"
485,2856,"[1698, 2778, 978, 4691, 4047, 2436, 2773, 4, 3928, 491]"
486,393,"[3917, 4270, 3259, 1581, 3217, 3068, 3183, 1010, 4284, 4626]"
487,1511,"[4783, 647, 1646, 2848, 1854, 617, 2255, 29, 1902, 1813]"
488,3355,"[2222, 45, 1943, 1911, 4524, 367, 2656, 3436, 3655, 3314]"
489,1257,"[2851, 768, 2778, 1128, 1695, 3885, 2559, 2516, 2390, 1334]"
490,7258,[]
491,5825,"[1359, 2350, 4783, 936, 4402, 2795, 1697, 2987, 2608, 4193]"
492,298,"[4836, 2897, 4752, 416, 4888, 744, 238, 3424, 870, 569]"
493,2816,"[3459, 3337, 160, 3636, 4533, 565, 2811, 4338, 1588, 283]"
494,1124,"[302, 1375, 3728, 3232, 704, 2139, 4922, 4226, 4453, 4640]"
495,1093,"[4851, 2478, 1252, 1246, 1779, 3432, 3510, 3100, 1087, 1778]"
496,5915,"[2988, 4533, 4910, 3565, 3432, 866, 1333, 3537, 1994, 3908]"
497,3203,"[2750, 3003, 240, 4788, 1751, 4349, 4094, 3102, 2637, 973]"
498,5168,"[3096, 4989, 4110, 3438, 4327, 565, 3282, 4445, 2301, 1960]"
499,335,"[3314, 4071, 3519, 609, 3116, 1209, 4149, 4841, 140, 4734]"
500,1329,"[840, 2549, 4676, 903, 3424, 193, 820, 855, 2685, 3351]"
501,7233,"[4110, 1957, 216, 1080, 1069, 3052, 3612, 3455, 4965, 2996]"
502,6696,"[1605, 2155, 4752, 4396, 4740, 1103, 4945, 3344, 4436, 4963]"
503,4253,"[3333, 2784, 1276, 4579, 1306, 3613, 1522, 3889, 262, 2908]"
504,5006,"[3823, 4091, 983, 4814, 297, 88, 193, 484, 1904, 4164]"
505,1119,"[3459, 3164, 2549, 1262, 2352, 1087, 1523, 3428, 2794, 373]"
506,3484,"[4945, 605, 3685, 15, 1028, 2473, 1262, 70, 458, 108]"
507,4964,"[3198, 3571, 3389, 1854, 3971, 1475, 4261, 3805, 1821, 2680]"
508,800,"[740, 4091, 1646, 2549, 1711, 548, 4738, 1455, 3715, 3341]"
509,2832,"[2811, 3210, 14, 4396, 1667, 1128, 983, 3143, 1623, 2161]"
510,3723,"[2311, 2342, 3210, 459, 4086, 4757, 4532, 4939, 2987, 323]"
511,6270,"[4960, 3654, 2434, 314, 4836, 1404, 125, 2221, 383, 1835]"
512,1833,"[4396, 2887, 3155, 3553, 677, 4699, 2616, 2393, 1252, 2885]"
513,2816,"[3459, 588, 3337, 3841, 2811, 598, 1667, 4338, 283, 336]"
514,4964,"[647, 3198, 4124, 2957, 1475, 3626, 4261, 586, 4377, 1873]"
515,590,"[2033, 4932, 4888, 366, 544, 4693, 3335, 362, 903, 2989]"
516,7258,"[740, 505, 276, 64, 3450, 187, 1619, 4469, 4016, 2197]"
517,4863,"[145, 1633, 4005, 2349, 2940, 4275, 4551, 817, 21, 2100]"
518,7470,"[4003, 3479, 4501, 3290, 1659, 557, 4274, 3783, 107, 2474]"
519,5319,"[3048, 3052, 2356, 252, 2494, 2447, 1927, 1831, 2654, 240]"
520,3217,"[2523, 2224, 241, 1054, 4493, 395, 4829, 286, 3685, 2549]"
521,1093,"[3198, 4533, 855, 1752, 2251, 2139, 4512, 1033, 4128, 2086]"
522,7258,"[2377, 106, 1418, 505, 740, 1619, 437, 2207, 187, 4469]"
523,3668,"[3313, 1332, 3431, 1795, 4012, 2063, 4912, 437, 3759, 1970]"
524,6654,"[3295, 3928, 4535, 2653, 571, 3863, 4683, 4382, 1740, 972]"
525,7642,"[4966, 3571, 1554, 2031, 95, 3343, 988, 4501, 4960, 4939]"
526,6276,"[4275, 4720, 127, 361, 2548, 4477, 960, 58, 3677, 874]"
527,7655,"[3438, 23, 2848, 2251, 2104, 1578, 2356, 3371, 3127, 4284]"
528,800,"[945, 397, 4674, 2401, 3366, 4738, 740, 2958, 489, 1137]"
529,1910,"[4814, 114, 3030, 3421, 3625, 2263, 3615, 4537, 416, 3675]"
530,5010,"[2639, 2086, 1580, 3289, 4716, 1957, 2050, 20, 1454, 3459]"
531,1257,"[4833, 492, 3885, 1633, 1695, 4373, 802, 855, 1821, 4912]"
532,4964,"[3650, 617, 647, 3971, 4377, 3198, 1856, 3571, 1567, 382]"
533,7642,"[1048, 2530, 2474, 4841, 40, 2445, 475, 4778, 655, 4960]"
534,3497,"[2996, 2510, 4105, 2756, 231, 2951, 2248, 4064, 1846, 4394]"
535,7367,"[882, 4798, 3185, 4642, 1984, 2548, 3154, 4177, 713, 4899]"
536,2499,"[145, 2540, 3314, 3483, 2037, 4394, 2774, 630, 388, 14]"
537,1093,"[191, 3198, 1599, 645, 1519, 855, 4128, 1690, 3420, 1764]"
538,2499,"[484, 4752, 708, 4936, 3459, 3519, 1686, 705, 1585, 2853]"
539,2509,"[532, 1287, 1357, 4783, 4409, 36, 1986, 1945, 2649, 3127]"
540,5319,"[4836, 4568, 1523, 3582, 1690, 1698, 240, 4233, 660, 695]"
541,4987,"[571, 617, 283, 2848, 266, 4709, 3270, 3109, 2744, 3441]"
542,7233,"[634, 1341, 4895, 4551, 2689, 3342, 1686, 2996, 1069, 3650]"
543,6696,"[2691, 1605, 677, 4091, 1601, 2155, 4887, 4336, 543, 1354]"
544,4623,"[2056, 4325, 1178, 1679, 4968, 4634, 3915, 2199, 3510, 544]"
545,6335,"[4098, 4907, 2691, 2780, 165, 2311, 4950, 4546, 2188, 1219]"
546,3184,"[983, 2848, 4955, 1556, 4954, 2943, 4642, 4963, 25, 4337]"
547,800,"[1665, 98, 3754, 945, 1646, 4091, 1711, 1681, 740, 3344]"
548,5695,"[3226, 2255, 3813, 2295, 4149, 4737, 3910, 1991, 1613, 4537]"
549,5319,"[3625, 1821, 1137, 183, 4015, 4352, 2401, 1192, 796, 3262]"
550,7449,"[98, 2031, 1554, 203, 4198, 1704, 1472, 3483, 2206, 3923]"
551,4717,"[2681, 4493, 2119, 4789, 908, 617, 2610, 4040, 1334, 320]"
552,4987,"[4757, 388, 2188, 4012, 2830, 2632, 3594, 3467, 4709, 2848]"
553,7557,[]
554,1168,"[145, 3198, 1907, 2210, 296, 175, 4233, 2694, 2392, 2536]"
555,5168,"[302, 3424, 141, 193, 2496, 1270, 465, 4590, 4445, 1388]"
556,6335,"[1732, 3690, 4968, 1129, 4698, 2051, 4005, 14, 3936, 732]"
557,8021,"[71, 3565, 1597, 2062, 276, 3379, 1564, 2392, 610, 4851]"
558,8021,"[276, 1252, 3937, 2639, 2927, 1564, 3802, 698, 2217, 610]"
559,7655,"[1374, 1667, 112, 1762, 953, 4783, 3018, 3165, 3097, 2274]"
560,5180,"[3238, 1995, 4642, 2063, 4874, 189, 1236, 3459, 4093, 2191]"
561,840,"[2756, 1646, 1955, 4918, 1334, 1306, 1934, 3397, 2342, 3127]"
562,6654,"[3483, 4683, 1918, 3271, 4895, 2536, 2392, 1740, 4016, 3619]"
563,2816,"[3459, 1588, 2139, 3994, 336, 2452, 1196, 3841, 687, 1667]"
564,1093,"[4446, 1252, 3510, 4533, 173, 4151, 645, 3308, 391, 4373]"
565,2509,"[241, 2726, 3619, 1357, 1946, 3127, 4783, 1287, 1241, 2649]"
566,7642,"[3571, 336, 1912, 180, 2180, 2175, 3227, 4778, 3695, 1936]"
567,7258,"[1278, 2207, 505, 4197, 1140, 1538, 1739, 1692, 1409, 1619]"
568,6654,"[3483, 4683, 1928, 4402, 3922, 3741, 505, 2313, 15, 2161]"
569,342,"[4858, 4575, 554, 2803, 645, 3009, 1242, 3330, 288, 2504]"
570,1124,"[695, 3183, 1192, 3510, 4372, 921, 4640, 1246, 1818, 4151]"
571,5319,"[4854, 4918, 1240, 4297, 1217, 323, 1137, 3539, 3462, 1778]"
572,298,"[4445, 3424, 3652, 4577, 2404, 4961, 2782, 1600, 569, 1142]"
573,3355,"[2342, 4524, 3314, 3389, 45, 4457, 4463, 4709, 1824, 837]"
574,800,"[2549, 98, 4091, 1400, 1353, 998, 4876, 1812, 3344, 4218]"
575,3184,"[4904, 4352, 3685, 668, 1522, 4382, 4091, 3905, 3337, 4534]"
576,7233,"[3198, 4292, 1224, 4194, 1089, 2996, 3338, 4912, 1493, 1581]"
577,5825,"[4893, 3227, 4783, 4207, 2955, 3099, 1697, 2795, 2326, 1549]"
578,3184,"[4091, 4945, 3685, 25, 1224, 157, 1522, 4090, 1204, 3905]"
579,6324,"[3102, 2861, 2888, 4912, 2052, 4090, 357, 3780, 3192, 4304]"
580,8021,"[4545, 2639, 4527, 2703, 1778, 4047, 2617, 4869, 895, 1779]"
581,3440,"[3238, 2996, 2392, 4248, 2356, 3165, 191, 2300, 1448, 4283]"
582,2131,"[1069, 2229, 2251, 88, 855, 3885, 1235, 1514, 4560, 3292]"
583,2856,"[4691, 4337, 1405, 2773, 1276, 1178, 1698, 2976, 2430, 829]"
584,3502,"[3555, 2334, 34, 1933, 802, 4211, 1653, 723, 3576, 425]"
585,840,"[960, 739, 617, 3517, 4561, 1289, 2250, 2637, 1667, 219]"
586,2320,"[3768, 2976, 1341, 173, 2525, 3732, 1224, 3428, 3897, 3342]"
587,7449,"[98, 3859, 2478, 391, 1554, 1694, 63, 2518, 2972, 1991]"
588,4308,"[2377, 4836, 198, 1294, 4927, 2988, 2125, 4956, 1084, 4814]"
589,2131,"[2251, 1486, 2832, 1821, 2616, 2890, 2654, 1514, 2689, 3544]"
590,2832,"[54, 2090, 3111, 14, 4396, 1663, 1667, 2506, 2309, 1128]"
591,2131,"[4912, 3879, 3600, 3942, 3781, 88, 3292, 4338, 3816, 1430]"
592,3668,"[3431, 1860, 796, 4245, 228, 1970, 1650, 2063, 3607, 396]"
593,1910,"[416, 2949, 114, 3675, 3625, 4683, 3024, 3097, 197, 3226]"
594,298,"[2356, 416, 4836, 3121, 4752, 3210, 4829, 1795, 4284, 4005]"
595,4964,"[647, 3423, 2680, 4966, 571, 554, 617, 4478, 1567, 40]"
596,4574,"[1561, 1548, 114, 2769, 4799, 1181, 2495, 30, 711, 2651]"
597,3217,"[1192, 193, 4493, 2256, 2549, 4986, 3375, 3428, 432, 2799]"
598,3355,"[2342, 3982, 341, 337, 4392, 4084, 1116, 2222, 3417, 3037]"
599,6270,"[647, 1988, 4396, 4783, 3861, 238, 536, 1276, 956, 3609]"
600,3497,"[2280, 4960, 3628, 1619, 4394, 3391, 4149, 3650, 2756, 3865]"
601,5319,"[20, 4411, 1709, 2494, 3732, 3767, 3455, 3060, 502, 4447]"
602,7655,[]
603,1257,"[217, 855, 4945, 225, 586, 3767, 3099, 2646, 3600, 2200]"
604,2148,"[2968, 983, 4428, 4310, 1456, 27, 3381, 3636, 953, 421]"
605,2320,"[2639, 1880, 2646, 3732, 1686, 4097, 4954, 3228, 4032, 1514]"
606,6335,"[4005, 4396, 1129, 14, 4918, 3192, 956, 2188, 4955, 4090]"
607,5010,"[3510, 1836, 1752, 1522, 4329, 3183, 159, 4164, 4656, 3113]"
608,7258,"[276, 3251, 2458, 740, 1683, 2377, 2500, 1739, 69, 505]"
609,840,"[2342, 3335, 1491, 1464, 1137, 189, 1601, 532, 3519, 3459]"
610,3668,"[160, 4790, 880, 1332, 1856, 396, 1970, 1795, 1491, 1277]"
611,7655,"[1522, 786, 4459, 3612, 4443, 2086, 112, 2674, 1578, 1739]"
612,1833,"[4283, 700, 2025, 1139, 1214, 1013, 4527, 4493, 677, 2263]"
613,3440,"[1252, 2801, 1682, 1013, 2390, 2392, 2300, 251, 2931, 2146]"
614,5185,"[3335, 2434, 4302, 2162, 1728, 1612, 1725, 4233, 521, 668]"
615,3184,"[4091, 3282, 3685, 3292, 4881, 2872, 53, 3146, 2691, 71]"
616,4836,[]
617,7449,"[3314, 1209, 203, 2478, 1554, 3859, 205, 341, 3483, 4299]"
618,5319,"[1632, 2799, 1270, 240, 196, 3243, 4918, 1523, 1778, 4950]"
619,4574,"[1181, 3935, 1922, 711, 2304, 2221, 2142, 201, 3670, 2686]"
620,2509,"[4828, 1812, 1116, 852, 4783, 3127, 2676, 2726, 1478, 331]"
621,7642,"[54, 3168, 2031, 2530, 95, 2488, 3783, 4981, 1936, 329]"
622,5180,"[4642, 4496, 4338, 1894, 2480, 3459, 4194, 3494, 320, 1074]"
623,3203,"[1089, 484, 2155, 3048, 3335, 2639, 1404, 268, 2029, 2633]"
624,7557,"[3706, 2178, 2160, 45, 4533, 2666, 648, 3057, 1287, 1737]"
625,5915,"[536, 4432, 3849, 3565, 3537, 1841, 1994, 866, 3775, 4910]"
626,2832,"[3046, 2811, 335, 3778, 2657, 3663, 1667, 14, 3386, 3143]"
627,2816,"[54, 780, 4533, 719, 2139, 3630, 565, 2536, 4342, 3890]"
628,6906,"[125, 2274, 4836, 2803, 3260, 4989, 4318, 527, 1150, 391]"
629,7642,"[3835, 3343, 1116, 329, 4858, 2530, 3227, 57, 231, 336]"
630,298,"[2608, 416, 1604, 3424, 3210, 4752, 4284, 3524, 4005, 3366]"
