user,hist,target,item list
169,361,"[431.3, 47.0, 53.0, 43.56, 36.63, 54.0, 6.0]","[4836, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
170,116,"[969.5999999999999, 97.0, 315.0, 12.87, 30.69, 39.0, 30.69]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
171,4091,"[796.752, 67.32, 59.0, 69.0, 107.91, 57.42, 14.85]","[4814, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
172,3823,"[750.0, 55.0, 29.7, 122.0, 113.0, 57.42, 15.0]","[1690, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
173,648,"[762.795, 80.19, 7.0, 37.62, 77.0, 125.0, 10.0]","[3459, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
174,2342,"[302.1, 16.83, 56.43, 8.0, 11.0, 12.0, 14.85]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
175,1196,"[624.789, 61.0, 37.62, 19.0, 50.49, 63.0, 13.86]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
176,4446,"[296.4, 23.759999999999998, 39.6, 22.77, 27.0, 26.0, 8.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4177, 3300]"
177,0,"[272.8, 9.9, 11.879999999999999, 38.0, 25.74, 3.96, 11.879999999999999]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
178,647,"[4142.061, 594.0, 322.0, 49.5, 183.0, 382.0, 44.55]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
179,740,"[911.2, 26.73, 517.77, 151.47, 24.0, 10.0, 61.0]","[2549, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
180,654,"[1118.601, 80.0, 24.75, 39.6, 97.02, 73.0, 38.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
181,647,"[4128.9, 553.41, 321.0, 39.6, 235.0, 307.0, 46.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
182,2274,"[800.8000000000001, 43.56, 149.49, 14.85, 38.61, 89.0, 30.69]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
183,4642,"[881.991, 86.13, 36.63, 35.64, 57.0, 156.42, 21.78]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
184,740,"[779.0, 48.51, 246.0, 33.0, 41.0, 52.0, 33.66]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
185,3015,"[549.6, 32.67, 191.0, 13.0, 13.86, 57.0, 28.0]","[1646, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
187,1400,"[498.762, 36.0, 124.74, 14.85, 24.0, 27.0, 19.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
188,4446,"[167.904, 9.9, 39.6, 10.89, 7.92, 15.84, 6.93]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
189,4642,"[1007.424, 79.0, 141.57, 32.0, 55.44, 152.46, 29.7]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
190,1118,"[438.768, 6.93, 158.4, 23.759999999999998, 32.0, 3.0, 27.72]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
191,6,"[229.89999999999998, 7.92, 84.15, 19.8, 9.9, 13.86, 13.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
192,647,"[3668.544, 487.08, 322.0, 65.0, 175.23, 172.26, 54.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
193,3823,"[430.4, 25.0, 147.51, 48.0, 48.51, 37.0, 13.86]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
194,2220,"[3028.608, 111.87, 105.0, 107.0, 149.0, 93.06, 172.26]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
195,3258,"[1706.5, 56.43, 215.0, 48.0, 90.0, 88.0, 96.03]","[2422, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
196,2820,"[110.1, 0.0, 103.0, 0.0, 0.0, 0.0, 7.92]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
197,4091,"[643.995, 60.0, 42.57, 60.39, 112.0, 60.0, 4.0]","[361, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
198,1984,"[775.863, 52.0, 89.1, 85.14, 42.57, 89.0, 30.69]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
199,4783,"[878.4269999999999, 26.0, 64.0, 61.0, 64.0, 15.84, 50.0]","[3424, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
200,4836,"[343.8, 31.0, 39.0, 66.0, 41.0, 47.0, 5.0]","[1611, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
201,4106,"[221.463, 18.0, 84.15, 44.0, 4.0, 36.63, 8.91]","[397, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
203,2697,"[474.40799999999996, 0.0, 0.0, 0.0, 5.9399999999999995, 0.0, 8.0]","[2697, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
204,145,"[828.63, 53.46, 40.0, 41.0, 135.0, 88.0, 19.0]","[1740, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
205,4390,"[772.992, 58.0, 43.0, 62.0, 105.92999999999999, 80.0, 16.83]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
206,4446,"[155.034, 0.0, 76.0, 11.879999999999999, 8.0, 0.0, 12.0]","[4446, 1118, 0, 1, 3823, 4783, 740, 1906, 4091, 4177]"
207,125,"[2618.2, 176.0, 1121.0, 66.0, 110.88, 129.69, 120.0]","[3719, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
208,740,"[894.5999999999999, 46.53, 237.0, 37.0, 75.24, 51.48, 37.62]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
209,1464,"[490.9, 32.67, 49.0, 85.14, 48.0, 32.0, 16.0]","[1443, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
210,240,"[971.0, 65.34, 34.65, 41.58, 84.15, 76.0, 31.68]","[1722, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
211,740,"[721.5999999999999, 31.68, 316.8, 24.0, 18.81, 45.54, 41.0]","[2949, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
212,4091,"[929.61, 67.0, 36.63, 82.0, 123.0, 57.0, 24.0]","[297, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
213,1263,"[753.9000000000001, 61.38, 186.12, 30.69, 25.0, 119.78999999999999, 28.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
215,4932,"[492.1, 38.61, 22.0, 16.83, 27.0, 43.0, 16.83]","[1667, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
216,125,"[2693.1, 209.0, 1095.0, 59.4, 100.0, 196.0, 111.87]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
217,1646,"[729.036, 37.62, 362.34, 8.0, 10.0, 74.0, 41.58]","[1646, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
218,2139,"[515.9, 23.0, 41.58, 5.0, 41.58, 10.0, 24.75]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
219,908,"[1277.7, 127.71, 32.0, 62.0, 92.07, 133.65, 25.74]","[2494, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
220,1995,"[1697.553, 277.0, 17.82, 46.0, 35.64, 142.56, 4.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
221,1984,"[808.2360000000001, 39.0, 81.0, 116.0, 58.41, 61.0, 36.63]","[1333, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
222,3888,"[3444.2000000000003, 390.0, 188.0, 157.41, 272.0, 691.02, 25.74]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
224,3037,"[353.0, 6.0, 99.0, 11.879999999999999, 46.0, 11.879999999999999, 19.8]","[3037, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
225,647,"[3803.9, 506.0, 338.0, 36.63, 187.0, 191.07, 55.0]","[145, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
226,740,"[826.9, 27.72, 408.0, 21.78, 18.0, 43.0, 52.47]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
227,3335,"[382.14, 35.64, 6.0, 34.0, 21.0, 70.0, 7.92]","[532, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
228,361,"[709.533, 70.0, 32.0, 58.0, 60.0, 72.0, 13.86]","[4922, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
229,4177,"[335.313, 22.0, 76.23, 25.74, 12.87, 27.0, 15.84]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
230,125,"[2589.4, 186.0, 1111.0, 87.0, 157.41, 121.77, 105.0]","[4390, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
231,4814,"[949.2, 95.03999999999999, 73.26, 46.0, 49.5, 87.12, 26.0]","[4814, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
232,1646,"[930.303, 40.589999999999996, 216.0, 25.74, 29.0, 47.0, 55.0]","[3048, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
233,193,"[1000.3, 105.92999999999999, 8.0, 53.0, 136.0, 136.0, 5.9399999999999995]","[3459, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
234,740,"[760.8149999999999, 19.0, 261.0, 67.0, 101.0, 12.0, 36.63]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
235,3823,"[3031.776, 363.33, 138.0, 338.0, 210.0, 338.0, 42.57]","[2, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
236,4446,"[230.10000000000002, 0.0, 51.48, 24.75, 13.0, 0.0, 15.84]","[4783, 1118, 0, 4446, 1, 3823, 740, 1906, 4091, 4177]"
237,1118,"[794.7, 25.0, 357.0, 159.0, 42.57, 6.93, 48.51]","[2549, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
238,361,"[592.5, 61.38, 30.69, 35.0, 78.0, 87.12, 4.95]","[14, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
239,3823,"[1106.226, 100.98, 256.41, 59.0, 62.37, 176.0, 31.68]","[2096, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
240,4783,"[792.8910000000001, 70.29, 18.81, 51.48, 108.9, 66.0, 10.89]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
241,193,"[861.696, 103.0, 9.0, 55.0, 110.88, 87.0, 1.98]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
242,4783,"[2312.8, 152.46, 1086.03, 50.49, 74.25, 93.0, 110.88]","[125, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
243,2280,"[416.7, 15.84, 175.0, 73.26, 21.0, 6.93, 24.0]","[2086, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
244,4091,"[1401.0, 47.519999999999996, 131.67, 146.52, 159.0, 60.39, 70.29]","[1681, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
245,2820,"[289.7, 15.84, 108.9, 10.89, 34.65, 24.75, 9.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
246,740,"[1097.3, 70.29, 419.0, 22.77, 37.0, 131.0, 51.48]","[4245, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
247,740,"[752.4, 26.73, 299.96999999999997, 24.75, 21.78, 32.67, 44.55]","[345, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4177]"
248,647,"[3706.4, 473.21999999999997, 582.0, 82.0, 146.0, 148.0, 69.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
249,647,"[3666.7, 499.0, 326.7, 44.0, 186.12, 190.0, 46.53]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
250,1950,"[620.631, 48.0, 30.69, 25.0, 79.2, 50.49, 14.85]","[484, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
253,193,"[930.6, 89.1, 96.03, 43.56, 107.0, 81.0, 13.86]","[4764, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
254,4245,"[1035.0, 91.08, 202.95, 47.519999999999996, 55.44, 151.0, 31.68]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
255,3732,"[1789.92, 205.92, 19.0, 34.0, 217.0, 131.0, 9.9]","[245, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
256,4642,"[991.683, 104.94, 14.85, 32.67, 58.0, 164.34, 22.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
257,983,"[952.4, 102.96, 223.74, 28.0, 30.69, 100.98, 25.0]","[4670, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
258,2,"[2994.75, 351.45, 249.0, 297.0, 162.35999999999999, 311.0, 55.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
259,740,"[859.4189999999999, 38.0, 240.57, 30.69, 61.38, 50.49, 42.57]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
260,2773,"[939.2, 86.0, 101.97, 22.0, 105.0, 160.0, 15.84]","[2319, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
261,114,"[702.009, 44.0, 239.0, 47.0, 61.0, 44.0, 26.73]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
262,4783,"[532.62, 38.61, 14.0, 36.0, 80.0, 68.0, 10.0]","[4918, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
263,4177,"[552.618, 27.0, 45.0, 23.759999999999998, 29.7, 28.71, 29.7]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
264,740,"[694.7819999999999, 18.0, 229.68, 55.0, 39.0, 9.0, 43.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
265,4177,"[3592.116, 492.0, 348.48, 47.519999999999996, 148.5, 172.0, 55.44]","[647, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
266,2949,"[417.78, 27.0, 172.26, 15.84, 20.79, 47.519999999999996, 17.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
267,4945,"[1509.75, 101.97, 99.99, 125.0, 155.0, 106.92, 49.0]","[2499, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4177]"
268,740,"[564.003, 15.84, 257.0, 47.0, 21.78, 14.0, 35.64]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
269,361,"[640.6, 79.2, 42.0, 30.0, 55.44, 92.0, 3.96]","[361, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
270,4091,"[787.347, 56.43, 94.05, 118.8, 144.54, 54.45, 12.87]","[3781, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
271,4446,"[547.371, 48.0, 74.25, 29.0, 29.0, 44.0, 18.81]","[4814, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
272,3022,"[591.5, 32.0, 100.98, 11.0, 126.0, 45.0, 9.9]","[2949, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
273,647,"[3808.5299999999997, 490.05, 611.82, 159.0, 149.0, 152.0, 73.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
274,740,"[785.367, 32.0, 243.0, 63.36, 53.0, 31.68, 41.0]","[1306, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
275,4783,"[481.536, 22.77, 16.83, 50.0, 42.0, 44.55, 19.8]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
276,4091,"[791.8, 70.29, 29.7, 51.48, 144.0, 68.0, 3.96]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
277,4446,"[340.2, 28.0, 40.589999999999996, 18.81, 41.0, 46.53, 7.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
278,2549,"[601.227, 29.0, 336.6, 136.0, 13.86, 26.0, 35.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
279,1879,"[680.3280000000001, 57.42, 79.0, 23.759999999999998, 49.5, 63.0, 19.0]","[648, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
280,2274,"[660.3, 42.57, 273.0, 3.0, 7.0, 81.17999999999999, 26.0]","[4132, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
281,1653,"[662.2, 73.26, 4.0, 34.65, 99.0, 62.0, 0.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
282,647,"[6467.076, 723.6899999999999, 545.49, 365.0, 341.55, 496.0, 147.0]","[2210, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
283,4533,"[463.70000000000005, 43.0, 26.73, 38.61, 70.29, 63.0, 4.95]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
284,125,"[2613.5, 172.0, 1381.0, 167.0, 76.23, 96.03, 131.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
285,2,"[3169.6, 354.42, 173.25, 318.78, 185.13, 315.81, 62.37]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
286,647,"[3443.4179999999997, 480.15, 328.68, 25.74, 140.0, 161.0, 46.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
287,740,"[561.1, 17.82, 235.0, 36.0, 21.78, 19.8, 34.0]","[1569, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
288,3732,"[1210.2, 142.56, 9.0, 46.0, 156.42, 129.69, 0.99]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
289,2220,"[3792.5, 184.14, 142.56, 178.2, 183.15, 231.66, 192.06]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
290,647,"[5668.146, 811.8, 317.79, 37.62, 198.0, 296.01, 61.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
291,1085,"[1023.66, 82.17, 4.0, 32.0, 69.3, 156.0, 34.0]","[4642, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
292,1684,"[423.0, 34.0, 142.0, 7.92, 8.0, 53.46, 18.0]","[1684, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
293,4783,"[534.4000000000001, 34.65, 31.0, 85.14, 62.0, 35.64, 15.0]","[2816, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
294,648,"[500.3, 55.0, 3.96, 21.0, 44.55, 65.0, 6.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
295,740,"[637.362, 17.82, 290.0, 36.63, 36.0, 12.87, 39.0]","[1252, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
296,4446,"[459.855, 38.61, 38.0, 22.77, 74.25, 67.32, 5.9399999999999995]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
297,648,"[551.925, 58.0, 36.0, 22.0, 49.0, 82.0, 9.0]","[610, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
298,2549,"[865.5, 51.0, 301.0, 151.47, 99.0, 40.0, 31.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
299,3335,"[300.267, 22.77, 19.0, 23.759999999999998, 12.87, 47.519999999999996, 9.9]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
300,648,"[513.018, 53.0, 44.55, 18.0, 45.0, 56.43, 9.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
301,4177,"[395.307, 29.7, 82.0, 26.0, 22.77, 34.65, 16.83]","[2178, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
303,4091,"[710.622, 59.0, 21.78, 60.0, 125.73, 83.0, 7.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
304,4446,"[246.708, 13.86, 51.0, 15.84, 9.9, 27.0, 11.879999999999999]","[3164, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
305,3519,"[303.8, 7.92, 61.0, 3.96, 11.0, 13.0, 17.82]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
306,2949,"[896.247, 74.0, 275.0, 26.73, 23.0, 132.0, 34.65]","[3483, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
307,2342,"[609.84, 12.87, 68.31, 35.0, 38.61, 12.0, 36.63]","[240, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
308,2,"[2872.5, 350.0, 146.0, 291.06, 165.0, 305.0, 43.56]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
309,4501,"[309.672, 13.86, 100.0, 8.0, 12.0, 19.8, 17.0]","[2342, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
310,4446,"[293.436, 23.759999999999998, 39.6, 23.0, 27.0, 26.0, 7.92]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
311,2949,"[380.5, 29.0, 97.0, 17.82, 16.0, 45.54, 13.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
312,3564,"[724.383, 79.0, 68.31, 36.0, 28.71, 136.0, 18.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
313,647,"[3629.439, 511.0, 330.0, 31.68, 164.0, 186.0, 44.55]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
314,648,"[1051.083, 95.03999999999999, 184.0, 38.61, 58.41, 147.0, 30.69]","[3483, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
315,4446,"[300.366, 22.0, 59.0, 18.81, 27.0, 24.75, 8.91]","[88, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
316,2274,"[488.36699999999996, 3.96, 170.0, 34.0, 13.0, 4.0, 29.0]","[789, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
317,4091,"[593.0999999999999, 43.0, 115.83, 51.48, 90.0, 54.0, 10.89]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
318,740,"[721.5999999999999, 31.68, 316.8, 24.0, 19.0, 46.0, 40.589999999999996]","[2949, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
319,3732,"[1267.4, 126.72, 119.0, 13.0, 186.0, 96.0, 9.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 4177, 3300, 812]"
320,240,"[622.413, 18.0, 117.81, 31.68, 42.0, 21.78, 34.65]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
321,1118,"[438.768, 6.93, 160.0, 24.0, 31.68, 3.0, 27.72]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
322,4533,"[1076.8, 102.0, 22.0, 39.6, 107.91, 172.0, 21.78]","[4642, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
323,647,"[3774.276, 498.0, 522.72, 146.0, 165.33, 158.0, 68.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
324,1252,"[358.0, 16.83, 82.0, 24.75, 30.69, 13.0, 16.0]","[708, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
325,4245,"[653.6970000000001, 62.0, 198.0, 4.95, 25.74, 123.75, 21.0]","[1118, 0, 4446, 1, 3823, 740, 1906, 4091, 4177, 3300]"
326,4091,"[534.6990000000001, 32.67, 115.83, 51.48, 99.0, 40.0, 10.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
327,1918,"[610.1, 53.0, 198.99, 15.84, 32.0, 71.28, 19.8]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
328,4446,"[1147.014, 99.0, 178.2, 71.28, 138.6, 111.87, 24.0]","[617, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
329,2549,"[1517.472, 117.0, 435.6, 198.99, 147.0, 117.0, 46.53]","[617, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
330,2816,"[1116.225, 83.16, 40.589999999999996, 110.88, 114.84, 99.0, 31.68]","[4888, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4177]"
331,1405,"[480.6, 29.0, 25.0, 14.0, 54.0, 17.82, 17.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
332,1646,"[779.0, 43.56, 370.0, 12.0, 12.87, 64.0, 41.58]","[4254, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
333,2280,"[514.5999999999999, 27.72, 164.0, 17.0, 14.85, 23.0, 26.73]","[2509, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
334,125,"[2537.073, 180.18, 1281.0, 43.56, 72.27, 155.0, 119.78999999999999]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
335,4446,"[463.815, 12.0, 39.6, 75.24, 64.35, 9.9, 22.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
336,4446,"[442.03499999999997, 19.0, 218.79, 10.0, 9.0, 37.0, 26.73]","[1646, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
337,4091,"[445.6, 31.68, 34.65, 61.38, 96.0, 39.6, 3.0]","[4183, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
338,2,"[2908.323, 365.0, 137.60999999999999, 292.05, 165.0, 345.51, 42.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
339,740,"[940.2030000000001, 33.66, 245.52, 47.519999999999996, 61.38, 41.0, 51.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
340,4683,"[717.2, 57.0, 19.0, 9.9, 74.0, 73.0, 14.85]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
341,647,"[3775.6620000000003, 522.0, 320.76, 42.0, 180.0, 200.97, 49.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
342,3483,"[1055.4389999999999, 79.2, 224.73, 36.63, 35.64, 142.56, 43.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
343,1646,"[519.7, 41.58, 188.0, 9.0, 8.91, 84.15, 21.0]","[3335, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
344,4337,"[527.274, 46.53, 11.0, 17.0, 105.92999999999999, 46.0, 1.0]","[284, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
