user,history,target,item list,len,without constraint
90,3314,"[485.0, 30.69, 63.36, 47.0, 86.13, 35.64, 8.0]",[4091],1,"['1646', '416', '3314', '4005', '1611', '2444', '882', '4639', '284', '527', '960', '3189', '2646', '505', '1960', '4143', '2950', '98', '4091', '361', '2975', '3335', '4501', '831', '2284', '20', '459', '4640', '647', '1522']"
91,181,"[770.0219999999999, 54.0, 198.99, 39.6, 10.0, 36.63, 25.0]",[],0,"['181', '708', '125', '2730', '4723', '1611', '1711', '4512', '1150', '361', '3510', '2553', '647', '839', '4270', '2964', '112', '3113', '4683', '2608', '4301', '251', '2355', '4847', '2210', '4303', '2801', '145', '1758', '617']"
91,708,"[333.3, 18.81, 61.0, 6.93, 11.879999999999999, 24.0, 15.84]",[],0,"['181', '708', '125', '2730', '4723', '1611', '1711', '4512', '1150', '361', '3510', '2553', '647', '839', '4270', '2964', '112', '3113', '4683', '2608', '4301', '251', '2355', '4847', '2210', '4303', '2801', '145', '1758', '617']"
91,125,"[2366.1, 164.34, 1130.58, 61.0, 98.0, 103.95, 105.92999999999999]",[],0,"['181', '708', '125', '2730', '4723', '1611', '1711', '4512', '1150', '361', '3510', '2553', '647', '839', '4270', '2964', '112', '3113', '4683', '2608', '4301', '251', '2355', '4847', '2210', '4303', '2801', '145', '1758', '617']"
92,181,"[996.93, 73.26, 163.35, 38.61, 15.0, 33.0, 34.0]",[],0,"['181', '2274', '4245', '532', '4118', '4635', '62', '4778', '3942', '4960', '731', '4074', '953', '1711', '4642', '1611', '2368', '4968', '3573', '1531', '284', '2756', '2355', '4194', '3894', '3092', '300', '72', '3271', '1149']"
92,2274,"[463.71599999999995, 24.0, 144.54, 36.63, 31.68, 38.61, 12.87]",[],0,"['181', '2274', '4245', '532', '4118', '4635', '62', '4778', '3942', '4960', '731', '4074', '953', '1711', '4642', '1611', '2368', '4968', '3573', '1531', '284', '2756', '2355', '4194', '3894', '3092', '300', '72', '3271', '1149']"
92,4245,"[888.3, 74.25, 332.64, 7.92, 39.0, 144.0, 33.0]",[],0,"['181', '2274', '4245', '532', '4118', '4635', '62', '4778', '3942', '4960', '731', '4074', '953', '1711', '4642', '1611', '2368', '4968', '3573', '1531', '284', '2756', '2355', '4194', '3894', '3092', '300', '72', '3271', '1149']"
93,4880,"[603.4, 48.0, 25.74, 29.7, 80.19, 46.0, 12.87]",[505],1,"['4880', '4005', '505', '4888', '1066', '708', '2904', '2949', '4091', '3048', '831', '284', '647', '3432', '1611', '3439', '882', '3340', '4261', '2549', '205', '2610', '3237', '3591', '740', '741', '4383', '2509', '1074', '4128']"
93,4005,"[621.6, 48.0, 24.0, 58.0, 56.43, 78.21, 18.0]",[1611],1,"['4880', '4005', '505', '4888', '1066', '708', '2904', '2949', '4091', '3048', '831', '284', '647', '3432', '1611', '3439', '882', '3340', '4261', '2549', '205', '2610', '3237', '3591', '740', '741', '4383', '2509', '1074', '4128']"
93,505,"[721.2, 38.0, 129.0, 38.0, 40.589999999999996, 36.0, 34.0]",[4383],1,"['4880', '4005', '505', '4888', '1066', '708', '2904', '2949', '4091', '3048', '831', '284', '647', '3432', '1611', '3439', '882', '3340', '4261', '2549', '205', '2610', '3237', '3591', '740', '741', '4383', '2509', '1074', '4128']"
94,4446,"[442.03499999999997, 19.0, 218.79, 10.0, 8.91, 36.63, 26.73]",[1646],1,"['4446', '3823', '4783', '1906', '4091', '4177', '3300', '812', '2', '647', '357', '908', '983', '3813', '1646', '1633', '1477', '4814', '3037', '1197', '866', '297', '1089', '2218', '648', '1690', '2816', '437', '4782', '2549']"
94,3823,"[3031.776, 367.0, 136.62, 338.0, 210.0, 338.0, 43.0]",[2],1,"['4446', '3823', '4783', '1906', '4091', '4177', '3300', '812', '2', '647', '357', '908', '983', '3813', '1646', '1633', '1477', '4814', '3037', '1197', '866', '297', '1089', '2218', '648', '1690', '2816', '437', '4782', '2549']"
94,4783,"[212.454, 6.0, 37.0, 18.81, 9.9, 11.879999999999999, 12.0]",[],0,"['4446', '3823', '4783', '1906', '4091', '4177', '3300', '812', '2', '647', '357', '908', '983', '3813', '1646', '1633', '1477', '4814', '3037', '1197', '866', '297', '1089', '2218', '648', '1690', '2816', '437', '4782', '2549']"
95,4446,"[154.1, 1.98, 38.0, 12.0, 10.0, 3.96, 8.91]",[908],1,"['4446', '4783', '740', '4177', '812', '2', '647', '1984', '908', '1646', '976', '4814', '767', '4782', '2549', '2848', '7', '3732', '2458', '1728', '4093', '125', '2949', '1711', '3185', '4880', '2608', '3238', '150', '3392']"
95,4783,"[421.74, 11.879999999999999, 28.71, 37.0, 41.0, 21.78, 21.78]",[7],1,"['4446', '4783', '740', '4177', '812', '2', '647', '1984', '908', '1646', '976', '4814', '767', '4782', '2549', '2848', '7', '3732', '2458', '1728', '4093', '125', '2949', '1711', '3185', '4880', '2608', '3238', '150', '3392']"
95,740,"[624.096, 20.79, 225.72, 56.0, 43.56, 11.0, 32.67]",[],0,"['4446', '4783', '740', '4177', '812', '2', '647', '1984', '908', '1646', '976', '4814', '767', '4782', '2549', '2848', '7', '3732', '2458', '1728', '4093', '125', '2949', '1711', '3185', '4880', '2608', '3238', '150', '3392']"
96,647,"[3470.445, 484.0, 352.0, 53.0, 147.0, 154.44, 48.0]",[],0,"['647', '1646', '866', '1755', '1728', '4918', '125', '1711', '14', '4836', '3048', '4738', '2274', '4270', '532', '2210', '1048', '3335', '98', '361', '295', '2139', '3775', '3068', '3820', '565', '1270', '3164', '56', '882']"
96,1646,"[3506.1, 273.0, 414.0, 341.55, 212.0, 385.0, 122.76]",[2210],1,"['647', '1646', '866', '1755', '1728', '4918', '125', '1711', '14', '4836', '3048', '4738', '2274', '4270', '532', '2210', '1048', '3335', '98', '361', '295', '2139', '3775', '3068', '3820', '565', '1270', '3164', '56', '882']"
96,866,"[592.6, 51.0, 42.57, 56.0, 103.95, 73.0, 4.95]",[],0,"['647', '1646', '866', '1755', '1728', '4918', '125', '1711', '14', '4836', '3048', '4738', '2274', '4270', '532', '2210', '1048', '3335', '98', '361', '295', '2139', '3775', '3068', '3820', '565', '1270', '3164', '56', '882']"
97,4446,"[506.40000000000003, 20.79, 214.0, 15.0, 12.87, 19.8, 30.0]",[3185],1,"['4446', '4783', '740', '4091', '2', '647', '357', '1984', '983', '4814', '648', '437', '2549', '1601', '679', '193', '3732', '3143', '3217', '4093', '4955', '4918', '708', '125', '10', '4665', '2949', '1306', '3185', '4418']"
97,4783,"[587.7, 38.0, 25.74, 37.62, 71.28, 46.0, 15.84]",[4093],1,"['4446', '4783', '740', '4091', '2', '647', '357', '1984', '983', '4814', '648', '437', '2549', '1601', '679', '193', '3732', '3143', '3217', '4093', '4955', '4918', '708', '125', '10', '4665', '2949', '1306', '3185', '4418']"
97,740,"[625.284, 16.83, 239.57999999999998, 24.0, 20.79, 11.879999999999999, 40.589999999999996]",[],0,"['4446', '4783', '740', '4091', '2', '647', '357', '1984', '983', '4814', '648', '437', '2549', '1601', '679', '193', '3732', '3143', '3217', '4093', '4955', '4918', '708', '125', '10', '4665', '2949', '1306', '3185', '4418']"
98,740,"[494.802, 9.0, 226.0, 26.0, 16.83, 5.9399999999999995, 33.66]",[],0,"['740', '4642', '2620', '3078', '505', '193', '1667', '1517', '2639', '430', '2833', '3424', '104', '186', '3224', '2704', '361', '648', '1684', '3431', '4392', '4091', '2086', '945', '98', '772', '2703', '4382', '2663', '2549']"
98,4642,"[895.3, 82.17, 40.0, 34.0, 59.4, 156.0, 24.0]",[],0,"['740', '4642', '2620', '3078', '505', '193', '1667', '1517', '2639', '430', '2833', '3424', '104', '186', '3224', '2704', '361', '648', '1684', '3431', '4392', '4091', '2086', '945', '98', '772', '2703', '4382', '2663', '2549']"
98,2620,"[970.101, 108.9, 17.0, 31.0, 102.0, 92.07, 10.0]",[],0,"['740', '4642', '2620', '3078', '505', '193', '1667', '1517', '2639', '430', '2833', '3424', '104', '186', '3224', '2704', '361', '648', '1684', '3431', '4392', '4091', '2086', '945', '98', '772', '2703', '4382', '2663', '2549']"
99,740,"[521.5, 14.85, 245.52, 17.82, 14.0, 18.0, 33.66]",[],0,"['740', '908', '3813', '1646', '648', '125', '2467', '413', '839', '4760', '1088', '1740', '4270', '532', '3198', '772', '3438', '2639', '98', '4642', '2200', '2355', '2356', '2773', '4106', '3497', '1254', '3517', '200', '3660']"
99,908,"[146.91599999999997, 2.0, 69.3, 6.0, 5.9399999999999995, 4.0, 9.0]",[],0,"['740', '908', '3813', '1646', '648', '125', '2467', '413', '839', '4760', '1088', '1740', '4270', '532', '3198', '772', '3438', '2639', '98', '4642', '2200', '2355', '2356', '2773', '4106', '3497', '1254', '3517', '200', '3660']"
99,3813,"[296.5, 24.0, 91.08, 4.95, 13.0, 31.0, 10.89]",[98],1,"['740', '908', '3813', '1646', '648', '125', '2467', '413', '839', '4760', '1088', '1740', '4270', '532', '3198', '772', '3438', '2639', '98', '4642', '2200', '2355', '2356', '2773', '4106', '3497', '1254', '3517', '200', '3660']"
100,4783,"[2457.873, 343.0, 15.0, 32.67, 70.29, 151.0, 27.0]",[4493],1,"['4783', '740', '4091', '647', '2756', '3551', '1646', '866', '786', '2549', '4894', '193', '1755', '4493', '3732', '1288', '4045', '4955', '4918', '4432', '708', '3676', '1602', '4665', '2949', '946', '3238', '181', '2280', '4382']"
100,740,"[911.2, 27.0, 523.0, 153.0, 24.0, 9.9, 61.0]",[2549],1,"['4783', '740', '4091', '647', '2756', '3551', '1646', '866', '786', '2549', '4894', '193', '1755', '4493', '3732', '1288', '4045', '4955', '4918', '4432', '708', '3676', '1602', '4665', '2949', '946', '3238', '181', '2280', '4382']"
100,4091,"[503.1, 28.0, 39.0, 52.0, 91.08, 20.0, 10.89]",[],0,"['4783', '740', '4091', '647', '2756', '3551', '1646', '866', '786', '2549', '4894', '193', '1755', '4493', '3732', '1288', '4045', '4955', '4918', '4432', '708', '3676', '1602', '4665', '2949', '946', '3238', '181', '2280', '4382']"
101,4836,"[315.81, 37.62, 38.61, 94.05, 10.89, 20.79, 5.9399999999999995]",[],0,"['4836', '2274', '4270', '772', '2086', '483', '1749', '4245', '907', '2251', '3459', '3908', '4783', '484', '4098', '1984', '532', '4005', '3715', '3510', '176', '4642', '181', '3519', '2265', '3102', '4986', '324', '4106', '2368']"
101,2274,"[535.59, 28.0, 157.41, 7.92, 43.56, 23.759999999999998, 16.83]",[],0,"['4836', '2274', '4270', '772', '2086', '483', '1749', '4245', '907', '2251', '3459', '3908', '4783', '484', '4098', '1984', '532', '4005', '3715', '3510', '176', '4642', '181', '3519', '2265', '3102', '4986', '324', '4106', '2368']"
101,4270,"[529.9, 37.0, 25.74, 39.6, 41.58, 53.46, 18.0]",[],0,"['4836', '2274', '4270', '772', '2086', '483', '1749', '4245', '907', '2251', '3459', '3908', '4783', '484', '4098', '1984', '532', '4005', '3715', '3510', '176', '4642', '181', '3519', '2265', '3102', '4986', '324', '4106', '2368']"
102,4,"[840.2, 83.0, 80.19, 39.0, 76.23, 100.98, 15.84]",[],0,"['4', '2912', '4270', '284', '1437', '3383', '655', '240', '3966', '4680', '2694', '2178', '4833', '1055', '2970', '2829', '1263', '4096', '2191', '98', '276', '4382', '3080', '1074', '1246', '1379', '3282', '3409', '1140', '295']"
102,2912,"[398.871, 32.67, 67.32, 53.0, 57.42, 18.81, 7.0]",[],0,"['4', '2912', '4270', '284', '1437', '3383', '655', '240', '3966', '4680', '2694', '2178', '4833', '1055', '2970', '2829', '1263', '4096', '2191', '98', '276', '4382', '3080', '1074', '1246', '1379', '3282', '3409', '1140', '295']"
102,4270,"[1038.5, 130.68, 13.0, 77.22, 113.0, 264.33, 3.0]",[1055],1,"['4', '2912', '4270', '284', '1437', '3383', '655', '240', '3966', '4680', '2694', '2178', '4833', '1055', '2970', '2829', '1263', '4096', '2191', '98', '276', '4382', '3080', '1074', '1246', '1379', '3282', '3409', '1140', '295']"
103,4091,"[470.15099999999995, 30.69, 53.46, 76.0, 87.0, 34.0, 8.0]",[3763],1,"['4091', '4177', '647', '2756', '908', '1646', '4814', '648', '437', '1601', '4', '4894', '2083', '88', '193', '3201', '3704', '484', '4955', '9', '4918', '1128', '125', '1388', '2949', '1711', '4760', '4675', '2256', '3763']"
103,4177,"[539.3, 42.57, 52.0, 31.68, 55.44, 47.519999999999996, 16.83]",[484],1,"['4091', '4177', '647', '2756', '908', '1646', '4814', '648', '437', '1601', '4', '4894', '2083', '88', '193', '3201', '3704', '484', '4955', '9', '4918', '1128', '125', '1388', '2949', '1711', '4760', '4675', '2256', '3763']"
103,647,"[3780.7, 510.84, 316.8, 41.0, 209.0, 213.84, 44.0]",[],0,"['4091', '4177', '647', '2756', '908', '1646', '4814', '648', '437', '1601', '4', '4894', '2083', '88', '193', '3201', '3704', '484', '4955', '9', '4918', '1128', '125', '1388', '2949', '1711', '4760', '4675', '2256', '3763']"
104,4955,"[218.39400000000003, 22.0, 10.89, 3.0, 8.0, 28.0, 5.0]",[],0,"['4955', '3660', '2280', '3510', '4091', '1740', '1379', '4106', '2549', '532', '1911', '1601', '2970', '2501', '4493', '2217', '3011', '3372', '1023', '4270', '1415', '708', '98', '4945', '4720', '3345', '1683', '3598', '2474', '1646']"
104,3660,"[551.826, 36.63, 89.1, 32.0, 26.0, 26.0, 25.0]",[2217],1,"['4955', '3660', '2280', '3510', '4091', '1740', '1379', '4106', '2549', '532', '1911', '1601', '2970', '2501', '4493', '2217', '3011', '3372', '1023', '4270', '1415', '708', '98', '4945', '4720', '3345', '1683', '3598', '2474', '1646']"
104,2280,"[581.8, 24.75, 165.33, 27.72, 86.0, 43.0, 20.79]",[],0,"['4955', '3660', '2280', '3510', '4091', '1740', '1379', '4106', '2549', '532', '1911', '1601', '2970', '2501', '4493', '2217', '3011', '3372', '1023', '4270', '1415', '708', '98', '4945', '4720', '3345', '1683', '3598', '2474', '1646']"
105,4493,"[2549.4480000000003, 373.0, 5.0, 46.0, 85.14, 190.07999999999998, 18.0]",[],0,"['4493', '617', '2750', '23', '382', '4106', '4195', '4573', '3330', '296', '989', '1709', '453', '571', '4658', '4450', '2843', '4091', '2105', '804', '648', '2988', '1667', '4789', '2549', '4940', '532', '2657', '3100', '240']"
105,617,"[3411.2, 442.0, 141.57, 80.0, 196.02, 261.36, 34.65]",[],0,"['4493', '617', '2750', '23', '382', '4106', '4195', '4573', '3330', '296', '989', '1709', '453', '571', '4658', '4450', '2843', '4091', '2105', '804', '648', '2988', '1667', '4789', '2549', '4940', '532', '2657', '3100', '240']"
105,2750,"[234.92700000000002, 12.87, 1.0, 29.0, 17.0, 21.78, 8.0]",[532],1,"['4493', '617', '2750', '23', '382', '4106', '4195', '4573', '3330', '296', '989', '1709', '453', '571', '4658', '4450', '2843', '4091', '2105', '804', '648', '2988', '1667', '4789', '2549', '4940', '532', '2657', '3100', '240']"
106,125,"[2522.3, 167.0, 1117.71, 93.0, 103.0, 97.02, 116.0]",[],0,"['125', '3517', '4400', '2478', '1611', '2355', '2280', '2795', '3145', '2608', '137', '4479', '648', '3241', '205', '361', '3740', '352', '1698', '2155', '4207', '4764', '3440', '2549', '2746', '4342', '1400', '1646', '2017', '2113']"
106,3517,"[629.5, 39.0, 112.0, 15.84, 20.0, 55.44, 29.7]",[4764],1,"['125', '3517', '4400', '2478', '1611', '2355', '2280', '2795', '3145', '2608', '137', '4479', '648', '3241', '205', '361', '3740', '352', '1698', '2155', '4207', '4764', '3440', '2549', '2746', '4342', '1400', '1646', '2017', '2113']"
106,4400,"[309.8, 16.83, 31.0, 54.45, 59.4, 24.0, 6.0]",[2155],1,"['125', '3517', '4400', '2478', '1611', '2355', '2280', '2795', '3145', '2608', '137', '4479', '648', '3241', '205', '361', '3740', '352', '1698', '2155', '4207', '4764', '3440', '2549', '2746', '4342', '1400', '1646', '2017', '2113']"
107,647,"[3749.229, 490.05, 346.0, 27.0, 176.0, 154.44, 61.38]",[],0,"['647', '983', '2848', '4493', '125', '1088', '1740', '3888', '4245', '4270', '532', '772', '3335', '3314', '98', '268', '361', '4573', '4106', '2139', '1611', '1056', '4396', '2468', '72', '1485', '1333', '990', '4323', '557']"
107,983,"[1104.0, 144.54, 29.7, 93.0, 78.0, 187.10999999999999, 9.9]",[2848],1,"['647', '983', '2848', '4493', '125', '1088', '1740', '3888', '4245', '4270', '532', '772', '3335', '3314', '98', '268', '361', '4573', '4106', '2139', '1611', '1056', '4396', '2468', '72', '1485', '1333', '990', '4323', '557']"
107,2848,"[3946.2, 547.0, 328.68, 91.08, 192.0, 288.09, 48.0]",[647],1,"['647', '983', '2848', '4493', '125', '1088', '1740', '3888', '4245', '4270', '532', '772', '3335', '3314', '98', '268', '361', '4573', '4106', '2139', '1611', '1056', '4396', '2468', '72', '1485', '1333', '990', '4323', '557']"
108,4446,"[462.40000000000003, 24.0, 170.0, 18.0, 11.879999999999999, 26.0, 24.0]",[2756],1,"['4446', '3823', '4783', '740', '4091', '4177', '3300', '4827', '647', '1653', '1252', '2756', '903', '908', '3551', '983', '1646', '4814', '3037', '3263', '297', '1089', '786', '648', '1690', '2816', '437', '4782', '2549', '2848']"
108,3823,"[338.0, 25.0, 45.54, 54.45, 48.51, 37.0, 6.0]",[],0,"['4446', '3823', '4783', '740', '4091', '4177', '3300', '4827', '647', '1653', '1252', '2756', '903', '908', '3551', '983', '1646', '4814', '3037', '3263', '297', '1089', '786', '648', '1690', '2816', '437', '4782', '2549', '2848']"
108,4783,"[3546.3, 472.23, 330.66, 43.0, 145.53, 146.52, 54.0]",[647],1,"['4446', '3823', '4783', '740', '4091', '4177', '3300', '4827', '647', '1653', '1252', '2756', '903', '908', '3551', '983', '1646', '4814', '3037', '3263', '297', '1089', '786', '648', '1690', '2816', '437', '4782', '2549', '2848']"
109,4783,"[455.103, 23.0, 28.71, 42.0, 26.0, 32.0, 22.0]",[496],1,"['4783', '740', '4091', '647', '1646', '4026', '767', '648', '4894', '193', '3732', '2820', '4854', '125', '238', '3676', '4665', '1711', '3883', '4760', '4971', '2674', '2283', '496', '4128', '1740', '2155', '3102', '3189', '4245']"
109,740,"[559.7, 8.91, 322.74, 18.0, 12.87, 6.0, 39.6]",[],0,"['4783', '740', '4091', '647', '1646', '4026', '767', '648', '4894', '193', '3732', '2820', '4854', '125', '238', '3676', '4665', '1711', '3883', '4760', '4971', '2674', '2283', '496', '4128', '1740', '2155', '3102', '3189', '4245']"
109,4091,"[1153.746, 128.0, 22.0, 138.0, 170.0, 144.0, 3.0]",[3102],1,"['4783', '740', '4091', '647', '1646', '4026', '767', '648', '4894', '193', '3732', '2820', '4854', '125', '238', '3676', '4665', '1711', '3883', '4760', '4971', '2674', '2283', '496', '4128', '1740', '2155', '3102', '3189', '4245']"
110,4783,"[624.294, 38.61, 32.0, 50.0, 30.69, 19.0, 26.73]",[266],1,"['4783', '740', '647', '1252', '767', '2848', '484', '4955', '4918', '125', '1205', '1306', '4817', '2155', '3102', '4738', '4245', '1455', '4683', '266', '284', '3314', '3083', '4642', '4337', '268', '80', '107', '4585', '4803']"
110,740,"[3853.2, 481.14, 545.0, 41.58, 149.49, 152.46, 75.24]",[647],1,"['4783', '740', '647', '1252', '767', '2848', '484', '4955', '4918', '125', '1205', '1306', '4817', '2155', '3102', '4738', '4245', '1455', '4683', '266', '284', '3314', '3083', '4642', '4337', '268', '80', '107', '4585', '4803']"
110,647,"[3834.567, 516.0, 338.0, 54.45, 158.4, 165.33, 61.0]",[],0,"['4783', '740', '647', '1252', '767', '2848', '484', '4955', '4918', '125', '1205', '1306', '4817', '2155', '3102', '4738', '4245', '1455', '4683', '266', '284', '3314', '3083', '4642', '4337', '268', '80', '107', '4585', '4803']"
111,4091,"[573.3, 29.0, 28.71, 83.0, 110.0, 16.83, 13.0]",[],0,"['4091', '3300', '647', '2549', '238', '181', '2342', '4722', '3900', '3715', '960', '2210', '2355', '2160', '2021', '397', '1611', '4396', '3105', '2730', '45', '2970', '2368', '56', '209', '973', '2755', '3282', '4680', '831']"
111,3300,"[979.0110000000001, 69.0, 62.0, 75.0, 108.0, 93.06, 26.73]",[],0,"['4091', '3300', '647', '2549', '238', '181', '2342', '4722', '3900', '3715', '960', '2210', '2355', '2160', '2021', '397', '1611', '4396', '3105', '2730', '45', '2970', '2368', '56', '209', '973', '2755', '3282', '4680', '831']"
111,647,"[3601.2239999999997, 486.0, 323.73, 61.0, 162.35999999999999, 149.49, 54.45]",[],0,"['4091', '3300', '647', '2549', '238', '181', '2342', '4722', '3900', '3715', '960', '2210', '2355', '2160', '2021', '397', '1611', '4396', '3105', '2730', '45', '2970', '2368', '56', '209', '973', '2755', '3282', '4680', '831']"
112,2571,"[838.134, 58.41, 205.92, 45.0, 42.57, 87.12, 35.0]",[],0,"['2571', '294', '2912', '4096', '4105', '3372', '3510', '1190', '2991', '3915', '3509', '4118', '1023', '4642', '3616', '708', '4337', '1586', '2639', '217', '4344', '2821', '361', '532', '2120', '3078', '2280', '4686', '2139', '4270']"
112,294,"[1878.6999999999998, 121.0, 59.0, 137.0, 149.49, 139.0, 71.28]",[2139],1,"['2571', '294', '2912', '4096', '4105', '3372', '3510', '1190', '2991', '3915', '3509', '4118', '1023', '4642', '3616', '708', '4337', '1586', '2639', '217', '4344', '2821', '361', '532', '2120', '3078', '2280', '4686', '2139', '4270']"
112,2912,"[547.173, 37.0, 39.6, 63.36, 61.38, 43.0, 15.84]",[],0,"['2571', '294', '2912', '4096', '4105', '3372', '3510', '1190', '2991', '3915', '3509', '4118', '1023', '4642', '3616', '708', '4337', '1586', '2639', '217', '4344', '2821', '361', '532', '2120', '3078', '2280', '4686', '2139', '4270']"
113,4493,"[2671.515, 359.0, 85.0, 19.0, 88.0, 168.0, 35.0]",[],0,"['4493', '3732', '9', '125', '1740', '532', '54', '2658', '284', '2830', '3432', '3168', '80', '2356', '645', '4692', '1841', '1244', '2063', '1667', '804', '2142', '3071', '1087', '459', '741', '2251', '874', '4308', '2179']"
113,3732,"[1258.3, 125.73, 19.0, 18.0, 145.53, 106.0, 14.85]",[],0,"['4493', '3732', '9', '125', '1740', '532', '54', '2658', '284', '2830', '3432', '3168', '80', '2356', '645', '4692', '1841', '1244', '2063', '1667', '804', '2142', '3071', '1087', '459', '741', '2251', '874', '4308', '2179']"
113,9,"[338.382, 4.0, 58.0, 17.0, 39.0, 3.0, 20.0]",[874],1,"['4493', '3732', '9', '125', '1740', '532', '54', '2658', '284', '2830', '3432', '3168', '80', '2356', '645', '4692', '1841', '1244', '2063', '1667', '804', '2142', '3071', '1087', '459', '741', '2251', '874', '4308', '2179']"
114,484,"[568.3, 51.0, 115.0, 13.86, 49.5, 64.0, 14.0]",[],0,"['484', '125', '2949', '4738', '2274', '361', '112', '4723', '647', '708', '4228', '72', '4270', '2520', '2562', '4686', '4803', '738', '4642', '4793', '2', '198', '3935', '2210', '3063', '2773', '1076', '3908', '1244', '1926']"
114,125,"[2466.4, 180.18, 1091.97, 40.0, 108.9, 117.0, 107.0]",[],0,"['484', '125', '2949', '4738', '2274', '361', '112', '4723', '647', '708', '4228', '72', '4270', '2520', '2562', '4686', '4803', '738', '4642', '4793', '2', '198', '3935', '2210', '3063', '2773', '1076', '3908', '1244', '1926']"
114,2949,"[584.5, 43.0, 148.0, 16.0, 13.0, 52.47, 25.0]",[1244],1,"['484', '125', '2949', '4738', '2274', '361', '112', '4723', '647', '708', '4228', '72', '4270', '2520', '2562', '4686', '4803', '738', '4642', '4793', '2', '198', '3935', '2210', '3063', '2773', '1076', '3908', '1244', '1926']"
115,1755,"[498.1, 54.0, 12.0, 60.39, 39.6, 68.0, 7.0]",[],0,"['1755', '708', '4453', '2639', '98', '2833', '4926', '4642', '276', '4573', '66', '630', '145', '3459', '945', '4086', '112', '2970', '72', '240', '3598', '1522', '1178', '4847', '2637', '203', '4270', '1712', '648', '647']"
115,708,"[342.342, 15.84, 34.0, 11.879999999999999, 16.0, 12.0, 18.0]",[708],1,"['1755', '708', '4453', '2639', '98', '2833', '4926', '4642', '276', '4573', '66', '630', '145', '3459', '945', '4086', '112', '2970', '72', '240', '3598', '1522', '1178', '4847', '2637', '203', '4270', '1712', '648', '647']"
115,4453,"[542.025, 51.0, 87.0, 74.25, 21.78, 28.71, 17.0]",[],0,"['1755', '708', '4453', '2639', '98', '2833', '4926', '4642', '276', '4573', '66', '630', '145', '3459', '945', '4086', '112', '2970', '72', '240', '3598', '1522', '1178', '4847', '2637', '203', '4270', '1712', '648', '647']"
116,2549,"[482.3, 17.82, 307.0, 135.0, 11.879999999999999, 4.0, 31.0]",[],0,"['2549', '2342', '4396', '1244', '973', '2723', '3204', '4765', '2501', '2798', '58', '4470', '2949', '2280', '719', '4986', '284', '555', '1333', '3675', '2773', '362', '647', '361', '708', '2508', '1722', '4010', '760', '3459']"
116,2342,"[3559.545, 481.0, 367.29, 32.0, 147.0, 154.0, 57.0]",[647],1,"['2549', '2342', '4396', '1244', '973', '2723', '3204', '4765', '2501', '2798', '58', '4470', '2949', '2280', '719', '4986', '284', '555', '1333', '3675', '2773', '362', '647', '361', '708', '2508', '1722', '4010', '760', '3459']"
116,4396,"[439.659, 12.87, 57.42, 44.55, 34.65, 8.91, 23.759999999999998]",[],0,"['2549', '2342', '4396', '1244', '973', '2723', '3204', '4765', '2501', '2798', '58', '4470', '2949', '2280', '719', '4986', '284', '555', '1333', '3675', '2773', '362', '647', '361', '708', '2508', '1722', '4010', '760', '3459']"
117,647,"[3869.118, 517.77, 332.64, 74.0, 195.03, 179.19, 53.0]",[],0,"['647', '2756', '3888', '4245', '2639', '4642', '617', '4715', '4106', '309', '4025', '4501', '3262', '2136', '1178', '3944', '242', '193', '581', '160', '3767', '2508', '4091', '191', '4783', '209', '203', '2155', '361', '27']"
117,2756,"[878.6, 84.0, 151.47, 37.0, 14.0, 62.37, 29.0]",[],0,"['647', '2756', '3888', '4245', '2639', '4642', '617', '4715', '4106', '309', '4025', '4501', '3262', '2136', '1178', '3944', '242', '193', '581', '160', '3767', '2508', '4091', '191', '4783', '209', '203', '2155', '361', '27']"
117,3888,"[3013.1000000000004, 384.12, 29.0, 174.24, 277.0, 688.05, 16.83]",[],0,"['647', '2756', '3888', '4245', '2639', '4642', '617', '4715', '4106', '309', '4025', '4501', '3262', '2136', '1178', '3944', '242', '193', '581', '160', '3767', '2508', '4091', '191', '4783', '209', '203', '2155', '361', '27']"
118,4675,"[439.95599999999996, 22.0, 118.8, 14.85, 18.81, 37.62, 22.77]",[],0,"['4675', '72', '4462', '3459', '3519', '1636', '98', '361', '2637', '1178', '2699', '284', '3625', '764', '3732', '4642', '647', '416', '1244', '2300', '2639', '3677', '3224', '2246', '44', '1667', '2160', '2739', '483', '882']"
118,72,"[349.668, 12.87, 56.43, 24.75, 23.759999999999998, 8.91, 17.0]",[2739],1,"['4675', '72', '4462', '3459', '3519', '1636', '98', '361', '2637', '1178', '2699', '284', '3625', '764', '3732', '4642', '647', '416', '1244', '2300', '2639', '3677', '3224', '2246', '44', '1667', '2160', '2739', '483', '882']"
118,4462,"[1352.934, 118.8, 51.48, 14.0, 172.0, 115.83, 22.77]",[],0,"['4675', '72', '4462', '3459', '3519', '1636', '98', '361', '2637', '1178', '2699', '284', '3625', '764', '3732', '4642', '647', '416', '1244', '2300', '2639', '3677', '3224', '2246', '44', '1667', '2160', '2739', '483', '882']"
119,3259,"[1138.7, 125.73, 35.64, 49.5, 139.0, 106.0, 7.0]",[],0,"['3259', '3335', '998', '80', '3676', '284', '882', '973', '4105', '4783', '1485', '2439', '4573', '708', '1860', '4623', '4091', '2704', '945', '3732', '4954', '4501', '1822', '4634', '499', '3445', '3116', '2513', '4680', '2077']"
